Shipment Id,So Number,Customer Id,Ship To Id,Ship Date,Carrier,Mode,Service,Tracking Number,Cartons,Weight Lb,Freight Cost,Freight Billed To Customer,Shipped By,Packing Slip,Status
SH-50426,SO-26452,KBD-CUST0020,KBD-CUST0020-S1,2025-11-30,Company Truck,LTL,,PRO279834865,25,980.9,474.86,565.08,E034,PS-SH-50426.pdf,Delivered
SH-50427,SO-26453,KBD-CUST0030,KBD-CUST0030-S1,2025-10-09,Customer Pickup,LTL,,PRO181332367,51,2038.2,972.21,1040.26,E028,PS-SH-50427.pdf ,Delivered
SH-50428,SO-26454,KBD-CUST0012,KBD-CUST0012-S1,2025-04-21,FedEx Ground,Parcel,3 Day,195203993188,1,0.8,13.82,15.48,E037,PS-SH-50428.pdf,Delivered
SH-50429,SO-26455,KBD-CUST0010,KBD-CUST0010-S1,2025-07-28,LTL - Estes,LTL,,PRO951807817,12,468.4,233.78,0.0,E027,PS-SH-50429.pdf,Delivered
SH-50430,SO-26456,KBD-CUST0012,KBD-CUST0012-S1,2026-03-26,FedEx Ground,LTL,,119184283534,43,1700.0,813.12,0.0,E026,PS-SH-50430.pdf,In Transit
SH-50431,SO-26457,KBD-CUST0015,KBD-CUST0015-S1,2026-02-21,Customer Pickup,LTL,,PRO826071802,93,3693.4,1750.82,1873.38,E027,PS-SH-50431.pdf,Delivered
SH-50432,SO-26458,KBD-CUST0017,KBD-CUST0017-S1,2026-02-15,FedEx Ground,LTL,,302572222863,6,217.0,115.52,0.0,E038,PS-SH-50432.pdf,Delivered
SH-50433,SO-26459,KBD-CUST0005,KBD-CUST0005-S1,2026-02-27,UPS Ground,LTL,,1Z7269047526,196,7834.9,3698.98,4623.73,E038,PS-SH-50433.pdf,Delivered
SH-50434,SO-26460,KBD-CUST0022,KBD-CUST0022-S1,2026-03-21,UPS Ground,LTL,,1Z5699493433,24,921.7,447.01,0.0,E030,PS-SH-50434.pdf,Delivered
SH-50435,SO-26461,KBD-CUST0010,KBD-CUST0010-S1,2025-06-19,LTL - Estes,LTL,,PRO306605319 ,4,157.8,87.67,88.55,E030,PS-SH-50435.pdf,Delivered
SH-50436,SO-26462,KBD-CUST0027,KBD-CUST0027-S1,2025-06-19,FedEx Ground ,LTL,,422262465033,50,1985.9,947.61,1212.94,E028,PS-SH-50436.pdf,Delivered
SH-50437,SO-26464,KBD-CUST0022,KBD-CUST0022-S1,2025-05-17,UPS Ground,LTL,,1Z6231238152,51,2026.5,966.71,0.0,E029,PS-SH-50437.pdf,Delivered
SH-50438,SO-26465,KBD-CUST0023,KBD-CUST0023-S1,2025-09-28,UPS Ground,LTL,,1Z1082031773,7,273.6,142.14,190.47,E037,PS-SH-50438.pdf,Delivered
SH-50439,SO-26466,KBD-CUST0024,KBD-CUST0024-S1,2025-06-09,Company Truck,LTL,,PRO396781199,12,475.8,237.26,0.0,E027,PS-SH-50439.pdf,Delivered
SH-50440,SO-26467,KBD-CUST0023,KBD-CUST0023-S1,2025-11-23,UPS Ground,LTL,,1Z3194817965,8,280.7,145.48,0.0,E033,PS-SH-50440.pdf,Delivered
SH-50441,SO-26468,KBD-CUST0012,KBD-CUST0012-S1,2026-01-03,FedEx Ground,LTL,,894912534315,163,6491.6,3067.09,0.0,E039,PS-SH-50441.pdf,Delivered
SH-50442,SO-26469,KBD-CUST0018,KBD-CUST0018-S1,2025-09-15,FedEx Ground,LTL,,501861267300,7,240.3,126.48,130.27,E034,PS-SH-50442.pdf,Delivered
SH-50443,SO-26470,KBD-CUST0023,KBD-CUST0023-S1 ,2025-12-30,UPS Ground,LTL,,1Z8832549195,9,350.7,178.41,208.74,E027,PS-SH-50443.pdf,Delivered
SH-50444,SO-26471,KBD-CUST0029,KBD-CUST0029-S1,2025-07-18,FedEx Ground,LTL,,270571874914,106,4227.6,2002.1,0.0,E026,PS-SH-50444.pdf,Delivered
SH-50445,SO-26472,KBD-CUST0008,KBD-CUST0008-S1,2026-01-11,LTL - Estes,LTL,,PRO227328691,21,830.5,404.11,0.0,E036,PS-SH-50445.pdf,Delivered
SH-50446,SO-26473,KBD-CUST0026,KBD-CUST0026-S1 ,2025-05-28,Company Truck,LTL,,PRO447136160,139,5533.5,2616.4,0.0,E037,PS-SH-50446.pdf,Delivered
SH-50447,SO-26474,KBD-CUST0023,KBD-CUST0023-S1,2025-06-20,UPS Ground,LTL,,1Z9664983832,13,506.8,251.84,256.88,E034,PS-SH-50447.pdf,Delivered
SH-50448,SO-26476,KBD-CUST0018,KBD-CUST0018-S1,2025-08-06,FedEx Ground,Parcel,Ground,436428643538,3,115.2,67.63,0.0,E032,PS-SH-50448.pdf,Delivered
SH-50449,SO-26478,KBD-CUST0004,KBD-CUST0004-S1,2025-12-14,Customer Pickup,LTL,,PRO202109802,5,178.6,97.45,0.0,E031,PS-SH-50449.pdf,Delivered
SH-50450,SO-26479,KBD-CUST0021,KBD-CUST0021-S1,2026-02-10,LTL - Estes,Company Truck,,,1,5.6,0.0,0.0,E031,PS-SH-50450.pdf,Delivered
SH-50451,SO-26480,KBD-CUST0020,KBD-CUST0020-S1,2026-03-25,Company Truck,LTL,,PRO292008737,14,554.5,274.28,279.77,E031,PS-SH-50451.pdf,Delivered
SH-50452,SO-26481,KBD-CUST0021,KBD-CUST0021-S1,2025-11-15,LTL - Estes,LTL,,PRO608620078,297,11870.1,5597.14,5932.97,E032,PS-SH-50452.pdf,Delivered
SH-50453,SO-26482,KBD-CUST0001,KBD-CUST0001-S1,2025-05-22,Customer Pickup,LTL,,PRO760237222,8,313.5,160.91,0.0,E037,PS-SH-50453.pdf,Delivered
SH-50454,SO-26483,KBD-CUST0006,KBD-CUST0006-S1,2025-06-22,FedEx Ground,Parcel,Ground,669149931271,3,90.4,55.96,72.19,E032,PS-SH-50454.pdf,Delivered
SH-50455,SO-26485,KBD-CUST0026 ,KBD-CUST0026-S1,2025-11-12,Company Truck,Company Truck,,,1,28.0,0.0,0.0,E028,PS-SH-50455.pdf,Delivered
SH-50456,SO-26486,KBD-CUST0005,KBD-CUST0005-S1,2025-10-22,UPS Ground ,LTL,,1Z2407810605 ,52,2075.0,989.52,1325.96,E038,PS-SH-50456.pdf,Delivered
SH-50457,SO-26487,KBD-CUST0014,KBD-CUST0014-S1,2025-09-13,UPS Ground,Parcel,Next Day Air,1Z8898276554,2,78.4,50.32,0.0,E028,PS-SH-50457.pdf,Delivered
SH-50458,SO-26488,KBD-CUST0003,KBD-CUST0003-S1,2026-02-19,FedEx Ground,LTL,,810751164376,80,3160.8,1500.28,0.0,E036,PS-SH-50458.pdf,Delivered
SH-50459,SO-26490,KBD-CUST0030,KBD-CUST0030-S1,2025-06-14,Customer Pickup,LTL,,PRO800412357,271,10822.5,5104.34,0.0,E038,PS-SH-50459.pdf,Delivered
SH-50460,SO-26491,KBD-CUST0015,KBD-CUST0015-S1,2025-07-31,Customer Pickup,LTL,,PRO706938661,201,8035.1,3793.15,5006.96,E031,PS-SH-50460.pdf,Delivered
SH-50461,SO-26492,KBD-CUST0019,KBD-CUST0019-S1,2025-08-21,LTL - XPO,LTL,,PRO437022897,391,15635.6,7368.43,0.0,E027,PS-SH-50461.pdf,Delivered 
SH-50462,SO-26493,KBD-CUST0030,KBD-CUST0030-S1,2026-03-26,Customer Pickup,Pickup,,,3,111.3,0.0,0.0,E030,PS-SH-50462.pdf,In Transit
SH-50463,SO-26494,KBD-CUST0005,KBD-CUST0005-S1,2025-10-29,UPS Ground,LTL,,1Z6692127760 ,11,439.5,220.18,268.62,E028,PS-SH-50463.pdf,Delivered
SH-50464,SO-26495,KBD-CUST0029,KBD-CUST0029-S1,2025-05-30,FedEx Ground,LTL,,915580358769,9,328.0,167.73,206.31,E038,PS-SH-50464.pdf,Delivered
SH-50465,SO-26496,KBD-CUST0029,KBD-CUST0029-S1,2025-09-04,FedEx Ground,LTL,,557039604271,15,589.0,290.51,345.71,E034,PS-SH-50465.pdf,Delivered
SH-50466,SO-26497,KBD-CUST0026,KBD-CUST0026-S1,23-Feb-2026,Company Truck,Company Truck,,,2,50.8,0.0,0.0,E026,PS-SH-50466.pdf,Delivered
SH-50467,SO-26498,KBD-CUST0015,KBD-CUST0015-S1,2025-10-14,Customer Pickup,LTL,,PRO510439630,84,3326.2,1578.08,1688.55,E033,PS-SH-50467.pdf,Delivered
SH-50468,SO-26499,KBD-CUST0023,KBD-CUST0023-S1,2025-12-01,UPS Ground,LTL,,1Z7940835669,13,518.6,257.39,344.9,E034,PS-SH-50468.pdf,Delivered
SH-50469,SO-26500,KBD-CUST0004,KBD-CUST0004-S1,2025-10-04,Customer Pickup,LTL,,PRO986254073,334,13332.2,6284.91,7541.89,E037,PS-SH-50469.pdf,Delivered
SH-50470,SO-26501,KBD-CUST0007,KBD-CUST0007-S1,2026-02-09,Company Truck,LTL,,PRO375296416,35,1389.4,667.01,0.0,E034,PS-SH-50470.pdf,Delivered
SH-50471,SO-26502,KBD-CUST0028,KBD-CUST0028-S1,2025-09-09,UPS Ground,Parcel,Ground,1Z7472172103,2,68.7,45.76,0.0,E028,PS-SH-50471.pdf,Delivered
SH-50472,SO-26503,KBD-CUST0019,KBD-CUST0019-S1,2026-03-11,LTL - XPO,LTL,,PRO960684434,71,2817.0,1338.56,0.0,E033,PS-SH-50472.pdf,Delivered
SH-50473,SO-26504,KBD-CUST0021,KBD-CUST0021-S1,2026-01-21,LTL - Estes,LTL,,PRO715530437,45,1765.7,844.03,0.0,E033,PS-SH-50473.pdf,Delivered
SH-50474,SO-26505,KBD-CUST0008,KBD-CUST0008-S1,2025-10-28,LTL - Estes,LTL,,PRO725948556,11,404.9,203.9,0.0,E028,PS-SH-50474.pdf,Delivered
SH-50475,SO-26506,KBD-CUST0021,KBD-CUST0021-S1,2026-01-20,LTL - Estes,LTL,,PRO984104614,15,594.9,293.28,302.08,E036,PS-SH-50475.pdf,Delivered
SH-50476,SO-26507,KBD-CUST0028,KBD-CUST0028-S1,2025-09-07,UPS Ground ,LTL,,1Z1955067121,50,1969.4,939.85,0.0,E037,PS-SH-50476.pdf,Delivered
SH-50477,SO-26508,KBD-CUST0020,KBD-CUST0020-S1,2025-11-02,Company Truck,LTL,,PRO519581615,7,245.7,129.02,0.0,E038,PS-SH-50477.pdf,Delivered
SH-50478,SO-26509,KBD-CUST0031,KBD-CUST0031-S1,2025-07-20,LTL - XPO,LTL,,PRO997666162,11,432.9,217.08,0.0,E026,PS-SH-50478.pdf,Delivered
SH-50479,SO-26510,KBD-CUST0010,KBD-CUST0010-S1,2026-02-27,LTL - Estes,LTL,,PRO257347145,96,3811.8,1806.51,2095.55,E031,PS-SH-50479.pdf,Delivered
SH-50480,SO-26512,KBD-CUST0031,KBD-CUST0031-S1,2026-03-14,LTL - XPO,LTL,,PRO287199762,14,550.5,272.4,0.0,E036,PS-SH-50480.pdf,Delivered
SH-50481,SO-26513,KBD-CUST0027,KBD-CUST0027-S1,2025-10-03,FedEx Ground,LTL,,642599377079,208,8305.3,3920.25,0.0,E034,PS-SH-50481.pdf,Delivered
SH-50482,SO-26514,KBD-CUST0031,KBD-CUST0031-S1,2025-09-24 ,LTL - XPO,LTL,,PRO767428990,202,8061.1,3805.38,0.0,E030,PS-SH-50482.pdf,Delivered
SH-50483,SO-26515,KBD-CUST0014,KBD-CUST0014-S1,2025-04-21,UPS Ground,Parcel,Next Day Air,1Z9675007008,3,115.2,67.63,0.0,E037,PS-SH-50483.pdf,Delivered
SH-50484,SO-26516,KBD-CUST0030,KBD-CUST0030-S1,2025-09-01,Customer Pickup,Pickup,,,3,107.4,0.0,0.0,E029,PS-SH-50484.pdf,Delivered
SH-50485,SO-26517,KBD-CUST0024,KBD-CUST0024-S1,2025-12-15,Company Truck,LTL,,PRO689280800,52,2061.4,983.12,0.0,E029,PS-SH-50485.pdf ,Delivered
SH-50486,SO-26518,KBD-CUST0010,KBD-CUST0010-S1,2025-06-09,LTL - Estes,LTL,,PRO833342184,114,4538.1,2148.16,2277.05,E036,PS-SH-50486.pdf,Delivered
SH-50487,SO-26519,KBD-CUST0023,KBD-CUST0023-S1,2025-08-19,UPS Ground,LTL,,1Z5254264868,5,180.8,98.49,130.99,E027,PS-SH-50487.pdf,Delivered
SH-50488,SO-26520,KBD-CUST0012,KBD-CUST0012-S1,2025-10-12,FedEx Ground,LTL,,564704589039 ,9,336.1,171.54,178.4,E028,PS-SH-50488.pdf,Delivered
