Pick Id,So Number,So Line,Item Id,Qty To Pick,Qty Picked,Bin Location,Picker Id,Pick Date,Shipment Id
PK-00864,SO-26335,2,MOUN-1031,50,50,E-10-4,E026,01/07/26,SH-50318
PK-00865,SO-26335 ,3,SPRO-1027,4,4,C-29-2,E034,"Jan 07, 2026",SH-50318
PK-00866,SO-26335,4,SHEA-1077,4,4,C-27-3,E035,2026-01-07,SH-50318
PK-00867,SO-26335,5,SPRO-1061,1,1,A-27-2,E026,2026-01-06,SH-50318
PK-00868,SO-26336,1,SPRO-1070,1,1,B-37-1,E039,2025-06-30,SH-50319
PK-00869,SO-26336,2,SPRO-1078,12,12,A-34-2,E037,2025-06-29,SH-50319
PK-00870 ,SO-26336,3,CONV-1013,2,2,C-38-4,E037,2025-06-30,SH-50319
PK-00871,SO-26337,1,SPRO-1087,100,100,E-14-4,E034,06/25/2025,SH-50320
PK-00872,SO-26338,1,SKF-6308-2Z,12,12,B-19-3,E034,2025-09-07,SH-50321
PK-00873,SO-26339,1,ROLL-1044,5,5,A-16-3,E039,2026-01-07,SH-50322
PK-00874,SO-26339,2,GAT-B62,4,4,A-30-4,E033,2026-01-06,SH-50322
PK-00875,SO-26340,1,SHEA-1064,1,1,B-38-3,E026,2025-12-25,SH-50323
PK-00876,SO-26340,2,SHEA-1038,1,1,B-40-4,E029,2025-12-24,SH-50323
PK-00877,SO-26341,2,SPRO-1015,10,10,C-29-2,E026,2026-03-07,SH-50324
PK-00878,SO-26341,3,CONV-1039,1,1,A-21-1,E026,2026-03-08,SH-50324
PK-00879,SO-26342,1,SPRO-1061,50,50,E-15-1,E035,2025-05-19,SH-50325
PK-00880,SO-26342,2,AC-1085,5,5,D-39-2,E036,2025-05-18,SH-50325
PK-00881,SO-26342,4,AC-1054,5,5,B-39-3,E036,2025-05-19,SH-50325
PK-00882,SO-26342,5,SHEA-1007,2,2,D-03-2,E035,2025-05-19,SH-50325
PK-00883,SO-26343,1,SPRO-1047,1,1,F-37-5,E029,06/26/25,SH-50326
PK-00884,SO-26343,2,ROLL-1021,10,10,A-30-5,E032,2025-06-25,SH-50326
PK-00885,SO-26343,3,TIMI-1030,6,6,A-37-4,E039,2025-06-26 ,SH-50326
PK-00886,SO-26343,4,SPRO-1055,6,6,F-20-2,E034,2025-06-25,SH-50326
PK-00887,SO-26344,1,GEAR-1016,1,1,F-40-1,E028,2025-06-30,SH-50327
PK-00888,SO-26344,2,CONV-1023,3,3,C-18-4,E038,2025-06-30,SH-50327
PK-00889,SO-26344,3,CONV-1022,1,1,C-08-5,E026,2025-06-29,SH-50327
PK-00890,SO-26344,4,TIMI-1056,2,2,F-23-5,E031,2025-06-30,SH-50327
PK-00891,SO-26344,5,SPRO-1009 ,4,4,E-38-5,E036,29-Jun-2025,SH-50327
PK-00892,SO-26345,1,CONV-1065,1,1,A-40-2,E035,2025-06-11,SH-50328
PK-00893,SO-26345,2,CONV-1023,5,5,D-37-4,E031,2025-06-10,SH-50328
PK-00894,SO-26345,3,SPRO-1061,25,25,D-28-3,E031,2025-06-11,SH-50328
PK-00895,SO-26345,4,SHEA-1072,2,2,C-26-5,E031,2025-06-10,SH-50328
PK-00896,SO-26346,1,CONV-1043,1,1,F-22-1,E034,02/16/2026,SH-50329
PK-00897,SO-26349,1,TIMI-1071,10,10,F-17-3,E032,14-Dec-2025,SH-50330
PK-00898,SO-26349,3,SPRO-1011,2,2,C-21-1,E036 ,2025-12-14,SH-50330
PK-00899,SO-26350,1,CONV-1043,5,5,C-15-4,E026,02/25/2026,SH-50331
PK-00900,SO-26350,2,AC-1063 ,3,3,D-33-4,E027,2026-02-25,SH-50331
PK-00901,SO-26350,3,MOUN-1031,50,50,A-39-2,E033,2026-02-26,SH-50331
PK-00902,SO-26350,4,MOUN-1062,1,1,A-36-1,E031,2026-02-26,SH-50331
PK-00903,SO-26350,5,TIMI-1075,25,25,A-03-4,E033,2026-02-25,SH-50331
PK-00904,SO-26351 ,1,SPRO-1061,50,50,E-11-1,E036,2025-12-17,SH-50332
PK-00905,SO-26351,2,AC-1057,3,3,C-07-4,E026,2025-12-16,SH-50332
PK-00906,SO-26352,1,SPRO-1011,1,1,C-16-3,E026,2025-07-11,SH-50333
PK-00907,SO-26352,2,SPRO-1078,25,25,B-20-3,E027,2025-07-10,SH-50333
PK-00908,SO-26352,3,SHEA-1019,50,50,E-17-1,E038,10-Jul-2025,SH-50333
PK-00909,SO-26352,4,ROLL-1079,3,3,D-31-2,E037,2025-07-10,SH-50333
PK-00910,SO-26352,5,TIMI-1017,2,2,E-40-3,E037,2025-07-11,SH-50333
PK-00911,SO-26353,1,SPRO-1070,4,4,C-13-2,E037,12/24/2025,SH-50334
PK-00912,SO-26353,2,SPRO-1027,200,200,E-18-4,E038,2025-12-24,SH-50334
PK-00913,SO-26353,3,CONV-1042,1,1,C-35-5,E036,2025-12-24,SH-50334
PK-00914,SO-26355,1,SHEA-1003,3,3,E-36-3,E029,2026-03-10,SH-50335
PK-00915,SO-26355,2,SHEA-1077,10,10,A-23-2,E031,2026-03-10,SH-50335
PK-00916,SO-26355,3,MOUN-1018,1,1,C-02-5,E038,2026-03-09,SH-50335
PK-00917,SO-26356,1,MOUN-1062,3,3,B-18-2,E030,2025-05-06,SH-50336
PK-00918 ,SO-26356,2,AC-1057,1,1,C-32-1,E037,2025-05-06,SH-50336
PK-00919,SO-26357,1,CONV-1023,1,1,D-22-3,E033,2026-01-03 ,SH-50337
PK-00920,SO-26357,2,SPRO-1055,100,100,A-34-3,E032,2026-01-04,SH-50337
PK-00921,SO-26357,3,AC-1074,5,5,F-13-1,E036,2026-01-03,SH-50337
PK-00922,SO-26357,4,TIMI-1014,25,25,E-16-4,E036,2026-01-04,SH-50337
PK-00923,SO-26358,2,AC-1074,5,5,B-13-5,E037,02-Nov-2025,SH-50338
PK-00924,SO-26358,3,CONV-1039,1,1,F-32-4,E026,2025-11-01,SH-50338
PK-00925,SO-26358,4,SPRO-1061,2,2,B-06-3,E037,2025-11-01,SH-50338
PK-00926,SO-26359,2,SPRO-1041,50,50,A-04-2,E038,2025-07-27,SH-50339
PK-00927,SO-26359,3,CONV-1043,1,1,F-30-4 ,E032,2025-07-28,SH-50339
PK-00928,SO-26359,4,SPRO-1087,1,1,F-23-3,E037,2025-07-28,SH-50339
PK-00929,SO-26360,1,GEAR-1066 ,3,3,D-09-3,E026,2025-11-11,SH-50340
PK-00930,SO-26360,2,SHEA-1019,12,12,A-19-5,E027,2025-11-12,SH-50340
PK-00931,SO-26360,3,TIMI-1014,100,100,E-36-4,E030,2025-11-11,SH-50340
PK-00932,SO-26361,1,AC-1063,5,5,A-18-3,E028,2026-03-11,SH-50341
PK-00933,SO-26361,2,SPRO-1078,6,6,B-33-2,E026,2026-03-11,SH-50341
PK-00934,SO-26362,1,SPRO-1047,200,200,A-01-5,E037,2025-08-15,SH-50342
PK-00935,SO-26362,2,CONV-1042,1,1,F-06-2,E031,2025-08-15,SH-50342
PK-00936,SO-26363,1,SPRO-1009,6,6,A-12-2,E030,06/08/2025,SH-50343
PK-00937,SO-26363,2,MOUN-1029,2,2,C-24-3 ,E038,2025-06-08,SH-50343
PK-00938,SO-26364,1,ROLL-1053,1,1,D-11-1,E038,2025-06-01,SH-50344
PK-00939,SO-26364,2,GAT-B62,50,50,D-31-5,E035,05/31/2025,SH-50344
PK-00940,SO-26364,3,SKF-6205-2RS1 ,6,6,A-20-1,E031,06/01/2025,SH-50344
PK-00941,SO-26364,4,ROLL-1012 ,25,25,F-37-3,E039,2025-06-01,SH-50344
PK-00942,SO-26365,1,CONV-1051,1,1,A-27-3,E026,2025-11-26,SH-50345
PK-00943,SO-26366,1,ROLL-1021,25,25,B-14-2,E037,2025-07-21,SH-50346
PK-00944,SO-26366,2,GEAR-1080,3,3,A-27-2,E037,"Jul 22, 2025",SH-50346
PK-00945,SO-26367,1,CONV-1013,2,2,C-08-4,E028,2026-02-11,SH-50347
PK-00946,SO-26367,2,CONV-1065,5,5,E-15-4,E027,2026-02-11,SH-50347
PK-00947,SO-26367,3,SHEA-1082,2,2,D-39-1,E039,2026-02-10,SH-50347
PK-00948,SO-26367,4,ROLL-1026,5,5,C-40-2,E028,2026-02-11,SH-50347
PK-00949,SO-26368,2,SPRO-1078,1,1,E-21-2,E026,2025-12-06,SH-50348
PK-00950,SO-26369,1,MOUN-1062,1,1,D-01-4,E031,2025-04-24,SH-50349
PK-00951,SO-26370,1,TIMI-1020 ,6,6,D-15-3,E028 ,10/22/2025,SH-50350
PK-00952,SO-26370,2,SPRO-1027,200,200,F-05-2,E039,2025-10-22,SH-50350
PK-00953,SO-26371,1,MOUN-1008,12,12,B-05-3,E037,2026-01-09,SH-50351
PK-00954,SO-26371,2,ROLL-1044,5,5,B-29-5,E032,2026-01-08,SH-50351
PK-00955,SO-26372,1,SPRO-1047,2,2,A-27-1,E039,2026-02-13,SH-50352
PK-00956 ,SO-26372,2,SPRO-1087,100,100,E-10-4,E029,2026-02-12,SH-50352
PK-00957,SO-26372,3,MOUN-1031,4,4,E-34-5,E035,2026-02-13,SH-50352
PK-00958,SO-26372,4,SPRO-1047,2,2,C-36-4,E031,02/12/2026,SH-50352
PK-00959,SO-26373,2,TIMI-1056,50,50,E-11-3,E027,2025-06-12,SH-50353
PK-00960,SO-26373,3,GEAR-1010,1,1,E-04-3,E027,11-Jun-2025,SH-50353
PK-00961,SO-26375,2,SPRO-1015,1,1,B-17-3,E033,2025-11-02,SH-50354
PK-00962,SO-26376,1,TIMI-1032,50,50,D-09-4,E026,2026-01-31,SH-50355
PK-00963,SO-26376,2,MOUN-1083,4,4,D-35-3 ,E036,2026-02-01,SH-50355
PK-00964,SO-26377,2,AC-1063,3,3,C-34-5,E033,2025-07-20,SH-50356
PK-00965,SO-26377 ,3,GEAR-1080,2,2,D-01-3,E030,2025-07-19,SH-50356
PK-00966,SO-26377,4,AC-1085,1,1,E-20-1,E026,07/19/2025,SH-50356
PK-00967,SO-26377,5,TIMI-1058,25,25,A-22-5,E035,2025-07-19,SH-50356
PK-00968,SO-26378,1,AC-1085,3,3,F-02-2,E032,2026-02-07,SH-50357
PK-00969,SO-26378,2,AC-1063,1,1,D-23-5,E037,2026-02-06,SH-50357
PK-00970,SO-26378,3,TIMI-1071,200,200,B-13-3,E032,2026-02-07,SH-50357
PK-00971,SO-26378,4,SPRO-1047,200,200,D-26-3,E030,02/07/2026,SH-50357
PK-00972,SO-26378,5,SHEA-1072,1,1,C-29-4,E036,2026-02-06,SH-50357
PK-00973,SO-26379,1,TIMI-1032,25,25,E-16-3,E027,2025-08-02,SH-50358
PK-00974,SO-26379,2,CONV-1042,1,1,A-35-4,E027,02-Aug-2025,SH-50358
PK-00975,SO-26379,3,ROLL-1053,50,50,F-03-4,E035,2025-08-02,SH-50358
PK-00976,SO-26379,4,SHEA-1049,5,5,B-19-4,E027,08/03/2025,SH-50358
PK-00977,SO-26380,1,CONV-1043,2,2,A-21-2,E035,2026-03-13,SH-50359
PK-00978,SO-26382,1,ROLL-1044,3,3,F-31-3,E038,2025-07-06,SH-50360
PK-00979,SO-26382,2,TIMI-1030,100,100,D-04-1,E034,2025-07-07,SH-50360
PK-00980,SO-26383,1,CONV-1052,1,1,D-06-1,E027,2025-07-19,SH-50361
PK-00981,SO-26383,2,MOUN-1081,50,50,D-40-4,E028,2025-07-20,SH-50361
PK-00982,SO-26384,1,SPRO-1055,100,100,E-40-2,E031,2025-11-27,SH-50362
PK-00983,SO-26384,2,CONV-1039,2,2,D-38-1,E037,2025-11-28,SH-50362
PK-00984,SO-26384,3,GEAR-1067,3,3,E-14-2,E026 ,2025-11-28,SH-50362
PK-00985,SO-26384,4,CONV-1022,1,1,E-14-3,E037,2025-11-28,SH-50362
PK-00986,SO-26385,2,TIMI-1071,10,10,A-29-5,E030,2026-02-22,SH-50363
PK-00987,SO-26385 ,3,TIMI-1020,2,2,C-01-1,E035,2026-02-22,SH-50363
PK-00988,SO-26385,4,CONV-1023,1,1,A-07-5,E033,2026-02-22,SH-50363
PK-00989,SO-26386,1,ROLL-1044,2,2,B-29-5,E029,2025-06-23,SH-50364
PK-00990,SO-26387,1,ROLL-1079,1,1,B-06-4,E039,2025-12-23,SH-50365
PK-00991,SO-26387,2,GEAR-1066,3,3,C-21-1,E035,2025-12-22,SH-50365
PK-00992,SO-26387,3,TIMI-1030,50,50,E-03-2,E027,2025-12-23,SH-50365
PK-00993,SO-26387,4,SHEA-1064,1,1,C-08-5,E036,23-Dec-2025,SH-50365
PK-00994,SO-26388,2,GAT-B62,6,6,B-09-2,E028,2025-06-20,SH-50366
PK-00995,SO-26388,3,TIMI-1000,6,6,E-23-2,E035,2025-06-20,SH-50366
PK-00996,SO-26388,4,TIMI-1075,50,50,A-03-4,E039,"Jun 20, 2025",SH-50366
PK-00997,SO-26388,5,SHEA-1088,3,3,B-40-3,E034,2025-06-21,SH-50366
PK-00998,SO-26389,1,CONV-1022,1,1,D-30-1,E036,2025-12-22,SH-50367
PK-00999 ,SO-26389,2,GAT-B62,50,50,E-21-2,E038,2025-12-22,SH-50367
PK-01000,SO-26389,3,SHEA-1003,1,1,F-02-2,E032,2025-12-22,SH-50367
PK-01001,SO-26389,4,MOUN-1034,200,200,D-17-2 ,E027,2025-12-21,SH-50367
PK-01002,SO-26389,5,MOUN-1081,1,1,F-11-4,E032,2025-12-22,SH-50367
PK-01003,SO-26390,1,SPRO-1055,100,100,D-36-2,E035,2026-03-08,SH-50368
PK-01004,SO-26390,2,SKF-6205-2RS1,4,4,F-39-3,E030,2026-03-07,SH-50368
PK-01005,SO-26390,3,CONV-1043,1,1,F-13-1,E026,2026-03-07,SH-50368
PK-01006,SO-26390,4,SPRO-1087,6,6,B-05-4,E026,2026-03-07,SH-50368
PK-01007,SO-26391,1,TIM-LM11949-LM11910,2,2,A-30-2,E039,2025-05-04,SH-50369
PK-01008,SO-26391,3,ROLL-1026,1,1,E-06-1,E026,04-May-2025,SH-50369
PK-01009,SO-26392,1,CONV-1051,2,2,F-39-2,E038,2026-01-26,SH-50370
PK-01010,SO-26393,1,SPRO-1004,50,50,E-15-2,E033,2026-03-18,SH-50371
PK-01011,SO-26393,2,AC-1057,2,2,C-10-2,E036 ,2026-03-18,SH-50371
PK-01012,SO-26393,3,SPRO-1055,2,2,A-29-5,E039,2026-03-19,SH-50371
PK-01013,SO-26393,4,AC-1033,1,1,B-12-4,E036,2026-03-18,SH-50371
PK-01014,SO-26394,1,SHEA-1035,1,1,B-04-5,E036,2026-02-05,SH-50372
PK-01015,SO-26394,2,CONV-1043,1,1,F-40-1,E032,2026-02-05,SH-50372
PK-01016,SO-26394,4,SKF-6308-2Z,4,4,A-01-2,E028,2026-02-05,SH-50372
PK-01017,SO-26395,1,CONV-1089,2,2,C-33-2,E037,01/15/2026,SH-50373
PK-01018,SO-26395,2,GAT-B62,200,200,F-15-2,E030,01/16/2026,SH-50373
PK-01019,SO-26395,3,SHEA-1007,1,1,E-06-1,E028,2026-01-16,SH-50373
PK-01020,SO-26395,4,CONV-1043,1,1,A-20-2,E034,01/15/26,SH-50373
PK-01021,SO-26396,1,TIM-LM11949-LM11910,100,100,F-05-1,E038,2025-06-04,SH-50374
PK-01022,SO-26396,2,TIMI-1032,12,12,D-37-5,E030,2025-06-04 ,SH-50374
PK-01023,SO-26397,3,SHEA-1049,1,1,E-11-1,E037,2026-03-22,SH-50375
PK-01024,SO-26398,1,CONV-1052,1,1,B-38-4,E034,03/04/26,SH-50376
PK-01025,SO-26399,1,AC-1074,1,1,F-19-1,E038,2025-10-30,SH-50377
PK-01026,SO-26399,2,AC-1085,2,2,B-25-2,E038,2025-10-30,SH-50377
PK-01027,SO-26400,1,AC-1085,1,1,D-18-2,E033,2025-10-26,SH-50378
PK-01028,SO-26400,2,MOUN-1034,12,12,D-34-1,E032,2025-10-27,SH-50378
PK-01029,SO-26400,3,MOUN-1083,1,1,E-28-5,E035,2025-10-27,SH-50378
PK-01030,SO-26401,1,TIMI-1020,100,100,E-13-1,E028,2025-07-05,SH-50379
PK-01031,SO-26401,2,MOUN-1062,5,5,D-36-1,E035,07/05/25,SH-50379
PK-01032,SO-26401,3,SPRO-1070,25,25,A-33-3,E034,2025-07-06,SH-50379
PK-01033,SO-26401,4,SHEA-1082,2,2,F-33-4,E038,2025-07-06,SH-50379
PK-01034,SO-26401,5,CONV-1023,5,5,B-14-2,E033,2025-07-05,SH-50379
PK-01035,SO-26402,1,TIMI-1014,50,50,F-04-5,E034,11/16/25,SH-50380
PK-01036,SO-26402,2,SHEA-1088,2,2,A-39-1,E039,2025-11-16,SH-50380
PK-01037,SO-26404,1,CONV-1013,5,5,C-13-5,E033,2025-12-11,SH-50381
PK-01038,SO-26404,2,SHEA-1003,5,5,A-01-3,E026,2025-12-12,SH-50381
PK-01039,SO-26404,3,SPRO-1078,12,12,F-33-5,E032,2025-12-11,SH-50381 
PK-01040,SO-26404,4,SPRO-1011,5,5,B-09-1,E027,2025-12-12 ,SH-50381
PK-01041,SO-26404,5,CONV-1051,3,3,C-31-2,E037,2025-12-12,SH-50381
PK-01042,SO-26405,1,SHEA-1003,1,1,D-01-2,E035,2025-10-27,SH-50382
PK-01043,SO-26405,2,AC-1057,3,3,D-03-3,E031,2025-10-27,SH-50382
PK-01044,SO-26405,3,SPRO-1004,25,25,F-32-4,E033,2025-10-26,SH-50382
PK-01045,SO-26406,1,AC-1086,5,5,C-35-5,E028,2026-03-26,SH-50383
PK-01046,SO-26408,1,DOD-TXT315,3,3,E-40-5,E029,2025-05-20,SH-50384
PK-01047,SO-26408,2,TIMI-1075,25,25,A-04-1,E031,2025-05-20,SH-50384
PK-01048,SO-26408,3,TIMI-1000,50,50,C-20-2,E031,2025-05-19,SH-50384
PK-01049 ,SO-26408,4,GAT-B62,4,4,A-29-5,E039,2025-05-19,SH-50384
PK-01050,SO-26408,5,SPRO-1061,6,6,D-31-4,E032,2025-05-19,SH-50384
PK-01051,SO-26409,1,SHEA-1038,5,5,B-16-3,E027,2025-09-04,SH-50385
PK-01052,SO-26409,2,MOUN-1018,1,1,F-38-2,E034,09/04/2025,SH-50385
PK-01053,SO-26409,3,TIMI-1030,50,50,A-31-4,E027,03-Sep-2025,SH-50385
PK-01054,SO-26411,2,GEAR-1016,1,1,E-24-3,E039,2025-10-29,SH-50386
PK-01055,SO-26412,1,AC-1040,1,1,B-19-1,E030,2026-02-18,SH-50387
PK-01056,SO-26412,2,SHEA-1028,1,1,B-10-1,E036 ,2026-02-17,SH-50387
PK-01057,SO-26413,1,SPRO-1070,12,12,C-11-4,E030,2026-01-30,SH-50388
PK-01058,SO-26413,2,CONV-1065,3,3,E-20-2,E038,"Jan 30, 2026",SH-50388
PK-01059,SO-26413,3,ROLL-1026,1,1,D-21-3,E035,2026-01-30,SH-50388
PK-01060,SO-26413,4,CONV-1023,3,3,A-29-3,E036,2026-01-30,SH-50388
PK-01061,SO-26414,1,GEAR-1016,3,3,C-08-3 ,E026,2025-05-27,SH-50389
PK-01062,SO-26414,2,SHEA-1064,2,2,A-20-5,E029,2025-05-28,SH-50389
PK-01063,SO-26414,3,GEAR-1066,1,1,B-13-3,E039,2025-05-28,SH-50389
PK-01064,SO-26414,4,GEAR-1073,1,1,C-01-2,E039,2025-05-28,SH-50389
PK-01065,SO-26414,5,SPRO-1050,100,100,D-27-3,E030,2025-05-28,SH-50389
PK-01066,SO-26415,1,CONV-1042,3,3,C-32-1,E031,2025-12-30,SH-50390
PK-01067,SO-26416,1,CONV-1052,1,1,E-37-2,E035,2026-01-23,SH-50391
PK-01068,SO-26416,2,BRI-HHCS-0500-13-200-G8,25,25,F-05-4,E029,2026-01-24,SH-50391
PK-01069,SO-26417,1,GEAR-1060,1,1,E-22-2,E032,2025-05-26,SH-50392
PK-01070,SO-26417,2,SPRO-1004,4,4,F-08-5,E030,2025-05-25,SH-50392
PK-01071,SO-26417,3,MOUN-1062,2,2,C-04-4,E032,2025-05-25,SH-50392
PK-01072,SO-26417,4,SPRO-1015,2,2,D-15-1 ,E035,2025-05-25,SH-50392
PK-01073,SO-26418,1,MOUN-1008,6,6,A-12-3,E028,2025-09-26,SH-50393
PK-01074,SO-26419,1,MOUN-1018,1,1,A-06-1,E035,09/15/25,SH-50394
PK-01075,SO-26419,2,SHEA-1082,5,5,F-23-1,E031,2025-09-15,SH-50394
PK-01076,SO-26419,3,ROLL-1012,1,1,D-30-2,E027,2025-09-15,SH-50394
PK-01077,SO-26419,4,SHEA-1025,5,5,E-01-5,E026,2025-09-15 ,SH-50394
PK-01078,SO-26419,5,DOD-TXT315,1,1,B-12-5,E031,2025-09-15,SH-50394
PK-01079,SO-26420,2,SPRO-1015,1,1,C-38-5,E029,2025-12-03,SH-50395
PK-01080,SO-26421,2,CONV-1051,5,5,B-15-3,E036,2025-05-13,SH-50396
PK-01081,SO-26422,1,CONV-1022,2,2,E-39-3,E031,2025-05-22,SH-50397
PK-01082,SO-26422,2,GEAR-1010,1,1,D-10-1,E033,2025-05-22,SH-50397
PK-01083,SO-26422,3,SPRO-1047,6,6,F-30-3,E034,2025-05-21 ,SH-50397
PK-01084,SO-26422,4,ROLL-1053,50,50,D-21-5,E028,2025-05-22,SH-50397
PK-01085,SO-26423,1,GEAR-1084,1,1,E-16-1,E030,2025-04-26,SH-50398
PK-01086,SO-26423,2,ROLL-1053,50,50,A-31-1,E031,2025-04-25,SH-50398
PK-01087,SO-26424,2,AC-1040,1,1,F-15-2,E029,2025-09-20,SH-50399
PK-01088,SO-26424,3,SHEA-1019,4,4,D-29-2,E031,2025-09-21,SH-50399
PK-01089,SO-26424,4,SHEA-1072,1,1,A-20-5,E037,"Sep 20, 2025",SH-50399
PK-01090,SO-26424,5,SHEA-1072,5,5,D-34-4,E035,"Sep 21, 2025",SH-50399
PK-01091,SO-26425,1,TIMI-1056,4,4,C-28-5,E034,2025-07-20,SH-50400 
PK-01092,SO-26425,2,SHEA-1007,1,1,A-12-5,E029,2025-07-21,SH-50400
PK-01093,SO-26426,1,SPRO-1027,25,25,E-33-3,E026,08/24/25,SH-50401
PK-01094,SO-26426,2,CONV-1065,3,3,F-38-2,E038,2025-08-25,SH-50401
PK-01095,SO-26427,1,MOUN-1034,25,25,E-16-1,E036,2025-07-29,SH-50402
PK-01096,SO-26428,1,MOUN-1018,2,2,D-10-4,E034,2025-08-23,SH-50403
PK-01097,SO-26428,2,AC-1040,5,5,B-13-3,E031,2025-08-23,SH-50403
PK-01098,SO-26428,3,AC-1063,1,1,D-40-2,E032,2025-08-22,SH-50403
PK-01099,SO-26428,4,TIMI-1032,6,6,B-21-5,E032,2025-08-22,SH-50403
PK-01100,SO-26428,5,MOUN-1029,200,200,D-27-4,E028,2025-08-23,SH-50403
PK-01101,SO-26429,1,TIMI-1000,10,10,C-39-5,E033,2026-01-20,SH-50404
PK-01102,SO-26429,2,SKF-6205-2RS1,200,200,A-33-1 ,E028,2026-01-19,SH-50404
PK-01103,SO-26430,1,SHEA-1077,6,6,B-11-5,E027,2026-02-01,SH-50405
PK-01104,SO-26430,2,MOUN-1083,100,100,D-35-2,E035,2026-02-02,SH-50405
PK-01105,SO-26430,3,SHEA-1028,5,5,C-21-1,E031,2026-02-01,SH-50405
PK-01106,SO-26431,1,MOUN-1018,5,5,D-06-5,E039,2025-05-03,SH-50406
PK-01107,SO-26431,2,GEAR-1060,2,2,F-10-2,E035,2025-05-04,SH-50406
PK-01108,SO-26431,4,SHEA-1025,1,1,D-16-5,E028,2025-05-04,SH-50406
PK-01109,SO-26431,5,SPRO-1078,2,2,D-10-5,E034,2025-05-03,SH-50406
PK-01110,SO-26432,1,GEAR-1060,3,3,C-16-1,E039,2025-08-25,SH-50407
PK-01111,SO-26432,2,TIMI-1020,2,2,F-36-3,E035,2025-08-25,SH-50407
PK-01112,SO-26433,1,GEAR-1060,1,1,B-24-1,E038,2026-03-26,SH-50408
PK-01113,SO-26433,3,SPRO-1002,50,50,A-24-4,E030,2026-03-25,SH-50408
PK-01114,SO-26433,4,SHEA-1088,2,2,B-02-3,E030,03/26/2026,SH-50408
PK-01115,SO-26434,1,ROLL-1053,25,25,F-32-1,E031,"Nov 17, 2025",SH-50409
PK-01116,SO-26434,2,MOUN-1008,10,10,D-26-3,E038,2025-11-17,SH-50409
PK-01117,SO-26435,1,CONV-1089,3,3,C-24-1,E034,2025-11-25,SH-50410
PK-01118,SO-26436,1,ROLL-1012,50,50,B-37-4,E037,08/06/25,SH-50411 
PK-01119,SO-26436,2,ROLL-1044,2,2,B-01-4,E030,2025-08-06,SH-50411
PK-01120,SO-26436,3,MOUN-1031,12,12,E-39-4,E029,2025-08-06,SH-50411
PK-01121,SO-26436,4,SHEA-1064,3,3,F-33-3,E029,2025-08-06,SH-50411
PK-01122,SO-26437,1,SHEA-1028,5,5,D-27-3,E034,2025-10-04,SH-50412
PK-01123,SO-26437,2,ROLL-1012,200,200,E-13-3,E029,2025-10-05,SH-50412 
PK-01124,SO-26437,3,GEAR-1066,5,5,D-30-4,E029,2025-10-04,SH-50412
PK-01125,SO-26437,4,MOUN-1018,1,1,C-07-5,E030,2025-10-05,SH-50412
PK-01126,SO-26438,1,ROLL-1079,3,3,D-09-1,E029,2025-12-07,SH-50413
PK-01127,SO-26438,2,SHEA-1019,100,100,B-37-1,E035,2025-12-07,SH-50413
PK-01128,SO-26438,3,SPRO-1011,5,5,F-18-1,E027,2025-12-07,SH-50413
PK-01129,SO-26439,1,SKF-6308-2Z,12,12,F-39-5,E034,2025-05-21,SH-50414
PK-01130,SO-26439,2,SPRO-1050,10,10,B-08-1,E034,2025-05-21,SH-50414
PK-01131,SO-26439,3,SPRO-1004,10,10,F-22-1,E036,05/21/25,SH-50414
PK-01132,SO-26439,4,GEAR-1010,5,5,F-23-5,E036,2025-05-20,SH-50414
PK-01133,SO-26440,1,SKF-6205-2RS1,10,10,F-07-4,E037,2025-07-05,SH-50415
PK-01134,SO-26440,2,GAT-B62,25,25,A-20-5,E035,2025-07-06,SH-50415
PK-01135,SO-26441,1,AC-1054,3,3,D-10-5,E029,2025-10-16,SH-50416
PK-01136,SO-26441,2,AC-1054,2,2,B-20-5,E029,17-Oct-2025,SH-50416
PK-01137,SO-26441,3,SPRO-1055,2,2,C-31-1,E030,2025-10-16,SH-50416
PK-01138,SO-26441,4,GEAR-1016,2,2,F-28-3,E033,2025-10-17,SH-50416
PK-01139,SO-26443,1,MOUN-1034,200,200,A-06-4,E033,2025-07-14,SH-50417
PK-01140,SO-26443,2,SHEA-1038,3,3,D-32-5,E030,"Jul 14, 2025",SH-50417
PK-01141,SO-26443,3,SHEA-1072,1,1,F-13-4,E033,2025-07-14,SH-50417
PK-01142,SO-26443,4,MOUN-1034,6,6,B-29-5,E034,2025-07-15,SH-50417
PK-01143,SO-26444,1,GEAR-1060,3,3,E-34-5,E038,2026-03-09,SH-50418
PK-01144,SO-26444,2,AC-1040,1,1,C-12-2,E026,2026-03-09,SH-50418
PK-01145,SO-26444,3,CONV-1042,2,2,A-07-4,E029,2026-03-10,SH-50418
PK-01146,SO-26445,1,AC-1048,1,1,E-28-2,E034,2025-10-23,SH-50419
PK-01147,SO-26445,2,GEAR-1066,3,3,F-04-4,E028,2025-10-23,SH-50419
PK-01148,SO-26445,3,SHEA-1077,50,50,B-18-2,E031,2025-10-22,SH-50419
PK-01149,SO-26445,4,SPRO-1061,1,1,D-23-1,E027,2025-10-22,SH-50419
PK-01150,SO-26445,5,SHEA-1019,6,6,E-30-3,E033,2025-10-23,SH-50419
PK-01151,SO-26446,1,AC-1040,1,1,C-39-1,E028,20-Jan-2026,SH-50420
PK-01152,SO-26446,2,SPRO-1055,50,50,C-10-2,E029,2026-01-20,SH-50420
