so_number,line,item_id,description,ordered_qty,uom,unit_price,extended_price,unit_cost_at_order,price_source,requested_date,promised_date,shipped_qty,line_status,ship_to_id
SO-26159,2,A-20063,Gearbox Sub-Assembly 5/8-11,1,EA,1702.07,1702.07,1372.91,Manual override,2025-10-22,2025-10-22,1,Shipped,NIC-CUST0001-S1
SO-26159,3,A-20101,Gearbox Sub-Assembly 5/8-11,5,EA,3237.68,16188.4,2382.4,Price List C,2025-11-01,2025-11-04,0,Open,NIC-CUST0001-S1
SO-26160,1,A-20078,Machined Housing 3/8-16,2,EA,1148.04,2296.08,704.75,Price List C,2025-11-25,2025-11-25,2,Shipped,NIC-CUST0034-S1
SO-26160,2,A-20101,Gearbox Sub-Assembly 5/8-11,2,EA,3237.68,6475.36,2382.4,Price List C,2025-12-01,2025-12-08,2,Shipped,NIC-CUST0034-S1
SO-26161,1,A-20092,Gearbox Sub-Assembly 2.000,1,EA,2456.99,2456.99,1915.78,Price List B,2025-12-01,2025-12-04,1,Shipped,NIC-CUST0035-S1
SO-26162,1,A-20090,Machined Housing 1.250,5,EA,1104.48,5522.4,821.3000000000001,Price List D,2025-10-21,2025-10-21,5,Shipped,NIC-CUST0036-S1
SO-26162,2,A-20040,Machined Housing #60,2,EA,257.72,515.44,210.93,Price List D,2025-10-28,2025-10-28,2,Shipped,NIC-CUST0036-S1
SO-26162,3,A-20110,Gearbox Sub-Assembly 2.000,5,EA,4055.26,20276.3,2979.18,Price List D,2025-10-23,2025-10-26,5,Shipped,NIC-CUST0036-S1
SO-26162,4,A-20070,Gearbox Sub-Assembly 1.000,2,EA,2638.4,5276.8,1739.22,Price List D,2025-10-25,2025-10-25,2,Shipped,NIC-CUST0036-S1
SO-26163,1,A-20107,Gearbox Sub-Assembly M12,1,EA,3339.95,3339.95,2631.9500000000003,Price List C,2026-01-25,2026-01-26,1,Shipped,NIC-CUST0018-S1
SO-26163,2,A-20073,Machined Housing 1.500,1,EA,707.85,707.85,496.53000000000003,Manual override,2026-01-25,2026-02-01,1,Shipped,NIC-CUST0018-S1
SO-26163,3,A-20092,Gearbox Sub-Assembly 2.000,1,EA,2327.67,2327.67,1915.78,Price List C,2026-01-18,2026-01-18,1,Shipped,NIC-CUST0018-S1
SO-26163,4,A-20107,Gearbox Sub-Assembly M12,1,EA,3339.95,3339.95,2631.9500000000003,Price List C,2026-01-27,2026-01-28,1,Shipped,NIC-CUST0018-S1
SO-26163,5,A-20110,Gearbox Sub-Assembly 2.000,3,EA,4450.9,13352.7,2979.18,Price List C,2026-01-19,2026-01-19,3,Shipped,NIC-CUST0018-S1
SO-26164,1,A-20033,Shaft Coupling 2.000,3,EA,482.08,1446.24,328.62,Price List C,2026-04-02,2026-04-09,0,Open,NIC-CUST0002-S1
SO-26165,1,A-20070,Gearbox Sub-Assembly 1.000,2,EA,3217.56,6435.12,1739.22,Price List A,2025-07-05,2025-07-05,2,Shipped,NIC-CUST0033-S1
SO-26165,2,A-20020,Shaft Coupling 5/8-11,3,EA,588.91,1766.73,316.62,Price List A,2025-07-17,2025-07-20,3,Shipped,NIC-CUST0033-S1
SO-26165,3,A-20053,Machined Housing #50,1,EA,932.17,932.17,695.65,Price List A,2025-07-26,2025-07-26,1,Shipped,NIC-CUST0033-S1
SO-26165,4,A-20087,Machined Housing M12,5,EA,619.49,3097.45,333.06,Price List A,2025-07-20,2025-07-20,5,Shipped,NIC-CUST0033-S1
SO-26166,1,A-20107,Gearbox Sub-Assembly M12,2,EA,3043.06,6086.12,2631.9500000000003,Price List D,2026-04-02,2026-04-02,0,Open,NIC-CUST0015-S1
SO-26166,2,A-20022,Machined Housing 1.500,1,EA,173.69,173.69,155.41,Manual override,2026-03-14,2026-03-14,1,Shipped,NIC-CUST0015-S1
SO-26166,3,A-20097,Machined Housing #80,2,EA,342.03,684.06,246.81,Price List D,2026-03-07,2026-03-07,2,Shipped,NIC-CUST0015-S1
SO-26166,4,A-20002,Gearbox Sub-Assembly 3/8-16,1,EA,2106.11,2106.11,1931.15,Price List D,2026-03-25,2026-03-25,1,Shipped,NIC-CUST0015-S1
SO-26167,1,A-20107,Gearbox Sub-Assembly M12,2,EA,3525.5,7051.0,2631.9500000000003,Price List B,2025-12-07,2025-12-08,2,Shipped,NIC-CUST0029-S1
SO-26167,2,A-20039,Shaft Coupling 1.000,2,EA,619.29,1238.58,415.87,Manual override,2025-12-18,2025-12-25,2,Shipped,NIC-CUST0029-S1
SO-26167,3,A-20073,Machined Housing 1.500,2,EA,778.31,1556.62,496.53000000000003,Price List B,2025-12-04,2025-12-04,2,Shipped,NIC-CUST0029-S1
SO-26167,4,A-20063,Gearbox Sub-Assembly 5/8-11,5,EA,1891.18,9455.9,1372.91,Price List B,2025-12-01,2025-12-01,5,Shipped,NIC-CUST0029-S1
SO-26167,5,A-20078,Machined Housing 3/8-16,3,EA,1211.82,3635.46,704.75,Price List B,2025-11-30,2025-12-01,3,Shipped,NIC-CUST0029-S1
SO-26168,1,A-20034,Shaft Coupling M10,3,EA,140.27,420.81,111.33,Price List C,2025-07-30,2025-07-30,3,Shipped,NIC-CUST0030-S1
SO-26168,2,A-20076,Gearbox Sub-Assembly 1.375,2,EA,1200.76,2401.52,721.1800000000001,Price List C,2025-07-10,2025-07-10,2,Shipped,NIC-CUST0030-S1
SO-26168,3,A-20038,Gearbox Sub-Assembly #80,3,EA,2823.13,8469.39,1997.97,Price List C,2025-07-06,2025-07-09,3,Shipped,NIC-CUST0030-S1
SO-26168,4,A-20013,Shaft Coupling 5/8-11,5,EA,207.29,1036.45,162.20000000000002,Price List C,2025-07-10,2025-07-11,5,Shipped,NIC-CUST0030-S1
SO-26168,5,A-20076,Gearbox Sub-Assembly 1.375,2,EA,1200.76,2401.52,721.1800000000001,Price List C,2025-07-25,2025-08-01,2,Shipped,NIC-CUST0030-S1
SO-26169,1,A-20073,Machined Housing 1.500,5,EA,671.8,3359.0,496.53000000000003,Price List D,2025-06-27,2025-06-30,5,Shipped,NIC-CUST0019-S1
SO-26169,2,A-20033,Shaft Coupling 2.000,2,EA,439.23,878.46,328.62,Price List D,2025-06-02,2025-06-02,2,Shipped,NIC-CUST0019-S1
SO-26169,3,A-20070,Gearbox Sub-Assembly 1.000,1,EA,2638.4,2638.4,1739.22,Price List D,2025-06-27,2025-07-04,1,Shipped,NIC-CUST0019-S1
SO-26169,4,A-20033,Shaft Coupling 2.000,1,EA,439.23,439.23,328.62,Price List D,2025-06-27,2025-06-27,1,Shipped,NIC-CUST0019-S1
SO-26170,1,A-20033,Shaft Coupling 2.000,1,EA,439.23,439.23,328.62,Price List D,2026-01-16,2026-01-16,1,Shipped,NIC-CUST0040-S1
SO-26170,2,A-20090,Machined Housing 1.250,3,EA,1104.48,3313.44,821.3000000000001,Price List D,2026-01-16,2026-01-19,3,Shipped,NIC-CUST0040-S1
SO-26170,3,A-20082,Machined Housing #60,1,EA,1207.47,1207.47,841.44,Price List D,2026-02-08,2026-02-11,1,Shipped,NIC-CUST0040-S1
SO-26170,4,A-20073,Machined Housing 1.500,1,EA,671.8,671.8,496.53000000000003,Price List D,2026-01-22,2026-01-22,1,Shipped,NIC-CUST0040-S1
SO-26170,5,A-20002,Gearbox Sub-Assembly 3/8-16,1,EA,2106.11,2106.11,1931.15,Price List D,2026-01-23,2026-01-23,1,Shipped,NIC-CUST0040-S1
SO-26171,1,A-20077,Machined Housing 1.250,1,EA,1062.94,1062.94,869.98,Price List D,2025-08-21,2025-08-22,1,Shipped,NIC-CUST0015-S1
SO-26171,2,A-20090,Machined Housing 1.250,5,EA,1104.48,5522.4,821.3000000000001,Price List D,2025-08-29,2025-09-01,5,Shipped,NIC-CUST0015-S1
SO-26171,3,A-20002,Gearbox Sub-Assembly 3/8-16,1,EA,2106.11,2106.11,1931.15,Price List D,2025-09-05,2025-09-05,1,Shipped,NIC-CUST0015-S1
SO-26172,1,A-20093,Gearbox Sub-Assembly M12,5,EA,3195.28,15976.4,2017.22,Price List C,2026-03-26,2026-03-27,5,Shipped,NIC-CUST0002-S1
SO-26172,2,A-20058,Shaft Coupling size 6,1,EA,348.73,348.73,254.75,Manual override,2026-03-15,2026-03-15,1,Shipped,NIC-CUST0002-S1
SO-26172,3,A-20039,Shaft Coupling 1.000,3,EA,617.57,1852.71,415.87,Price List C,2026-03-19,2026-03-20,3,Shipped,NIC-CUST0002-S1
SO-26172,4,A-20077,Machined Housing 1.250,3,EA,1166.64,3499.92,869.98,Price List C,2026-03-19,2026-03-19,3,Shipped,NIC-CUST0002-S1
SO-26173,1,A-20003,Gearbox Sub-Assembly 2.000,5,EA,2753.07,13765.35,2450.66,Price List D,2025-09-27,2025-09-28,5,Shipped,NIC-CUST0003-S1
SO-26174,1,A-20073,Machined Housing 1.500,1,EA,737.34,737.34,496.53000000000003,Price List C,2025-04-08,2025-04-11,1,Shipped,NIC-CUST0031-S1
SO-26175,1,A-20097,Machined Housing #80,5,EA,375.4,1877.0,246.81,Price List C,2025-08-24,2025-08-31,5,Shipped,NIC-CUST0001-S1
SO-26175,2,A-20040,Machined Housing #60,1,EA,282.86,282.86,210.93,Price List C,2025-08-29,2025-08-30,1,Shipped,NIC-CUST0001-S1
SO-26175,3,A-20107,Gearbox Sub-Assembly M12,1,EA,3339.95,3339.95,2631.9500000000003,Price List C,2025-08-11,2025-08-12,1,Shipped,NIC-CUST0001-S1
SO-26175,4,A-20097,Machined Housing #80,1,EA,375.4,375.4,246.81,Price List C,2025-09-01,2025-09-01,1,Shipped,NIC-CUST0001-S1
SO-26176,1,A-20013,Shaft Coupling 5/8-11,3,EA,207.29,621.87,162.20000000000002,Price List C,2026-03-20,2026-03-23,3,Shipped,NIC-CUST0034-S1
SO-26176,2,A-20093,Gearbox Sub-Assembly M12,1,EA,3195.28,3195.28,2017.22,Price List C,2026-03-18,2026-03-25,1,Shipped,NIC-CUST0034-S1
SO-26176,3,A-20097,Machined Housing #80,2,EA,375.4,750.8,246.81,Price List C,2026-03-12,2026-03-12,2,Shipped,NIC-CUST0034-S1
SO-26176,4,A-20093,Gearbox Sub-Assembly M12,1,EA,3195.28,3195.28,2017.22,Price List C,2026-03-10,2026-03-13,1,Shipped,NIC-CUST0034-S1
SO-26177,1,A-20101,Gearbox Sub-Assembly 5/8-11,5,EA,2784.4,13922.0,2382.4,Manual override,2025-09-08,2025-09-08,5,Shipped,NIC-CUST0017-S1
SO-26177,2,A-20038,Gearbox Sub-Assembly #80,3,EA,2823.13,8469.39,1997.97,Price List C,2025-09-07,2025-09-08,3,Shipped,NIC-CUST0017-S1
SO-26177,3,A-20090,Machined Housing 1.250,2,EA,1212.24,2424.48,821.3000000000001,Price List C,2025-09-12,2025-09-13,2,Shipped,NIC-CUST0017-S1
SO-26177,4,A-20039,Shaft Coupling 1.000,1,EA,617.57,617.57,415.87,Price List C,2025-09-22,2025-09-22,1,Shipped,NIC-CUST0017-S1
SO-26178,1,A-20070,Gearbox Sub-Assembly 1.000,1,EA,2638.4,2638.4,1739.22,Price List D,2026-02-14,2026-02-15,1,Shipped,NIC-CUST0040-S1
SO-26178,2,A-20107,Gearbox Sub-Assembly M12,1,EA,3043.06,3043.06,2631.9500000000003,Price List D,2026-02-09,2026-02-12,1,Shipped,NIC-CUST0040-S1
SO-26178,3,A-20110,Gearbox Sub-Assembly 2.000,1,EA,4055.26,4055.26,2979.18,Price List D,2026-02-10,2026-02-17,1,Shipped,NIC-CUST0040-S1
SO-26179,1,A-20090,Machined Housing 1.250,1,EA,1212.24,1212.24,821.3000000000001,Price List C,2025-10-30,2025-11-02,1,Shipped,NIC-CUST0004-S1
SO-26179,2,A-20043,Gearbox Sub-Assembly 1.000,3,EA,2081.52,6244.56,1336.88,Price List C,2025-10-21,2025-10-21,3,Shipped,NIC-CUST0004-S1
SO-26179,3,A-20092,Gearbox Sub-Assembly 2.000,2,EA,2211.29,4422.58,1915.78,Manual override,2025-11-05,2025-11-12,2,Shipped,NIC-CUST0004-S1
SO-26180,1,A-20063,Gearbox Sub-Assembly 5/8-11,5,EA,1891.18,9455.9,1372.91,Price List B,2025-07-16,2025-07-17,5,Shipped,NIC-CUST0010-S1
SO-26180,2,A-20082,Machined Housing #60,1,EA,1398.89,1398.89,841.44,Price List B,2025-07-22,2025-07-25,1,Shipped,NIC-CUST0010-S1
SO-26180,3,A-20077,Machined Housing 1.250,5,EA,1231.46,6157.3,869.98,Price List B,2025-07-13,2025-07-13,5,Shipped,NIC-CUST0010-S1
SO-26180,4,A-20039,Shaft Coupling 1.000,3,EA,651.88,1955.64,415.87,Price List B,2025-07-14,2025-07-17,3,Shipped,NIC-CUST0010-S1
SO-26180,5,A-20070,Gearbox Sub-Assembly 1.000,3,EA,3056.68,9170.04,1739.22,Price List B,2025-07-28,2025-07-28,3,Shipped,NIC-CUST0010-S1
SO-26181,1,A-20063,Gearbox Sub-Assembly 5/8-11,1,EA,1791.65,1791.65,1372.91,Price List C,2025-09-14,2025-09-15,1,Shipped,NIC-CUST0030-S1
SO-26181,2,A-20033,Shaft Coupling 2.000,5,EA,482.08,2410.4,328.62,Price List C,2025-09-30,2025-09-30,5,Shipped,NIC-CUST0030-S1
SO-26182,1,A-20070,Gearbox Sub-Assembly 1.000,3,EA,2767.1,8301.3,1739.22,NIC-CPA018,2025-04-20,2025-04-21,0,Open,NIC-CUST0034-S1
SO-26182,2,A-20061,Shaft Coupling 2.000,2,EA,238.54,477.08,175.52,Price List C,2025-04-22,2025-04-22,2,Shipped,NIC-CUST0034-S1
SO-26182,3,A-20053,Machined Housing #50,2,EA,838.95,1677.9,695.65,Price List C,2025-04-26,2025-04-26,2,Shipped,NIC-CUST0034-S1
SO-26183,1,A-20114,Shaft Coupling 3/8-16,1,EA,363.17,363.17,244.69,Price List D,2026-01-21,2026-01-22,1,Shipped,NIC-CUST0003-S1
SO-26184,1,A-20036,Gearbox Sub-Assembly M10,3,EA,3381.61,10144.83,2945.65,Price List D,2025-10-14,2025-10-14,3,Shipped,NIC-CUST0009-S1
SO-26184,2,A-20082,Machined Housing #60,1,EA,1207.47,1207.47,841.44,Price List D,2025-10-12,2025-10-12,1,Shipped,NIC-CUST0009-S1
SO-26184,3,A-20110,Gearbox Sub-Assembly 2.000,2,EA,4055.26,8110.52,2979.18,Price List D,2025-10-07,2025-10-08,2,Shipped,NIC-CUST0009-S1
SO-26184,4,A-20020,Shaft Coupling 5/8-11,2,EA,482.91,965.82,316.62,Price List D,2025-10-06,2025-10-07,2,Shipped,NIC-CUST0009-S1
SO-26185,1,A-20090,Machined Housing 1.250,5,EA,1104.48,5522.4,821.3000000000001,Price List D,2025-05-16,2025-05-23,5,Shipped,NIC-CUST0003-S1
SO-26186,1,A-20031,Shaft Coupling M10,1,EA,223.99,223.99,128.84,Price List B,2025-07-20,2025-07-20,1,Shipped,NIC-CUST0026-S1
SO-26186,2,A-20063,Gearbox Sub-Assembly 5/8-11,1,EA,1891.18,1891.18,1372.91,Price List B,2025-07-31,2025-08-01,1,Shipped,NIC-CUST0026-S1
SO-26186,3,A-20065,Machined Housing M6,1,EA,1076.5,1076.5,798.0,Price List B,2025-07-19,2025-07-19,1,Shipped,NIC-CUST0026-S1
SO-26187,1,A-20036,Gearbox Sub-Assembly M10,2,EA,4123.91,8247.82,2945.65,Price List A,2026-01-28,2026-02-04,2,Shipped,NIC-CUST0022-S1
SO-26187,2,A-20072,Machined Housing 1.250,1,EA,539.32,539.32,402.48,Price List A,2026-01-27,2026-02-03,1,Shipped,NIC-CUST0022-S1
SO-26187,3,A-20073,Machined Housing 1.500,1,EA,819.27,819.27,496.53000000000003,Price List A,2026-01-24,2026-01-24,1,Shipped,NIC-CUST0022-S1
SO-26187,4,A-20076,Gearbox Sub-Assembly 1.375,5,EA,1334.18,6670.9,721.1800000000001,Price List A,2026-02-11,2026-02-12,5,Shipped,NIC-CUST0022-S1
SO-26187,5,A-20078,Machined Housing 3/8-16,3,EA,1275.6,3826.8,704.75,Price List A,2026-02-11,2026-02-12,3,Shipped,NIC-CUST0022-S1
SO-26188,1,A-20038,Gearbox Sub-Assembly #80,1,EA,2711.77,2711.77,1997.97,Manual override,2025-12-25,2025-12-25,1,Shipped,NIC-CUST0010-S1
SO-26188,2,A-20053,Machined Housing #50,5,EA,885.56,4427.8,695.65,Price List B,2025-12-09,2025-12-09,5,Shipped,NIC-CUST0010-S1
SO-26188,3,A-20030,Shaft Coupling M8,5,EA,258.92,1294.6,176.98,Price List B,2025-12-05,2025-12-08,5,Shipped,NIC-CUST0010-S1
SO-26189,1,A-20022,Machined Housing 1.500,1,EA,202.81,202.81,155.41,Price List C,2026-03-19,2026-03-20,1,Shipped,NIC-CUST0004-S1
SO-26189,2,A-20061,Shaft Coupling 2.000,3,EA,238.54,715.62,175.52,Price List C,2026-03-07,2026-03-10,3,Shipped,NIC-CUST0004-S1
SO-26189,3,A-20022,Machined Housing 1.500,3,EA,202.81,608.43,155.41,Price List C,2026-03-15,2026-03-15,3,Shipped,NIC-CUST0004-S1
SO-26190,1,A-20002,Gearbox Sub-Assembly 3/8-16,1,EA,2106.11,2106.11,1931.15,Price List D,2025-04-11,2025-04-11,1,Shipped,NIC-CUST0008-S1
SO-26190,2,A-20034,Shaft Coupling M10,1,EA,127.81,127.81,111.33,Price List D,2025-04-10,2025-04-10,1,Shipped,NIC-CUST0008-S1
SO-26190,3,A-20077,Machined Housing 1.250,2,EA,1062.94,2125.88,869.98,Price List D,2025-04-16,2025-04-16,2,Shipped,NIC-CUST0008-S1
SO-26190,4,A-20036,Gearbox Sub-Assembly M10,3,EA,3381.61,10144.83,2945.65,Price List D,2025-04-08,2025-04-11,3,Shipped,NIC-CUST0008-S1
SO-26190,5,A-20030,Shaft Coupling M8,1,EA,223.49,223.49,176.98,Price List D,2025-04-12,2025-04-12,1,Shipped,NIC-CUST0008-S1
SO-26191,1,A-20114,Shaft Coupling 3/8-16,1,EA,398.6,398.6,244.69,Price List C,2025-12-08,2025-12-11,0,Open,NIC-CUST0018-S1
SO-26192,1,A-20040,Machined Housing #60,5,EA,257.72,1288.6,210.93,Price List D,2025-12-15,2025-12-15,5,Shipped,NIC-CUST0015-S1
SO-26193,1,A-20087,Machined Housing M12,2,EA,588.52,1177.04,333.06,Price List B,2026-03-11,2026-03-14,2,Shipped,NIC-CUST0026-S1
SO-26193,2,A-20003,Gearbox Sub-Assembly 2.000,5,EA,3189.53,15947.65,2450.66,Price List B,2026-03-08,2026-03-15,5,Shipped,NIC-CUST0026-S1
SO-26193,3,A-20038,Gearbox Sub-Assembly #80,3,EA,2979.97,8939.91,1997.97,Price List B,2026-03-31,2026-04-01,0,Open,NIC-CUST0026-S1
SO-26194,1,A-20033,Shaft Coupling 2.000,3,EA,482.08,1446.24,328.62,Price List C,2025-10-23,2025-10-23,3,Shipped,NIC-CUST0017-S1
SO-26194,2,A-20053,Machined Housing #50,1,EA,838.95,838.95,695.65,Price List C,2025-10-23,2025-10-23,1,Shipped,NIC-CUST0017-S1
SO-26194,3,A-20043,Gearbox Sub-Assembly 1.000,1,EA,2081.52,2081.52,1336.88,Price List C,2025-10-21,2025-10-28,1,Shipped,NIC-CUST0017-S1
SO-26195,1,A-20040,Machined Housing #60,1,EA,257.72,257.72,210.93,Price List D,2025-12-18,2025-12-18,1,Shipped,NIC-CUST0037-S1
SO-26195,2,A-20076,Gearbox Sub-Assembly 1.375,1,EA,1094.03,1094.03,721.1800000000001,Price List D,2025-12-26,2026-01-02,1,Shipped,NIC-CUST0037-S1
SO-26195,3,A-20034,Shaft Coupling M10,1,EA,127.81,127.81,111.33,Price List D,2026-01-03,2026-01-03,1,Shipped,NIC-CUST0037-S1
SO-26196,1,A-20090,Machined Housing 1.250,5,EA,1212.24,6061.2,821.3000000000001,Price List C,2025-10-23,2025-10-23,5,Shipped,NIC-CUST0030-S1
SO-26196,2,A-20053,Machined Housing #50,5,EA,838.95,4194.75,695.65,Price List C,2025-11-06,2025-11-07,0,Open,NIC-CUST0030-S1
SO-26196,3,A-20020,Shaft Coupling 5/8-11,1,EA,530.02,530.02,316.62,Price List C,2025-10-24,2025-10-31,1,Shipped,NIC-CUST0030-S1
SO-26196,4,A-20036,Gearbox Sub-Assembly M10,1,EA,3711.52,3711.52,2945.65,Price List C,2025-11-14,2025-11-14,1,Shipped,NIC-CUST0030-S1
SO-26197,1,A-20076,Gearbox Sub-Assembly 1.375,5,EA,1200.76,6003.8,721.1800000000001,Price List C,2025-11-23,2025-11-23,5,Shipped,NIC-CUST0017-S1
SO-26197,2,A-20090,Machined Housing 1.250,5,EA,1212.24,6061.2,821.3000000000001,Price List C,2025-12-13,2025-12-13,5,Shipped,NIC-CUST0017-S1
SO-26197,3,A-20070,Gearbox Sub-Assembly 1.000,1,EA,2895.8,2895.8,1739.22,Price List C,2025-11-30,2025-11-30,1,Shipped,NIC-CUST0017-S1
SO-26197,4,A-20082,Machined Housing #60,1,EA,1325.27,1325.27,841.44,Price List C,2025-12-02,2025-12-03,1,Shipped,NIC-CUST0017-S1
SO-26197,5,A-20107,Gearbox Sub-Assembly M12,1,EA,3339.95,3339.95,2631.9500000000003,Price List C,2025-11-23,2025-11-23,1,Shipped,NIC-CUST0017-S1
SO-26198,1,A-20002,Gearbox Sub-Assembly 3/8-16,1,EA,2440.01,2440.01,1931.15,Price List B,2025-12-17,2025-12-17,1,Shipped,NIC-CUST0010-S1
SO-26198,2,A-20097,Machined Housing #80,3,EA,396.25,1188.75,246.81,Price List B,2025-12-05,2025-12-05,0,Open,NIC-CUST0010-S1
SO-26198,3,A-20031,Shaft Coupling M10,1,EA,223.99,223.99,128.84,Price List B,2025-12-02,2025-12-02,1,Shipped,NIC-CUST0010-S1
SO-26198,4,A-20101,Gearbox Sub-Assembly 5/8-11,2,EA,3417.55,6835.1,2382.4,Price List B,2025-12-04,2025-12-11,2,Shipped,NIC-CUST0010-S1
SO-26199,1,A-20013,Shaft Coupling 5/8-11,1,EA,207.29,207.29,162.20000000000002,Price List C,2025-06-27,2025-06-27,1,Shipped,NIC-CUST0024-S1
SO-26200,1,A-20092,Gearbox Sub-Assembly 2.000,2,EA,2285.0,4570.0,1915.78,Manual override,2025-09-16,2025-09-19,2,Shipped,NIC-CUST0013-S1
SO-26200,2,A-20076,Gearbox Sub-Assembly 1.375,5,EA,1267.47,6337.35,721.1800000000001,Price List B,2025-09-25,2025-09-25,5,Shipped,NIC-CUST0013-S1
SO-26200,3,A-20033,Shaft Coupling 2.000,1,EA,508.87,508.87,328.62,Price List B,2025-09-12,2025-09-12,1,Shipped,NIC-CUST0013-S1
SO-26201,1,A-20087,Machined Housing M12,5,EA,507.98,2539.9,333.06,Price List D,2025-08-18,2025-08-21,5,Shipped,NIC-CUST0019-S1
SO-26201,2,A-20072,Machined Housing 1.250,1,EA,442.24,442.24,402.48,Price List D,2025-07-29,2025-07-29,1,Shipped,NIC-CUST0019-S1
SO-26201,3,A-20087,Machined Housing M12,3,EA,507.98,1523.94,333.06,Price List D,2025-08-18,2025-08-18,3,Shipped,NIC-CUST0019-S1
SO-26201,4,A-20097,Machined Housing #80,5,EA,328.35,1641.75,246.81,Manual override,2025-08-12,2025-08-19,5,Shipped,NIC-CUST0019-S1
SO-26201,5,A-20072,Machined Housing 1.250,1,EA,442.24,442.24,402.48,Price List D,2025-08-07,2025-08-07,1,Shipped,NIC-CUST0019-S1
SO-26202,1,A-20058,Shaft Coupling size 6,2,EA,353.03,706.06,254.75,Price List D,2025-05-06,2025-05-09,2,Shipped,NIC-CUST0040-S1
SO-26202,2,A-20107,Gearbox Sub-Assembly M12,1,EA,3043.06,3043.06,2631.9500000000003,Price List D,2025-05-13,2025-05-14,1,Shipped,NIC-CUST0040-S1
SO-26202,3,A-20065,Machined Housing M6,1,EA,929.19,929.19,798.0,Price List D,2025-05-08,2025-05-09,1,Shipped,NIC-CUST0040-S1
SO-26202,4,A-20043,Gearbox Sub-Assembly 1.000,1,EA,1896.5,1896.5,1336.88,Price List D,2025-04-30,2025-05-01,1,Shipped,NIC-CUST0040-S1
SO-26202,5,A-20101,Gearbox Sub-Assembly 5/8-11,1,EA,2949.88,2949.88,2382.4,Price List D,2025-05-06,2025-05-06,1,Shipped,NIC-CUST0040-S1
SO-26203,1,A-20073,Machined Housing 1.500,3,EA,671.8,2015.4,496.53000000000003,Price List D,2025-08-21,2025-08-21,3,Shipped,NIC-CUST0014-S1
SO-26203,2,A-20114,Shaft Coupling 3/8-16,1,EA,363.17,363.17,244.69,Price List D,2025-08-10,2025-08-17,0,Open,NIC-CUST0014-S1
SO-26203,3,A-20058,Shaft Coupling size 6,1,EA,353.03,353.03,254.75,Price List D,2025-08-27,2025-08-27,1,Shipped,NIC-CUST0014-S1
SO-26204,1,A-20036,Gearbox Sub-Assembly M10,3,EA,3369.23,10107.69,2945.65,Manual override,2026-02-27,2026-02-27,3,Shipped,NIC-CUST0020-S1
SO-26204,2,A-20090,Machined Housing 1.250,1,EA,1279.58,1279.58,821.3000000000001,Price List B,2026-03-07,2026-03-10,1,Shipped,NIC-CUST0020-S1
SO-26204,3,A-20003,Gearbox Sub-Assembly 2.000,1,EA,3189.53,3189.53,2450.66,Price List B,2026-02-16,2026-02-16,1,Shipped,NIC-CUST0020-S1
SO-26204,4,A-20053,Machined Housing #50,1,EA,885.56,885.56,695.65,Price List B,2026-02-27,2026-03-02,1,Shipped,NIC-CUST0020-S1
SO-26205,1,A-20077,Machined Housing 1.250,1,EA,1166.64,1166.64,869.98,Price List C,2025-08-05,2025-08-08,1,Shipped,NIC-CUST0002-S1
SO-26205,2,A-20097,Machined Housing #80,1,EA,375.4,375.4,246.81,Price List C,2025-08-24,2025-08-24,1,Shipped,NIC-CUST0002-S1
SO-26206,1,A-20002,Gearbox Sub-Assembly 3/8-16,1,EA,2106.11,2106.11,1931.15,Price List D,2025-12-13,2025-12-13,1,Shipped,NIC-CUST0014-S1
SO-26206,2,A-20073,Machined Housing 1.500,1,EA,671.8,671.8,496.53000000000003,Price List D,2025-11-25,2025-11-25,1,Shipped,NIC-CUST0014-S1
SO-26206,3,A-20034,Shaft Coupling M10,1,EA,127.81,127.81,111.33,Price List D,2025-12-08,2025-12-15,1,Shipped,NIC-CUST0014-S1
SO-26207,1,A-20034,Shaft Coupling M10,5,EA,127.81,639.05,111.33,Price List D,2025-07-01,2025-07-04,0,Backordered,NIC-CUST0014-S1
SO-26207,2,A-20058,Shaft Coupling size 6,3,EA,353.03,1059.09,254.75,Price List D,2025-07-08,2025-07-15,3,Shipped,NIC-CUST0014-S1
SO-26207,3,A-20053,Machined Housing #50,1,EA,764.38,764.38,695.65,Price List D,2025-07-15,2025-07-15,1,Shipped,NIC-CUST0014-S1
SO-26207,4,A-20033,Shaft Coupling 2.000,1,EA,439.23,439.23,328.62,Price List D,2025-07-14,2025-07-15,1,Shipped,NIC-CUST0014-S1
SO-26207,5,A-20020,Shaft Coupling 5/8-11,2,EA,482.91,965.82,316.62,Price List D,2025-07-12,2025-07-12,2,Shipped,NIC-CUST0014-S1
SO-26208,1,A-20013,Shaft Coupling 5/8-11,1,EA,218.8,218.8,162.20000000000002,Price List B,2025-06-12,2025-06-13,1,Shipped,NIC-CUST0029-S1
SO-26208,2,A-20087,Machined Housing M12,5,EA,588.52,2942.6,333.06,Price List B,2025-06-09,2025-06-16,5,Shipped,NIC-CUST0029-S1
SO-26209,1,A-20020,Shaft Coupling 5/8-11,1,EA,530.02,530.02,316.62,Price List C,2025-07-28,2025-07-31,1,Shipped,NIC-CUST0030-S1
SO-26210,1,A-20097,Machined Housing #80,1,EA,417.11,417.11,246.81,Price List A,2025-11-08,2025-11-08,1,Shipped,NIC-CUST0006-S1
