So Number,Line,Item Id,Description,Qty,Uom,Price,Extended Price,Cost,Price Source,Requested Date,Promised Date,Shipped Qty,Line Status,Ship To Id
SO-26404,1,CONV-1013,Conveyor Drive Package 1.500,5,EA,3973.84,19869.2,2336.18,Price List C,2025-12-10,2025-12-10,5,Shipped,KBD-CUST0016-S1
SO-26404,2,SHEA-1003,Sheave / Pulley #50,5,EA,290.65,1453.25,235.72,Price List C,2025-12-05,2025-12-12,5,Shipped,KBD-CUST0016-S1
SO-26404,3,SPRO-1078,Sprocket M6,12,EA,111.56,1338.72,69.25,Price List C,2025-12-05,2025-12-05,12,Shipped,KBD-CUST0016-S1
SO-26404,4,SPRO-1011,Sprocket #60,5,EA,201.54,1007.7,118.48,Price List C ,2025-11-15,2025-11-18,5,Shipped,KBD-CUST0016-S1
SO-26404,5,CONV-1051,Conveyor Drive Package 1/4-20,3,EA,5524.58,16573.74,4147.58,Price List C,2025-11-16,2025-11-16,3,Shipped,KBD-CUST0016-S1
SO-26405,1,SHEA-1003,Sheave / Pulley #50,1,EA,235.68,235.68,235.72,Manual override,2025-10-20,2025-10-27 ,1,Shipped,KBD-CUST0014-S1
SO-26405,2,AC-1057,AC Motor TEFC M10,3,EA,963.43,2890.29,687.08,Price List D,2025-10-25,2025-10-26,3,Shipped,KBD-CUST0014-S1
SO-26405,3,SPRO-1004,Sprocket 3/8-16,25,EA,46.37,1159.25,42.84,Price List D,2025-10-08,2025-10-08,25,Shipped,KBD-CUST0014-S1
SO-26406,1,AC-1086,AC Motor TEFC 5/16-18,5,EA,3274.05,16370.25,2390.86,Price List D,2026-03-26,2026-03-26,5,Shipped,KBD-CUST0018-S1
SO-26407,1,MOUN-1081,Mounted Ball Bearing Unit 5/8-11,6,EA,74.96,449.76,61.24,Price List C,23-Apr-2026,2026-04-23,0,Open,KBD-CUST0029-S1
SO-26407,2,GEAR-1080,Gear Reducer #60,2,EA,2228.82,4457.64,1484.33,Manual override,2026-04-23,2026-04-26,0,Open,KBD-CUST0029-S1
SO-26407,3,SPRO-1041,Sprocket M6,2,EA,57.91,115.82,35.35,Price List C,04/12/2026,2026-04-12,0,Open,KBD-CUST0029-S1 
SO-26408,1,DOD-TXT315,Torque-Arm II shaft-mount reducer 15:1,3,EA,1508.98,4526.94,1180.0,Manual override,2025-05-10,2025-05-10,3,Shipped,KBD-CUST0019-S1
SO-26408,2,TIMI-1075,Timing Belt 1.000,25,EA,106.96,2674.0,72.76,Price List A,2025-05-20,05/20/2025,25,Shipped,KBD-CUST0019-S1
SO-26408,3,TIMI-1000,Timing Belt 1.500,50,EA,62.25,3112.5,43.53,Price List A,2025-05-03,05/03/2025,50,Shipped,KBD-CUST0019-S1
SO-26408,4,GAT-B62,Hi-Power II V-belt B62,4,EA,19.56,78.24,12.7,Price List A,2025-05-08,09-May-2025,4,Shipped,KBD-CUST0019-S1
SO-26408,5,SPRO-1061,Sprocket #50,6,EA,121.32,727.92,87.28,Price List A,2025-05-07,2025-05-10,6,Shipped,KBD-CUST0019-S1
SO-26409,1,SHEA-1038,Sheave / Pulley 2.000,5,EA,482.49,2412.45,295.28000000000003,Price List B,2025-08-28,"Sep 04, 2025",5,Shipped,KBD-CUST0022-S1
SO-26409,2,MOUN-1018,Mounted Ball Bearing Unit M8,1,EA,183.5,183.5,109.13,Price List B,2025-08-05,2025-08-05,1,Shipped,KBD-CUST0022-S1
SO-26409,3,TIMI-1030,Timing Belt 1/2-13,50,EA,99.23,4961.5,66.14,Manual override,2025-08-26,"Aug 26, 2025",50,Shipped,KBD-CUST0022-S1
SO-26410,1,SPRO-1027,Sprocket 1/4-20,4,EA,102.15,408.6,77.98,Price List A,2026-04-02,2026-04-05,0,Open,KBD-CUST0008-S1
SO-26410 ,2,SHEA-1064,Sheave / Pulley M12 ,1,EA,228.0,228.0,139.88,Price List A,2026-04-04,"Apr 04, 2026",0,Open,KBD-CUST0008-S1
SO-26410,3,SPRO-1027,Sprocket 1/4-20,2,EA,102.15,204.3,77.98,Price List A,2026-04-06,2026-04-06,0,Open,KBD-CUST0008-S1
SO-26410,4,ROLL-1021,Roller Chain ANSI 5/16-18,1,EA,145.22,145.22,81.74,Manual override,04/19/2026,2026-04-19,0,Open,KBD-CUST0008-S1
SO-26410,5,SPRO-1070,Sprocket M12,4,EA,40.18,160.72,22.96,Price List A,08-Apr-2026,2026-04-11,0,Open,KBD-CUST0008-S1
SO-26411,1,ROLL-1044,Roller Chain ANSI #80,3,EA,241.9,725.7,140.68,Price List B,"Nov 08, 2025",2025-11-15,0,Open,KBD-CUST0030-S1
SO-26411,2,GEAR-1016,Gear Reducer size 6,1,EA,3206.48,3206.48,2265.26,Price List B,2025-10-29,2025-10-29,1,Shipped,KBD-CUST0030-S1
SO-26412,1,AC-1040,AC Motor TEFC #50,1,EA,800.8,800.8,609.44,Price List C,2026-01-29,02/01/2026,1,Shipped,KBD-CUST0025-S1
SO-26412,2,SHEA-1028,Sheave / Pulley #80,1,EA,473.86,473.86,284.6,Price List C,2026-02-18,2026-02-18,1,Shipped,KBD-CUST0025-S1
SO-26413 ,1,SPRO-1070,Sprocket M12,12,EA,31.96,383.52,22.96,Manual override,2026-01-13,2026-01-13,12,Shipped,KBD-CUST0011-S1
SO-26413,2,CONV-1065,Conveyor Drive Package #80,3,EA,3928.51,11785.53,2903.56,Price List D,2026-01-31,2026-01-31,3,Shipped,KBD-CUST0011-S1
SO-26413,3,ROLL-1026,Roller Chain ANSI #50,1,EA,194.96,194.96,129.92000000000002,Price List D,2026-01-24,01/25/2026,1,Shipped,KBD-CUST0011-S1
SO-26413,4,CONV-1023,Conveyor Drive Package 3/4-10,3,EA,5330.68,15992.04,3652.15,Price List D,2026-01-13,2026-01-16,3,Shipped,KBD-CUST0011-S1
SO-26414,1,GEAR-1016,Gear Reducer size 6,3,EA,3206.48,9619.44,2265.26,Price List B,2025-05-15,2025-05-16,3,Shipped,KBD-CUST0006-S1
SO-26414,2,SHEA-1064,Sheave / Pulley M12,2,EA ,216.6,433.2,139.88,Price List B,2025-05-26,2025-05-27,2,Shipped,KBD-CUST0006-S1
SO-26414,3,GEAR-1066,Gear Reducer 1.000,1,EA,1677.06,1677.06,1270.02,Price List B,2025-05-12,2025-05-19,1,Shipped,KBD-CUST0006-S1
SO-26414,4,GEAR-1073,Gear Reducer 5/16-18,1,EA,2781.13,2781.13,1938.75,Price List B,2025-05-27,2025-05-28,1,Shipped,KBD-CUST0006-S1
SO-26414,5,SPRO-1050,Sprocket 5/16-18,100,EA,17.09,1709.0,12.85,Price List B,2025-05-13,2025-05-13,100,Shipped,KBD-CUST0006-S1
SO-26415,1,CONV-1042,Conveyor Drive Package 2.000,3,EA,7254.37,21763.11,5159.58,Price List B,2025-12-24,31-Dec-2025,3,Shipped,KBD-CUST0030-S1
SO-26416,1,CONV-1052 ,Conveyor Drive Package size 4,1,EA,3640.77,3640.77,2311.6,Price List C,18-Jan-2026,2026-01-18,1,Shipped,KBD-CUST0012-S1
SO-26416,2,BRI-HHCS-0500-13-200-G8,"Hex head cap screw 1/2-13 x 2 Gr 8 yellow zinc, 50/bx",25,BX,56.79,1419.75,44.75,Price List C,2026-01-24,2026-01-24,25,Shipped,KBD-CUST0012-S1
SO-26417,1,GEAR-1060,Gear Reducer #60,1,EA,4932.86,4932.86,3102.4300000000003,Price List A,2025-05-19,05/26/2025,1,Shipped,KBD-CUST0024-S1
SO-26417,2,SPRO-1004,Sprocket 3/8-16,4,EA,56.55,226.2,42.84,Price List A,2025-05-01,2025-05-01,4,Shipped ,KBD-CUST0024-S1
SO-26417,3,MOUN-1062,Mounted Ball Bearing Unit 1/2-13,2,EA,221.27,442.54,135.75,Price List A,09-May-2025,2025-05-09,2,Shipped,KBD-CUST0024-S1
SO-26417,4,SPRO-1015,Sprocket 3/8-16,2,EA,104.41,208.82,74.58,Price List A,2025-05-03 ,2025-05-03,2,Shipped,KBD-CUST0024-S1
SO-26418,1,MOUN-1008,Mounted Ball Bearing Unit #60,6,EA,101.29,607.74,71.79,KBD-CPA016,2025-09-25,"Sep 26, 2025",6,Shipped,KBD-CUST0007-S1
SO-26419,1,MOUN-1018,Mounted Ball Bearing Unit M8,1,EA,183.5,183.5,109.13,Price List B,2025-09-04,2025-09-07,1,Shipped,KBD-CUST0021-S1
SO-26419,2,SHEA-1082,Sheave / Pulley 1/4-20,5,EA,301.38,1506.9,186.61,Price List B,2025-09-12,2025-09-15,5,Shipped,KBD-CUST0021-S1
SO-26419,3,ROLL-1012,Roller Chain ANSI 2.000,1,EA,59.14,59.14,47.52,Price List B,2025-08-31,2025-08-31,1,Shipped,KBD-CUST0021-S1
SO-26419,4,SHEA-1025,Sheave / Pulley size 4,5,EA,251.55,1257.75,153.95000000000002,Price List B,2025-08-24,"Aug 31, 2025",5,Shipped,KBD-CUST0021-S1
SO-26419,5,DOD-TXT315,Torque-Arm II shaft-mount reducer 15:1,1,EA,1558.19,1558.19,1180.0,Price List B,2025-08-23,2025-08-26,1,Shipped,KBD-CUST0021-S1
SO-26420,1,SKF-6308-2Z,"Deep groove ball bearing 40x90x23, shielded",2,EA,12.66,25.32,10.25,Price List B,2025-12-16,2025-12-16,0,Open,KBD-CUST0007-S1
SO-26420,2,SPRO-1015,Sprocket 3/8-16,1,EA,99.19,99.19,74.58,Price List B ,2025-12-03,2025-12-03,1,Shipped,KBD-CUST0007-S1
SO-26421,1,CONV-1039,Conveyor Drive Package 5/8-11,1,EA,9654.01,9654.01,7046.72,Price List A,2025-05-19,2025-05-19,0,Open,KBD-CUST0017-S1
SO-26421,2,CONV-1051,Conveyor Drive Package 1/4-20 ,5,EA,6138.42,30692.1,4147.58,Price List A,2025-05-12,2025-05-13,5,Shipped,KBD-CUST0017-S1
SO-26422,1,CONV-1022,Conveyor Drive Package 1.375,2,EA,2402.2,4804.4,2154.05,Price List D,2025-05-21,2025-05-22,2,Shipped,KBD-CUST0001-S1
SO-26422,2,GEAR-1010,Gear Reducer 1.375,1,EA,3654.63,3654.63,2784.15,Manual override,2025-05-07,05/07/2025,1,Shipped,KBD-CUST0001-S1
SO-26422,3,SPRO-1047,Sprocket #80,6,EA,19.31,115.86,13.77,Price List D,"May 10, 2025",2025-05-10,6,Shipped,KBD-CUST0001-S1
SO-26422,4,ROLL-1053,Roller Chain ANSI #80,50,EA,111.55,5577.5,86.10000000000001,Price List D,2025-05-12,2025-05-12,50,Shipped,KBD-CUST0001-S1
SO-26423,1,GEAR-1084,Gear Reducer M6,1,EA,5318.78,5318.78,3456.0,Price List C,2025-04-24,2025-04-25,1,Shipped,KBD-CUST0013-S1
SO-26423,2,ROLL-1053,Roller Chain ANSI #80,50,EA,122.44,6122.0,86.10000000000001,Price List C,2025-04-26,2025-04-26,50,Shipped,KBD-CUST0013-S1
SO-26424,1,CONV-1022,Conveyor Drive Package 1.375,5,EA,2636.56,13182.8,2154.05,Price List C,2025-09-13,2025-09-14,0,Open,KBD-CUST0005-S1
SO-26424,2,AC-1040,AC Motor TEFC #50,1,EA,800.8,800.8,609.44,Price List C,2025-08-25,2025-09-01,1,Shipped,KBD-CUST0005-S1
SO-26424,3,SHEA-1019,Sheave / Pulley M8,4,EA,157.35,629.4,94.5,Price List C,2025-08-31,2025-09-01,4,Shipped,KBD-CUST0005-S1
SO-26424,4,SHEA-1072,Sheave / Pulley 3/8-16,1,EA,133.97,133.97,101.96000000000001,Price List C,14-Sep-2025,2025-09-21,1,Shipped,KBD-CUST0005-S1
SO-26424,5,SHEA-1072,Sheave / Pulley 3/8-16,5,EA,133.97,669.85,101.96000000000001,Price List C,2025-09-02,2025-09-09,5,Shipped,KBD-CUST0005-S1
SO-26425,1,TIMI-1056,Timing Belt 5/16-18,4,EA,25.09,100.36,17.21,Price List C,2025-07-12,2025-07-15,4,Shipped,KBD-CUST0005-S1
SO-26425,2,SHEA-1007,Sheave / Pulley 2.000,1,EA,190.62,190.62,129.94,Price List C,20-Jul-2025,2025-07-21,1,Shipped,KBD-CUST0005-S1
SO-26426,1,SPRO-1027,Sprocket 1/4-20,25,EA,91.94,2298.5,77.98,Price List C,2025-08-19,2025-08-22,25,Shipped,KBD-CUST0028-S1
SO-26426,2,CONV-1065,Conveyor Drive Package #80,3,EA,4311.78,12935.34,2903.56,Price List C,2025-08-25,08/25/2025,3,Shipped,KBD-CUST0028-S1
SO-26427,1,MOUN-1034,Mounted Ball Bearing Unit M12,25,EA,42.77,1069.25,23.82,Price List B,2025-07-22,2025-07-29,25,Shipped,KBD-CUST0021-S1
SO-26428,1,MOUN-1018,Mounted Ball Bearing Unit M8,2,EA,193.16,386.32,109.13,Price List A,18-Aug-2025,2025-08-18,2,Shipped,KBD-CUST0017-S1
SO-26428,2,AC-1040,AC Motor TEFC #50,5,EA,889.78,4448.9,609.44,Price List A,2025-08-21,2025-08-21,5,Shipped ,KBD-CUST0017-S1
SO-26428,3,AC-1063,AC Motor TEFC 3/4-10,1,EA,2247.5,2247.5,1677.24,Price List A,2025-08-16,2025-08-23,1,Shipped,KBD-CUST0017-S1
SO-26428,4,TIMI-1032,Timing Belt size 6,6,EA,54.1,324.6,32.99,Price List A,2025-08-14,"Aug 14, 2025",6,Shipped,KBD-CUST0017-S1
SO-26428,5,MOUN-1029,Mounted Ball Bearing Unit 1.500,200,EA,144.09,28818.0,86.28,Price List A,2025-08-16 ,2025-08-17,200,Shipped,KBD-CUST0017-S1
SO-26429,1,TIMI-1000,Timing Belt 1.500,10,EA,52.91,529.1,43.53,Manual override,2026-01-02,2026-01-02,10,Shipped,KBD-CUST0017-S1
SO-26429,2,SKF-6205-2RS1,"Deep groove ball bearing 25x52x15, sealed",200,EA,5.11,1022.0,3.55,Price List A,2026-01-17,01/20/26,200,Shipped,KBD-CUST0017-S1
SO-26430,1,SHEA-1077,Sheave / Pulley #60,6,EA,114.3,685.8,67.98,Price List B,2026-01-29,2026-01-29,6,Shipped ,KBD-CUST0030-S1 
SO-26430,2,MOUN-1083,Mounted Ball Bearing Unit size 8,100,EA,131.75,13175.0,87.77,Price List B,01/22/2026,2026-01-22,100,Shipped,KBD-CUST0030-S1
SO-26430,3,SHEA-1028,Sheave / Pulley #80,5,EA,500.18,2500.9,284.6,Price List B,2026-02-01,2026-02-02,5,Shipped,KBD-CUST0030-S1
SO-26431,1,MOUN-1018,Mounted Ball Bearing Unit M8,5,EA,183.5,917.5,109.13,Price List B,2025-04-16,2025-04-16,5,Shipped,KBD-CUST0027-S1
SO-26431,2,GEAR-1060,Gear Reducer #60,2,EA,4686.22,9372.44,3102.4300000000003,Price List B,2025-05-04,2025-05-04,2,Shipped,KBD-CUST0027-S1
SO-26431,3,CONV-1039,Conveyor Drive Package 5/8-11,5,EA,9171.31,45856.55,7046.72,Price List B,2025-04-28,2025-04-28,0,Open,KBD-CUST0027-S1
SO-26431,4,SHEA-1025,Sheave / Pulley size 4,1,EA,251.55,251.55,153.95000000000002,Price List B,2025-04-27,2025-05-04,1,Shipped,KBD-CUST0027-S1
SO-26431,5,SPRO-1078,Sprocket M6,2,EA,117.76,235.52,69.25,Price List B,11-Apr-2025,2025-04-12,2,Shipped ,KBD-CUST0027-S1
SO-26432,1,GEAR-1060,Gear Reducer #60,3,EA,4686.22,14058.66,3102.4300000000003,Price List B,2025-08-23,08/26/2025,3,Shipped,KBD-CUST0020-S1
SO-26432,2,TIMI-1020,Timing Belt 5/16-18,2,EA,73.15,146.3,52.03,Price List B,2025-08-23,2025-08-23,2,Shipped,KBD-CUST0020-S1
SO-26433,1,GEAR-1060,Gear Reducer #60,1,EA,4128.8,4128.8,3102.4300000000003,Manual override,2026-03-15,2026-03-22,1,Shipped,KBD-CUST0026-S1
SO-26433,2,TIMI-1058,Timing Belt M6,100,EA,120.85,12085.0,84.45,Price List C,2026-03-22,2026-03-29,0,Open,KBD-CUST0026-S1
SO-26433 ,3,SPRO-1002,Sprocket 1/4-20,50,EA,85.33,4266.5,65.84,Price List C,2026-03-26,26-Mar-2026,50,Shipped,KBD-CUST0026-S1
SO-26433,4,SHEA-1088,Sheave / Pulley 1/4-20,2,EA,271.59,543.18,189.79,Price List C,2026-03-16,2026-03-16,2,Shipped,KBD-CUST0026-S1
SO-26434,1,ROLL-1053,Roller Chain ANSI #80,25,EA,136.04,3401.0,86.10000000000001,Price List A,2025-11-15,18-Nov-2025,25,Shipped,KBD-CUST0010-S1
SO-26434,2,MOUN-1008,Mounted Ball Bearing Unit #60,10,EA,122.04,1220.4,71.79,Price List A,2025-11-18,2025-11-18,10,Shipped,KBD-CUST0010-S1
SO-26435,1,CONV-1089,Conveyor Drive Package #60,3,EA,7409.9,22229.7,5864.59,Price List B,2025-11-18,"Nov 25, 2025",3,Shipped,KBD-CUST0015-S1
SO-26436,1,ROLL-1012,Roller Chain ANSI 2.000,50,EA,62.25,3112.5,47.52,Price List A,04-Aug-2025,2025-08-07,50,Shipped ,KBD-CUST0010-S1
SO-26436,2,ROLL-1044,Roller Chain ANSI #80,2,EA,254.63,509.26,140.68,Price List A,2025-07-09,2025-07-12,2,Shipped,KBD-CUST0010-S1
SO-26436,3,MOUN-1031,Mounted Ball Bearing Unit 1.500,12,EA,58.56,702.72,38.78,Price List A,16-Jul-2025,2025-07-23,12,Shipped,KBD-CUST0010-S1
SO-26436,4,SHEA-1064,Sheave / Pulley M12,3,EA,228.0,684.0,139.88,Price List A,2025-07-11,2025-07-11 ,3,Shipped,KBD-CUST0010-S1
SO-26437,1,SHEA-1028 ,Sheave / Pulley #80,5,EA,473.86,2369.3,284.6,Price List C,2025-09-23,2025-09-26,5,Shipped,KBD-CUST0005-S1
SO-26437,2,ROLL-1012,Roller Chain ANSI 2.000,200,EA,56.02,11204.0,47.52,Price List C,2025-09-17,2025-09-18,200,Shipped,KBD-CUST0005-S1
SO-26437,3,GEAR-1066,Gear Reducer 1.000,5,EA,1588.8,7944.0,1270.02,Price List C,2025-10-04,05-Oct-2025,5,Shipped,KBD-CUST0005-S1
SO-26437,4,MOUN-1018,Mounted Ball Bearing Unit M8,1,EA,173.84,173.84,109.13,Price List C,2025-09-18,2025-09-18 ,1,Shipped,KBD-CUST0005-S1
SO-26438,1,ROLL-1079,Roller Chain ANSI M8,3,EA,160.9,482.7,102.65,Price List B,2025-12-07,"Dec 07, 2025",3,Shipped,KBD-CUST0006-S1
SO-26438,2,SHEA-1019,Sheave / Pulley M8,100,EA,166.09,16609.0,94.5,Price List B,2025-11-25,11/25/25,100,Shipped,KBD-CUST0006-S1
SO-26438,3,SPRO-1011,Sprocket #60,5,EA,212.73,1063.65,118.48,Price List B,2025-12-07,2025-12-08,5,Shipped,KBD-CUST0006-S1
SO-26439,1,SKF-6308-2Z,"Deep groove ball bearing 40x90x23, shielded",12,EA,13.33,159.96,10.25,Price List A,2025-05-13,2025-05-13,12,Shipped,KBD-CUST0008-S1
SO-26439,2,SPRO-1050,Sprocket 5/16-18,10,EA,15.29,152.9,12.85,Manual override,2025-04-27,2025-04-30,10,Shipped,KBD-CUST0008-S1
SO-26439,3,SPRO-1004,Sprocket 3/8-16,10,EA,56.55,565.5,42.84,Price List A,2025-05-14,2025-05-14,10,Shipped,KBD-CUST0008-S1
SO-26439,4,GEAR-1010,Gear Reducer 1.375,5,EA,4844.42,24222.1,2784.15,Price List A,2025-05-14,2025-05-21,5,Shipped,KBD-CUST0008-S1
SO-26440,1,SKF-6205-2RS1,"Deep groove ball bearing 25x52x15, sealed",10,EA,4.85,48.5,3.55,Price List B,29-Jun-2025,2025-07-06,10,Shipped,KBD-CUST0022-S1
SO-26440,2,GAT-B62,Hi-Power II V-belt B62,25,EA,18.58,464.5,12.7,Price List B,2025-06-25,07/02/2025,25,Shipped,KBD-CUST0022-S1
SO-26441,1,AC-1054,AC Motor TEFC 1.500,3,EA,2553.61,7660.83,1828.58,Price List B,10/17/2025,2025-10-17,3,Shipped,KBD-CUST0023-S1
SO-26441,2,AC-1054,AC Motor TEFC 1.500,2,EA,2553.61,5107.22,1828.58,Price List B ,2025-09-29,2025-09-30,2,Shipped,KBD-CUST0023-S1
SO-26441,3,SPRO-1055,Sprocket #50,2,EA,33.4,66.8,26.94,Manual override,2025-10-07,2025-10-07,2,Shipped,KBD-CUST0023-S1
SO-26441,4,GEAR-1016,Gear Reducer size 6,2,EA,3206.48,6412.96,2265.26,Price List B,2025-10-03,2025-10-03,2,Shipped,KBD-CUST0023-S1
SO-26442,1,SHEA-1064,Sheave / Pulley M12,3,EA,216.6,649.8,139.88,Price List B,04/21/26,04/24/2026,0,Backordered,KBD-CUST0020-S1
SO-26442,2,SPRO-1076,Sprocket 5/16-18,10,EA,15.95,159.5,13.24,Manual override,2026-04-06,2026-04-06,0,Open,KBD-CUST0020-S1
SO-26442,3,SHEA-1038,Sheave / Pulley 2.000,5,EA,482.49,2412.45,295.28000000000003,Price List B,2026-04-12,2026-04-13,0,Open,KBD-CUST0020-S1
SO-26442,4,MOUN-1029,Mounted Ball Bearing Unit 1.500,50,EA,136.89,6844.5,86.28,Price List B,30-Mar-2026,2026-03-31,0,Open,KBD-CUST0020-S1
SO-26442,5,MOUN-1034,Mounted Ball Bearing Unit M12,10,EA,42.77,427.7,23.82,Price List B,2026-04-10,2026-04-13,0,Open,KBD-CUST0020-S1
SO-26443,1,MOUN-1034,Mounted Ball Bearing Unit M12,200,EA,40.52,8104.0,23.82,Price List C,2025-07-09,2025-07-09,200,Shipped,KBD-CUST0016-S1
SO-26443,2,SHEA-1038,Sheave / Pulley 2.000,3,EA,457.09,1371.27,295.28000000000003,Price List C,2025-06-25,2025-06-25,3,Shipped,KBD-CUST0016-S1
SO-26443,3,SHEA-1072,Sheave / Pulley 3/8-16,1,EA,133.97,133.97,101.96000000000001,Price List C,2025-07-12,2025-07-15,1,Shipped,KBD-CUST0016-S1
SO-26443,4,MOUN-1034,Mounted Ball Bearing Unit M12,6,EA,40.52,243.12,23.82,Price List C,2025-07-07,2025-07-08,6,Shipped,KBD-CUST0016-S1
SO-26444,1,GEAR-1060,Gear Reducer #60,3,EA,4439.57,13318.71,3102.4300000000003,Price List C,2026-02-28,2026-03-01,3,Shipped,KBD-CUST0005-S1
SO-26444,2,AC-1040,AC Motor TEFC #50,1,EA,800.8,800.8,609.44,Price List C,2026-03-09,2026-03-10,1,Shipped,KBD-CUST0005-S1
SO-26444,3,CONV-1042,Conveyor Drive Package 2.000,2,EA,6872.56,13745.12,5159.58,Price List C,2026-02-16,2026-02-19,2,Shipped,KBD-CUST0005-S1
SO-26445,1,AC-1048,AC Motor TEFC M6,1,EA,2404.38,2404.38,1745.47,Price List B,2025-10-08,2025-10-08,1,Shipped,KBD-CUST0020-S1
SO-26445,2,GEAR-1066,Gear Reducer 1.000,3,EA,1677.06,5031.18,1270.02,Price List B,2025-10-08,2025-10-15,3,Shipped,KBD-CUST0020-S1
SO-26445,3,SHEA-1077,Sheave / Pulley #60,50,EA,114.3,5715.0,67.98,Price List B,2025-10-01,2025-10-04,50,Shipped,KBD-CUST0020-S1
SO-26445,4,SPRO-1061,Sprocket #50,1,EA,115.25,115.25,87.28,Price List B,2025-10-22,2025-10-23,1,Shipped,KBD-CUST0020-S1
SO-26445,5,SHEA-1019,Sheave / Pulley M8,6,EA,166.09,996.54,94.5,Price List B,2025-10-17,2025-10-17,6,Shipped,KBD-CUST0020-S1
SO-26446,1,AC-1040,AC Motor TEFC #50,1,EA,845.29,845.29,609.44,Price List B,2026-01-19,2026-01-20,1,Shipped,KBD-CUST0022-S1
SO-26446,2,SPRO-1055,Sprocket #50,50,EA,37.11,1855.5,26.94,Price List B,2026-01-02,2026-01-09,50,Shipped,KBD-CUST0022-S1
SO-26446,3,AC-1057,AC Motor TEFC M10,5,EA,1116.16,5580.8,687.08,Price List B,01/09/2026,2026-01-09,5,Shipped,KBD-CUST0022-S1
SO-26446,4,TIMI-1000,Timing Belt 1.500,6,EA,59.14,354.84,43.53,Price List B,2026-01-12,2026-01-12 ,6,Shipped,KBD-CUST0022-S1
SO-26446,5,TIMI-1075,Timing Belt 1.000,50,EA,101.61,5080.5,72.76,Price List B,2026-01-06,2026-01-06,50,Shipped,KBD-CUST0022-S1
SO-26447,1,GEAR-1084,Gear Reducer M6,1,EA,5318.78,5318.78,3456.0,Price List C,2025-09-14,2025-09-15,1,Shipped,KBD-CUST0031-S1
SO-26448,1,TIMI-1020,Timing Belt 5/16-18,6,EA,73.15,438.9,52.03,Price List B,2025-06-24,"Jun 24, 2025",6,Shipped,KBD-CUST0030-S1
SO-26449 ,1,TIMI-1014,Timing Belt 1.000,2,EA,75.71,151.42,49.480000000000004,Price List C,2025-08-03,2025-08-06,2,Shipped,KBD-CUST0028-S1
SO-26449,2,GAT-B62,Hi-Power II V-belt B62,1,EA,17.6,17.6,12.7,Price List C,2025-07-15,2025-07-15,1,Shipped,KBD-CUST0028-S1
SO-26449,3,GEAR-1016,Gear Reducer size 6,1,EA,3037.72,3037.72,2265.26,Price List C,07/31/25,2025-07-31,1,Shipped,KBD-CUST0028-S1
SO-26449,4,GEAR-1060,Gear Reducer #60,1,EA,3951.22,3951.22,3102.4300000000003,Manual override,2025-07-26 ,2025-07-26,1,Shipped,KBD-CUST0028-S1
SO-26449,5,MOUN-1008,Mounted Ball Bearing Unit #60,4,EA,109.84,439.36,71.79,Price List C,2025-07-14,2025-07-14,4,Shipped,KBD-CUST0028-S1
SO-26450,1,SHEA-1049,Sheave / Pulley size 4,3,EA,277.65,832.95,153.4,Price List A,2025-09-14,2025-09-17,3,Shipped,KBD-CUST0017-S1
SO-26451,1,TIM-LM11949-LM11910,Tapered roller bearing set,50,EA,9.46,473.0,7.6,Price List B,2025-12-26,2025-12-26,50,Shipped,KBD-CUST0022-S1
SO-26452,1,CONV-1013,Conveyor Drive Package 1.500,1,EA,4194.61,4194.61,2336.18,Price List B,2025-11-27,2025-11-30,1,Shipped,KBD-CUST0020-S1
SO-26452,2,SHEA-1025,Sheave / Pulley size 4,3,EA,251.55,754.65,153.95000000000002,Price List B,2025-11-15,11/15/2025,3,Shipped,KBD-CUST0020-S1
SO-26452,3,SHEA-1019,Sheave / Pulley M8,12,EA,166.09,1993.08,94.5,Price List B,2025-11-15,2025-11-15,12,Shipped,KBD-CUST0020-S1
SO-26452,4,AC-1040,AC Motor TEFC #50,5,EA ,845.29,4226.45,609.44,Price List B,2025-11-24,2025-11-24,5,Shipped,KBD-CUST0020-S1
SO-26453,1,MOUN-1081,Mounted Ball Bearing Unit 5/8-11,50,EA,79.13,3956.5,61.24,Price List B,2025-10-06,2025-10-09,50,Shipped,KBD-CUST0030-S1
SO-26453,2,MOUN-1081,Mounted Ball Bearing Unit 5/8-11,25,EA,79.13,1978.25,61.24,Price List B,2025-10-11,10/12/25,0,Open,KBD-CUST0030-S1
SO-26453,3,ROLL-1021,Roller Chain ANSI 5/16-18,25,EA,146.77,3669.25,81.74,Price List B,2025-10-05,2025-10-05,25,Shipped,KBD-CUST0030-S1
SO-26453,4,AC-1006,AC Motor TEFC 1.250,1,EA,3521.74,3521.74,2130.52,Price List B,2025-10-04,04-Oct-2025,1,Shipped,KBD-CUST0030-S1
SO-26454,1,SKF-6205-2RS1,"Deep groove ball bearing 25x52x15, sealed",1,EA,4.0,4.0,3.55,Manual override,20-Apr-2025,2025-04-21,1,Shipped,KBD-CUST0012-S1
SO-26455,1,GEAR-1080,Gear Reducer #60,3,EA,2553.05,7659.15,1484.33,Price List A,15-Jul-2025,2025-07-15,3,Shipped,KBD-CUST0010-S1
SO-26455,2,AC-1048,AC Motor TEFC M6,1,EA,2530.93,2530.93,1745.47,Price List A,2025-07-21,2025-07-28,1,Shipped,KBD-CUST0010-S1
