po_number,line,item_id,description,manufacturer_part_number,ordered_qty,uom,unit_cost,extended_cost,need_by_date,promised_date,received_qty,line_status,gl_account
PO-31239,2,P-20113,Coupling Hub - Raw Casting 3/4-10,N70842,500,EA,35.81,17905.0,2025-07-08,2025-07-13,500,Received,1200
PO-31239,3,P-20109,Oil Seal 3/8-16,N10930,10,EA,9.8,98.0,2025-06-27,2025-06-27,10,Received,1200
PO-31239,4,P-20062,Elastomer Insert 1/4-20,F66231,197,EA,18.96,3735.12,2025-06-18,2025-06-18,197,Received,1200
PO-31240,1,P-20108,Coupling Hub - Raw Casting #60,K94952,74,EA,69.51,5143.74,2025-05-23,2025-05-23,74,Received,1200
PO-31240,2,P-20100,Coupling Hub - Raw Casting 1.500,M13347,157,EA,36.730000000000004,5766.61,2025-05-27,2025-05-27,157,Received,1200
PO-31241,1,P-10098,A36 hot-rolled steel plate 1/2in,A36-PL-0.500,500,LB,0.69,345.0,2026-01-19,2026-01-24,500,Received,1200
PO-31241,2,P-10098,A36 hot-rolled steel plate 1/2in,A36-PL-0.500,25,LB,0.68,17.0,2026-01-19,2026-01-21,25,Received,1200
PO-31242,1,P-20080,Oil Seal M6,B57713,20,EA,11.25,225.0,2025-09-03,2025-09-03,20,Received,1200
PO-31242,2,P-20000,Coupling Hub - Raw Casting size 8,A16640,42,EA,58.2,2444.4,2025-09-20,2025-09-20,42,Received,1200
PO-31243,1,P-10105,1045 cold-finished round bar 2.000in,1045-RB-2.000,80,LB,0.94,75.2,2025-10-07,2025-10-07,0,Open,1200
PO-31243,2,P-10105,1045 cold-finished round bar 2.000in,1045-RB-2.000,80,LB,0.94,75.2,2025-10-07,2025-10-07,80,Received,1200
PO-31243,3,P-10098,A36 hot-rolled steel plate 1/2in,A36-PL-0.500,292,LB,0.69,201.48,2025-10-07,2025-10-07,292,Received,1200
PO-31243,4,P-10105,1045 cold-finished round bar 2.000in,1045-RB-2.000,80,LB,0.94,75.2,2025-10-07,2025-10-12,80,Received,1200
PO-31244,1,P-20069,Oil Seal 1.375,L27329,73,EA,4.72,344.56,2026-04-06,2026-04-08,0,Open,1200
PO-31245,1,P-20017,Coupling Hub - Raw Casting size 4,H34119,100,EA,84.28,8428.0,2025-05-16,2025-05-18,100,Received,1200
PO-31246,1,P-20117,Elastomer Insert M8,G2007,25,EA,27.150000000000002,678.75,2026-03-30,2026-03-30,0,Open,1200
PO-31246,2,P-20079,Set Screw 5/16-18,F50061,66,EA,0.37,24.42,2026-03-22,2026-03-22,66,Received,1200
PO-31246,3,P-20056,Set Screw 1.000,B66059,50,EA,0.35000000000000003,17.5,2026-04-28,2026-05-03,25,Partial,1200
PO-31246,4,P-20056,Set Screw 1.000,B66059,112,EA,0.35000000000000003,39.2,2026-04-28,2026-05-03,0,Open,1200
PO-31247,1,P-10014,Tapered roller bearing set,LM11949/LM11910,216,EA,9.13,1972.08,2025-09-17,2025-09-22,216,Received,1200
PO-31247,2,P-20011,Elastomer Insert 2.000,C10198,128,EA,5.14,657.92,2025-10-22,2025-10-22,128,Received,1200
PO-31247,3,P-20074,Carbide Insert 1.250,H55905,10,EA,19.76,197.6,2025-10-18,2025-10-23,10,Received,6700
PO-31247,4,P-10007,"Deep groove ball bearing 40x90x23, shielded",6308-2Z,328,EA,11.8,3870.4,2025-09-26,2025-10-01,328,Received,1200
PO-31248,1,P-20079,Set Screw 5/16-18,F50061,66,EA,0.38,25.08,2025-08-07,2025-08-07,66,Received,1200
PO-31248,2,P-20056,Set Screw 1.000,B66059,112,EA,0.35000000000000003,39.2,2025-09-13,2025-09-13,112,Received,1200
PO-31249,1,P-20032,Coupling Hub - Raw Casting size 8,K32105,189,EA,48.19,9107.91,2025-04-15,2025-04-15,189,Received,1200
PO-31249,2,P-20032,Coupling Hub - Raw Casting size 8,K32105,189,EA,48.19,9107.91,2025-04-15,2025-04-20,189,Received,1200
PO-31250,1,P-20095,Elastomer Insert 1.000,K63060,160,EA,24.28,3884.8,2026-01-25,2026-01-27,0,Open,1200
PO-31250,2,P-20037,Carbide Insert size 8,N28851,10,EA,12.19,121.9,2026-01-03,2026-01-05,5,Partial,6700
PO-31250,3,P-20095,Elastomer Insert 1.000,K63060,25,EA,24.28,607.0,2026-01-25,2026-01-27,25,Received,1200
PO-31251,1,P-10035,"Threadlocker 243 medium strength blue, 50 mL",243,100,EA,21.4,2140.0,2026-01-28,2026-01-30,100,Received,6700
PO-31251,2,P-10077,WD-40 Multi-Use 1 gal,49012,281,GA,27.8,7811.8,2026-01-30,2026-02-01,281,Received,6700
PO-31251,3,P-10077,WD-40 Multi-Use 1 gal,49012,25,GA,27.8,695.0,2026-01-30,2026-01-30,25,Received,6700
PO-31251,4,P-10077,WD-40 Multi-Use 1 gal,49012,281,GA,28.91,8123.71,2026-01-30,2026-01-30,281,Received,6700
PO-31252,1,P-20015,Oil Seal #60,C35385,10,EA,5.42,54.2,2025-09-06,2025-09-11,10,Received,1200
PO-31252,2,P-20089,Carbide Insert 1.375,K6044,500,EA,14.33,7165.0,2025-08-29,2025-08-29,500,Received,6700
PO-31252,3,P-20103,Carbide Insert #50,T29412,100,EA,17.330000000000002,1733.0,2025-08-29,2025-08-31,100,Received,6700
PO-31253,1,P-20059,Elastomer Insert size 6,C72126,197,EA,9.370000000000001,1845.89,2025-05-01,2025-05-03,197,Received,1200
PO-31253,2,P-10091,"Hex nut 1/2-13 Gr 8 yellow zinc, 100/bx",HN-0500-13-G8,50,BX,19.2,960.0,2025-04-09,2025-04-09,50,Received,1200
PO-31253,3,P-20008,Retaining Ring 1/4-20,P60546,28,EA,1.71,47.88,2025-04-16,2025-04-18,28,Received,1200
PO-31253,4,P-20008,Retaining Ring 1/4-20,P60546,25,EA,1.71,42.75,2025-04-16,2025-04-16,25,Received,1200
PO-31254,1,P-20064,Retaining Ring 1/4-20,E60404,10,EA,0.74,7.4,2025-12-02,2025-12-04,10,Received,1200
PO-31254,2,P-20045,Set Screw M10,S44671,82,EA,0.18,14.76,2025-12-05,2025-12-05,82,Received,1200
PO-31254,3,P-20005,Carbide Insert 1/2-13,B10415,10,EA,9.43,94.3,2025-12-21,2025-12-21,10,Received,6700
PO-31255,1,P-20119,Elastomer Insert M6,C38995,13,EA,8.19,106.47,2026-02-23,2026-02-28,13,Received,1200
PO-31255,2,P-20119,Elastomer Insert M6,C38995,500,EA,8.11,4055.0,2026-02-23,2026-02-23,500,Received,1200
PO-31255,3,P-20026,Set Screw #50,F67122,79,EA,0.63,49.77,2026-02-04,2026-02-04,79,Received,1200
PO-31256,1,P-10028,Torque-Arm II shaft-mount reducer 15:1,TXT315,203,EA,1290.3,261930.9,2026-02-21,2026-02-21,203,Received,1200
PO-31257,1,P-20111,Carbide Insert size 8,A61094,197,EA,23.71,4670.87,2025-12-29,2026-01-03,197,Received,6700
PO-31257,2,P-20032,Coupling Hub - Raw Casting size 8,K32105,50,EA,48.19,2409.5,2025-12-22,2025-12-27,50,Received,1200
PO-31258,1,P-20088,Oil Seal 1/2-13,M10634,250,EA,12.5,3125.0,2025-10-08,2025-10-08,250,Received,1200
PO-31258,2,P-20088,Oil Seal 1/2-13,M10634,46,EA,12.5,575.0,2025-10-08,2025-10-08,46,Received,1200
PO-31258,3,P-20088,Oil Seal 1/2-13,M10634,50,EA,12.5,625.0,2025-10-08,2025-10-08,50,Received,1200
PO-31259,1,P-20080,Oil Seal M6,B57713,10,EA,11.25,112.5,2026-03-31,2026-03-31,0,Open,1200
PO-31259,2,P-20048,Coupling Hub - Raw Casting 5/8-11,D16222,100,EA,55.620000000000005,5562.0,2026-03-24,2026-03-24,100,Received,1200
PO-31259,3,P-20052,Carbide Insert 5/16-18,P45610,10,EA,10.49,104.9,2026-03-20,2026-03-20,10,Received,6700
PO-31259,4,P-20000,Coupling Hub - Raw Casting size 8,A16640,500,EA,55.43,27715.0,2026-04-17,2026-04-22,0,Open,1200
PO-31260,1,P-20045,Set Screw M10,S44671,82,EA,0.18,14.76,2025-09-01,2025-09-06,82,Received,1200
PO-31260,2,P-20064,Retaining Ring 1/4-20,E60404,42,EA,0.7000000000000001,29.4,2025-08-29,2025-08-31,42,Received,1200
