Journal Id,Posting Date,Period,Account Number,Account Name,Debit,Credit,Memo,Source Module,Reference
JE-001574,2026-02-26,2026-02,1230,Inventory - Purchased for Resale,0,18783.12,Inventory relief,AR,INV-60330
JE-002516,2026-02-26,2026-02,1000,Operating Cash,23485.49,0,Customer payment,AR,KBD-CR00102
JE-002517,2026-02-26,2026-02,1100,Accounts Receivable,0,23485.49,Customer payment,AR,KBD-CR00102
JE-003824,02/26/2026,2026-02,1230,Inventory - Purchased for Resale,8255.74,0,PO receipt PO-31029,INV,RCV-40029
JE-003825,2026-02-26,2026-02,2050,GR/IR Clearing (Received Not Invoiced),0,8255.74,PO receipt PO-31029,INV,RCV-40029
JE-003856,02/26/26,2026-02,1230,Inventory - Purchased for Resale,11968.74,0,PO receipt PO-31046 ,INV,RCV-40045
JE-003857,"Feb 26, 2026",2026-02,2050,GR/IR Clearing (Received Not Invoiced),0,11968.74,PO receipt PO-31046,INV,RCV-40045
JE-003926,02/26/2026,2026-02,1230,Inventory - Purchased for Resale,2474.0,0,PO receipt PO-31082,INV,RCV-40080
JE-003927,2026-02-26,2026-02,2050,GR/IR Clearing (Received Not Invoiced),0,2474.0,PO receipt PO-31082,INV,RCV-40080
JE-004188,2026-02-26,2026-02 ,1230,Inventory - Purchased for Resale,6798.0,0,PO receipt PO-31216,INV,RCV-40211
JE-004189,2026-02-26,2026-02,2050,GR/IR Clearing (Received Not Invoiced),0,6798.0,PO receipt PO-31216,INV,RCV-40211
JE-000877,2026-02-27,2026-02,1100 ,Accounts Receivable,1975.48,0,Invoice INV-60185,AR,INV-60185
JE-000878,02/27/2026,2026-02,4010,Product Sales - Distributed,0,1452.67,Invoice INV-60185,AR,INV-60185
JE-000879,02/27/26,2026-02,4100,Freight Revenue,0,417.49,Freight billed,AR,INV-60185
JE-000880,2026-02-27,2026-02,2100,Accrued Expenses,0,105.32,Sales tax payable,AR,INV-60185
JE-000881,2026-02-27,2026-02,5000,COGS - Materials,1114.33,0,COGS,AR,INV-60185
JE-000882,2026-02-27,2026-02,1230,Inventory - Purchased for Resale,0,1114.33,Inventory relief,AR,INV-60185
JE-002052,2026-02-27,2026-02,1100,Accounts Receivable,22962.88,0,Invoice INV-60432,AR,INV-60432
JE-002053,2026-02-27,2026-02,4010,Product Sales - Distributed,0,18339.15,Invoice INV-60432,AR,INV-60432
JE-002054,2026-02-27,2026-02,4100,Freight Revenue,0,4623.73,Freight billed,AR,INV-60432
JE-002055,02/27/26,2026-02,5000,COGS - Materials,11623.55,0,COGS,AR,INV-60432
JE-002056,2026-02-27,2026-02,1230,Inventory - Purchased for Resale,0,11623.55,Inventory relief,AR,INV-60432
JE-002265,2026-02-27,2026-02,1100,Accounts Receivable,22404.22,0,Invoice INV-60478,AR,INV-60478
JE-002266,2026-02-27 ,2026-02,4010,Product Sales - Distributed,0,18935.82,Invoice INV-60478,AR,INV-60478
JE-002267,2026-02-27,2026-02,4100,Freight Revenue,0,2095.55,Freight billed,AR,INV-60478
JE-002268,2026-02-27,2026-02,2100,Accrued Expenses,0,1372.85,Sales tax payable,AR,INV-60478
JE-002269,2026-02-27,2026-02,5000,COGS - Materials,11004.92,0,COGS,AR,INV-60478
JE-002270,2026-02-27,2026-02,1230,Inventory - Purchased for Resale,0,11004.92,Inventory relief,AR,INV-60478
JE-002702,2026-02-27 ,2026-02,1000,Operating Cash,5347.91,0,Customer payment,AR,KBD-CR00195
JE-002703,2026-02-27,2026-02,1100,Accounts Receivable,0,5347.91,Customer payment,AR,KBD-CR00195
JE-003289,2026-02-27,2026-02,2050,GR/IR Clearing (Received Not Invoiced),2474.0,0,Supplier inv 93294665,AP,93294665
JE-003290,2026-02-27,2026-02,5300,Freight In,10.83,0,Freight in,AP,93294665
JE-003291,2026-02-27,2026-02,2000,Accounts Payable,0,2484.83,Supplier inv 93294665,AP,93294665
JE-003766,2026-02-27,2026-02,2050,GR/IR Clearing (Received Not Invoiced),12522.4,0,Supplier inv INV2470614,AP,INV2470614
JE-003767,2026-02-27,2026-02,2000,Accounts Payable,0,12522.4,Supplier inv INV2470614,AP,INV2470614
JE-004174,2026-02-27,2026-02,1230,Inventory - Purchased for Resale,1152811.78,0,PO receipt PO-31208,INV,RCV-40204
JE-004175,2026-02-27,2026-02,2050,GR/IR Clearing (Received Not Invoiced),0,1152811.78,PO receipt PO-31208,INV,RCV-40204
JE-002574,2026-02-28,2026-02,1000,Operating Cash,5969.59,0,Customer payment,AR,KBD-CR00131
JE-002575,2026-02-28,2026-02,1100,Accounts Receivable,0,5969.59,Customer payment,AR,KBD-CR00131
JE-002860,2026-02-28,2026-02,1000,Operating Cash,25766.88,0,Customer payment,AR,KBD-CR00274
JE-002861,2026-02-28,2026-02,1100,Accounts Receivable,0,25766.88,Customer payment,AR,KBD-CR00274
JE-003044,2026-02-28,2026-02,1000,Operating Cash,2529.87,0,Customer payment,AR,KBD-CR00366
JE-003045,02/28/26,2026-02,1100,Accounts Receivable,0,2529.87,Customer payment,AR,KBD-CR00366
JE-003163,2026-02-28,2026-02,2050,GR/IR Clearing (Received Not Invoiced),28019.32,0,Supplier inv 96256531,AP,96256531
JE-003164,2026-02-28,2026-02,2000,Accounts Payable,0,28019.32,Supplier inv 96256531,AP,96256531
JE-003739,2026-02-28,2026-02,2050,GR/IR Clearing (Received Not Invoiced),28055.16,0,Supplier inv 99706485 ,AP,99706485
JE-003740,2026-02-28,2026-02,2000,Accounts Payable,0,28055.16,Supplier inv 99706485,AP,99706485
JE-004378,2026-02-28,2026-02,6700,Office & Supplies,476.38,0,GRAINGER,AP,KBD-AP00017
JE-004379,2026-02-28 ,2026-02,2000,Accounts Payable,0,476.38,GRAINGER,AP,KBD-AP00017
JE-004394,2026-02-28,2026-02,6700,Office & Supplies,1661.35,0,Cintas Corp #472,AP,KBD-AP00025
JE-004395,2026-02-28,2026-02,2000,Accounts Payable,0,1661.35,Cintas Corp #472,AP,KBD-AP00025
JE-004410,2026-02-28,2026-02,6700,Office & Supplies,1535.91,0,STAPLES BUS ADV,AP,KBD-AP00033
JE-004411,2026-02-28,2026-02,2000,Accounts Payable,0,1535.91,STAPLES BUS ADV,AP,KBD-AP00033
JE-004432,2026-02-28,2026-02,5300,Freight In,66.12,0,FEDEX,AP,KBD-AP00044
JE-004433,2026-02-28,2026-02,2000,Accounts Payable,0,66.12,FEDEX,AP,KBD-AP00044
JE-004456,2026-02-28,2026-02,6300,Rent,14200,0,Allentown Industrial Park LLC,AP,KBD-AP00056
JE-004457,2026-02-28,2026-02,2000,Accounts Payable,0,14200,Allentown Industrial Park LLC,AP,KBD-AP00056
JE-004480,2026-02-28 ,2026-02,6400,Software Subscriptions,9000.0,0,NetSuite,AP ,SW-NETSUI
JE-004481,2026-02-28,2026-02,2000,Accounts Payable,0,9000.0,NetSuite,AP,SW-NETSUI
JE-004504,2026-02-28,2026-02,6400,Software Subscriptions,1725.0,0,Autodesk Inventor,AP,SW-AUTODE
JE-004505,2026-02-28,2026-02,2000,Accounts Payable ,0,1725.0,Autodesk Inventor,AP,SW-AUTODE
JE-004528 ,2026-02-28,2026-02,6400,Software Subscriptions,400.0,0,uniPoint QMS,AP,SW-UNIPOI
JE-004529,2026-02-28,2026-02,2000,Accounts Payable,0,400.0,uniPoint QMS,AP,SW-UNIPOI
JE-004552,2026-02-28,2026-02,6400,Software Subscriptions,787.5,0,Microsoft 365 Business Standard,AP,SW-MICROS
JE-004553,2026-02-28,2026-02,2000,Accounts Payable,0,787.5,Microsoft 365 Business Standard,AP,SW-MICROS
JE-004576 ,2026-02-28,2026-02,6400,Software Subscriptions,1980.0,0,Paycom,AP,SW-PAYCOM
JE-004577,2026-02-28,2026-02,2000,Accounts Payable,0,1980.0,Paycom,AP,SW-PAYCOM
JE-004600,2026-02-28,2026-02,6400,Software Subscriptions,1200.0,0,ShipStation,AP,SW-SHIPST
JE-004601,2026-02-28,2026-02,2000,Accounts Payable,0,1200.0,ShipStation,AP,SW-SHIPST
JE-004624,2026-02-28,2026-02,6400,Software Subscriptions,720.0,0,HubSpot Sales Hub,AP ,SW-HUBSPO
JE-004625,2026-02-28,2026-02,2000,Accounts Payable,0,720.0,HubSpot Sales Hub,AP,SW-HUBSPO
JE-004648,2026-02-28,2026-02,6400,Software Subscriptions,567.0,0,Expensify,AP,SW-EXPENS
JE-004649,02/28/2026,2026-02,2000,Accounts Payable,0,567.0,Expensify,AP,SW-EXPENS
JE-004672,2026-02-28,2026-02,6400,Software Subscriptions,880.0,0,Dropbox Business,AP,SW-DROPBO
JE-004673,2026-02-28,2026-02,2000,Accounts Payable,0,880.0,Dropbox Business,AP,SW-DROPBO
JE-004696,2026-02-28,2026-02,6400,Software Subscriptions,630.0,0,Zoom Workplace,AP,SW-ZOOMW
JE-004697,2026-02-28,2026-02,2000 ,Accounts Payable,0,630.0,Zoom Workplace,AP,SW-ZOOMW
JE-004720,2026-02-28,2026-02,6400,Software Subscriptions,392.0,0,8x8 Work,AP,SW-8X8WO
JE-004721,2026-02-28,2026-02,2000,Accounts Payable,0,392.0,8x8 Work,AP,SW-8X8WO
JE-004744,2026-02-28,2026-02,6000,Salaries & Wages,345795.2,0,Monthly payroll,PR,PR-202602
JE-004745,2026-02-28,2026-02,2300,Payroll Liabilities,0,345795.2,Monthly payroll,PR,PR-202602
JE-000632,2026-03-01,2026-03,1100,Accounts Receivable,12107.42,0,Invoice INV-60134,AR,INV-60134
JE-000633,01-Mar-2026,2026-03,4010,Product Sales - Distributed,0,11720.11,Invoice INV-60134,AR,INV-60134
JE-000634,2026-03-01 ,2026-03,4100,Freight Revenue,0,387.31,Freight billed,AR,INV-60134
JE-000635,2026-03-01,2026-03,5000,COGS - Materials,10391.92,0,COGS,AR,INV-60134
JE-000636,2026-03-01,2026-03,1230,Inventory - Purchased for Resale,0,10391.92,Inventory relief,AR,INV-60134
JE-000980,2026-03-01,2026-03,1100,Accounts Receivable,15741.74,0,Invoice INV-60207,AR,INV-60207
JE-000981,2026-03-01,2026-03,4010,Product Sales - Distributed,0,14677.61,Invoice INV-60207,AR,INV-60207
JE-000982,2026-03-01,2026-03,2100,Accrued Expenses,0,1064.13,Sales tax payable,AR,INV-60207
JE-000983,2026-03-01,2026-03,5000,COGS - Materials,9773.75,0,COGS,AR,INV-60207
JE-000984,2026-03-01,2026-03,1230,Inventory - Purchased for Resale,0,9773.75,Inventory relief,AR,INV-60207
JE-003176,2026-03-01,2026-03,2050,GR/IR Clearing (Received Not Invoiced),8255.74,0,Supplier inv 9358121,AP,9358121
JE-003177,2026-03-01,2026-03,2000,Accounts Payable,0,8255.74,Supplier inv 9358121,AP,9358121
JE-004134,2026-03-01,2026-03,1230,Inventory - Purchased for Resale,679.8,0,PO receipt PO-31188,INV,RCV-40184
JE-004135,2026-03-01,2026-03,2050,GR/IR Clearing (Received Not Invoiced),0,679.8,PO receipt PO-31188,INV,RCV-40184
JE-002468,2026-03-02,2026-03,1000,Operating Cash,26258.02,0,Customer payment,AR,KBD-CR00078
JE-002469,2026-03-02,2026-03,1100,Accounts Receivable,0,26258.02,Customer payment,AR,KBD-CR00078
JE-002474,2026-03-02,2026-03,1000,Operating Cash,8353.02,0,Customer payment,AR,KBD-CR00081
JE-002475,2026-03-02,2026-03,1100,Accounts Receivable,0,8353.02,Customer payment,AR,KBD-CR00081
JE-002638,2026-03-02,2026-03,1000,Operating Cash,3843.03,0,Customer payment,AR,KBD-CR00163
JE-002639,2026-03-02,2026-03,1100,Accounts Receivable,0,3843.03,Customer payment,AR,KBD-CR00163
JE-003374,2026-03-02,2026-03,2050,GR/IR Clearing (Received Not Invoiced),145196.64,0,Supplier inv INV726543,AP,INV726543
JE-003375,2026-03-02,2026-03,2000,Accounts Payable,0,145196.64,Supplier inv INV726543,AP,INV726543
JE-004172,2026-03-02,2026-03,1230,Inventory - Purchased for Resale,29713.9,0,PO receipt PO-31207,INV,RCV-40203
JE-004173,2026-03-02,2026-03,2050,GR/IR Clearing (Received Not Invoiced),0,29713.9,PO receipt PO-31207,INV,RCV-40203
JE-004288,2026-03-02,2026-03,1230,Inventory - Purchased for Resale,36529.85,0,PO receipt PO-31270,INV,RCV-40261
JE-004289,2026-03-02,2026-03,2050,GR/IR Clearing (Received Not Invoiced),0,36529.85,PO receipt PO-31270,INV,RCV-40261
JE-000278,2026-03-03,2026-03,1100,Accounts Receivable,522.79,0,Invoice INV-60059,AR,INV-60059 
JE-000279,2026-03-03,2026-03,4010,Product Sales - Distributed,0,522.79,Invoice INV-60059,AR,INV-60059
JE-000280,2026-03-03,2026-03,5000,COGS - Materials,393.67,0,COGS,AR,INV-60059
JE-000281,"Mar 03, 2026",2026-03,1230,Inventory - Purchased for Resale,0,393.67,Inventory relief,AR,INV-60059
JE-003212,2026-03-03,2026-03,2050,GR/IR Clearing (Received Not Invoiced),12080.24,0,Supplier inv SI4442108,AP,SI4442108
JE-003213,2026-03-03,2026-03,2000,Accounts Payable,0,12080.24,Supplier inv SI4442108,AP,SI4442108
JE-003586,03-Mar-2026,2026-03,2050,GR/IR Clearing (Received Not Invoiced),6798.0,0,Supplier inv SI6235817,AP,SI6235817
JE-003587,2026-03-03,2026-03,2000,Accounts Payable,0,6798.0,Supplier inv SI6235817 ,AP,SI6235817
JE-003886,2026-03-03,2026-03,1230,Inventory - Purchased for Resale,4868.6,0,PO receipt PO-31062,INV,RCV-40060
JE-003887,03/03/2026,2026-03,2050,GR/IR Clearing (Received Not Invoiced),0,4868.6,PO receipt PO-31062,INV,RCV-40060
JE-002490,2026-03-04,2026-03,1000,Operating Cash,20490.77,0,Customer payment,AR,KBD-CR00089
JE-002491,2026-03-04,2026-03,1100,Accounts Receivable,0,20490.77,Customer payment,AR,KBD-CR00089 
JE-002590,2026-03-04,2026-03,1000,Operating Cash,933.85,0,Customer payment,AR,KBD-CR00139
JE-002591,2026-03-04,2026-03,1100,Accounts Receivable,0,933.85,Customer payment,AR,KBD-CR00139
JE-001786,2026-03-05 ,2026-03,1100,Accounts Receivable,3843.03,0,Invoice INV-60375,AR,INV-60375
JE-001787,2026-03-05,2026-03,4010,Product Sales - Distributed,0,3843.03,Invoice INV-60375,AR,INV-60375
JE-001788,2026-03-05,2026-03 ,5000,COGS - Materials,2311.6,0,COGS,AR,INV-60375
JE-001789,2026-03-05,2026-03,1230,Inventory - Purchased for Resale,0,2311.6,Inventory relief,AR,INV-60375
JE-002470,2026-03-05,2026-03,1000,Operating Cash,38635.53,0,Customer payment,AR,KBD-CR00079
JE-002471,2026-03-05,2026-03,1100,Accounts Receivable,0,38635.53,Customer payment,AR,KBD-CR00079
JE-003036,2026-03-05,2026-03,1000,Operating Cash,67315.01,0,Customer payment,AR,KBD-CR00362
JE-003037,2026-03-05,2026-03,1100,Accounts Receivable,0,67315.01,Customer payment,AR,KBD-CR00362
JE-003349,2026-03-05,2026-03,2050,GR/IR Clearing (Received Not Invoiced),1040794.28,0,Supplier inv 98083799,AP,98083799
JE-003350,2026-03-05,2026-03,2000,Accounts Payable,0,1040794.28,Supplier inv 98083799,AP,98083799
JE-003978,2026-03-05,2026-03,1230,Inventory - Purchased for Resale,1040794.28,0,PO receipt PO-31108,INV,RCV-40106
JE-003979,2026-03-05,2026-03,2050,GR/IR Clearing (Received Not Invoiced),0,1040794.28,PO receipt PO-31108,INV,RCV-40106
JE-001204,2026-03-06,2026-03,1100,Accounts Receivable,4417.06,0,Invoice INV-60254,AR,INV-60254
JE-001205,2026-03-06,2026-03,4010,Product Sales - Distributed,0,4417.06,Invoice INV-60254,AR,INV-60254
JE-001206,2026-03-06,2026-03,5000,COGS - Materials,3223.8,0,COGS,AR,INV-60254 
JE-001207,2026-03-06,2026-03,1230,Inventory - Purchased for Resale ,0,3223.8,Inventory relief,AR,INV-60254
JE-003570,06-Mar-2026,2026-03,2050,GR/IR Clearing (Received Not Invoiced),1152811.78,0,Supplier inv SI9859808,AP,SI9859808
JE-003571,2026-03-06,2026-03,2000,Accounts Payable,0,1152811.78,Supplier inv SI9859808,AP,SI9859808
JE-000565,2026-03-07,2026-03,1100,Accounts Receivable,1210.26,0,Invoice INV-60120,AR,INV-60120
JE-000566,03/07/26,2026-03,4010,Product Sales - Distributed,0,1027.44,Invoice INV-60120,AR,INV-60120
JE-000567,2026-03-07,2026-03,4100,Freight Revenue,0,108.33,Freight billed,AR,INV-60120
JE-000568,2026-03-07,2026-03,2100,Accrued Expenses,0,74.49,Sales tax payable,AR,INV-60120
JE-000569,2026-03-07,2026-03,5000,COGS - Materials,894.96,0,COGS ,AR,INV-60120
JE-000570,2026-03-07,2026-03,1230,Inventory - Purchased for Resale,0,894.96,Inventory relief,AR,INV-60120
JE-000852,2026-03-07,2026-03,1100,Accounts Receivable,9620.34,0,Invoice INV-60180,AR,INV-60180
JE-000853,2026-03-07,2026-03,4010,Product Sales - Distributed,0,8908.78,Invoice INV-60180,AR,INV-60180
JE-000854,2026-03-07,2026-03,4100,Freight Revenue,0,711.56,Freight billed,AR,INV-60180
JE-000855,2026-03-07,2026-03,5000,COGS - Materials,6581.98,0,COGS,AR,INV-60180
JE-000856,2026-03-07,2026-03,1230,Inventory - Purchased for Resale,0,6581.98,Inventory relief,AR,INV-60180
JE-000995,2026-03-07,2026-03,1100,Accounts Receivable,18367.41,0,Invoice INV-60210,AR,INV-60210
JE-000996,2026-03-07,2026-03,4010,Product Sales - Distributed,0,14411.7,Invoice INV-60210,AR,INV-60210
JE-000997,03/07/26,2026-03,4100,Freight Revenue,0,2910.86,Freight billed,AR,INV-60210
JE-000998,2026-03-07,2026-03,2100,Accrued Expenses,0,1044.85,Sales tax payable,AR,INV-60210
JE-000999,2026-03-07 ,2026-03,5000,COGS - Materials,10200.68,0,COGS ,AR,INV-60210
JE-001000,07-Mar-2026,2026-03,1230,Inventory - Purchased for Resale,0,10200.68,Inventory relief,AR,INV-60210
JE-003568,2026-03-07,2026-03,2050,GR/IR Clearing (Received Not Invoiced),30100.9,0,Supplier inv INV3472357,AP,INV3472357
JE-003569,2026-03-07,2026-03,2000,Accounts Payable,0,30100.9,Supplier inv INV3472357,AP,INV3472357
JE-003700,2026-03-07,2026-03,2050,GR/IR Clearing (Received Not Invoiced),37468.53,0,Supplier inv 99208006,AP,99208006
JE-003701,2026-03-07,2026-03,2000,Accounts Payable,0,37468.53,Supplier inv 99208006,AP,99208006
JE-003780,2026-03-07,2026-03,1230,Inventory - Purchased for Resale,8805.0,0,PO receipt PO-31007,INV,RCV-40007
JE-003781,2026-03-07,2026-03,2050,GR/IR Clearing (Received Not Invoiced),0,8805.0,PO receipt PO-31007,INV,RCV-40007
JE-001537,2026-03-08,2026-03,1100,Accounts Receivable,10434.97,0,Invoice INV-60323,AR,INV-60323
JE-001538,2026-03-08,2026-03,4010,Product Sales - Distributed,0,9628.31,Invoice INV-60323,AR,INV-60323
JE-001539,2026-03-08,2026-03,4100,Freight Revenue,0,108.61,Freight billed,AR,INV-60323
JE-001540,03/08/26,2026-03,2100,Accrued Expenses,0,698.05,Sales tax payable,AR,INV-60323
JE-001541,2026-03-08,2026-03,5000,COGS - Materials,7792.52,0,COGS,AR,INV-60323
JE-001542,2026-03-08,2026-03,1230,Inventory - Purchased for Resale,0,7792.52,Inventory relief,AR,INV-60323
JE-001747,2026-03-08,2026-03,1100,Accounts Receivable,11828.93,0,Invoice INV-60367,AR,INV-60367
JE-001748,2026-03-08,2026-03,4010,Product Sales - Distributed,0,6568.82,Invoice INV-60367,AR,INV-60367
JE-001749,2026-03-08,2026-03,4100,Freight Revenue,0,5260.11,Freight billed,AR,INV-60367
JE-001750,2026-03-08,2026-03,5000,COGS - Materials,4947.03,0,COGS,AR,INV-60367
JE-001751,2026-03-08,2026-03,1230,Inventory - Purchased for Resale,0,4947.03,Inventory relief,AR,INV-60367 
JE-002688,2026-03-08,2026-03,1000,Operating Cash,13486.87,0,Customer payment,AR,KBD-CR00188
JE-002689,2026-03-08,2026-03,1100,Accounts Receivable,0,13486.87,Customer payment,AR,KBD-CR00188
JE-003006,2026-03-08,2026-03,1000,Operating Cash,642.76,0,Customer payment,AR,KBD-CR00347
JE-003007,2026-03-08,2026-03,1100,Accounts Receivable,0,642.76,Customer payment,AR,KBD-CR00347
JE-003526,2026-03-08,2026-03,2050,GR/IR Clearing (Received Not Invoiced),707.0,0,Supplier inv 97579869,AP,97579869
JE-003527,2026-03-08,2026-03,2000,Accounts Payable,0,707.0,Supplier inv 97579869,AP,97579869
JE-003912,2026-03-08,2026-03,1230,Inventory - Purchased for Resale,71898.5,0,PO receipt PO-31075,INV,RCV-40073
JE-003913,2026-03-08,2026-03,2050,GR/IR Clearing (Received Not Invoiced),0,71898.5,PO receipt PO-31075,INV,RCV-40073
JE-001118,2026-03-09,2026-03,1100,Accounts Receivable,8616.99,0,Invoice INV-60236,AR,INV-60236
JE-001119,2026-03-09,2026-03,4010,Product Sales - Distributed,0,8616.99,Invoice INV-60236,AR,INV-60236
JE-001120,2026-03-09,2026-03,5000,COGS - Materials,5283.46,0,COGS,AR,INV-60236
JE-001121,2026-03-09,2026-03,1230,Inventory - Purchased for Resale,0,5283.46,Inventory relief,AR,INV-60236
JE-004060,2026-03-09,2026-03,1230,Inventory - Purchased for Resale,373277.01,0,PO receipt PO-31149,INV,RCV-40147
JE-004061,2026-03-09,2026-03,2050,GR/IR Clearing (Received Not Invoiced),0,373277.01,PO receipt PO-31149,INV,RCV-40147
JE-001032,2026-03-10,2026-03,1100,Accounts Receivable,15118.48,0,Invoice INV-60218 ,AR,INV-60218
JE-001033,2026-03-10,2026-03,4010,Product Sales - Distributed,0,15118.48,Invoice INV-60218,AR,INV-60218
JE-001034,2026-03-10,2026-03,5000,COGS - Materials,11663.92,0,COGS,AR,INV-60218
JE-001035,03/10/26,2026-03,1230,Inventory - Purchased for Resale,0,11663.92,Inventory relief,AR,INV-60218
JE-001591,10-Mar-2026,2026-03,1100,Accounts Receivable,1864.79,0,Invoice INV-60334,AR,INV-60334
JE-001592,2026-03-10,2026-03,4010,Product Sales - Distributed,0,1864.79,Invoice INV-60334,AR,INV-60334
JE-001593,03/10/26,2026-03,5000,COGS - Materials,1496.09,0,COGS,AR,INV-60334
JE-001594,2026-03-10,2026-03,1230,Inventory - Purchased for Resale,0,1496.09,Inventory relief,AR,INV-60334
JE-001981,2026-03-10,2026-03,1100,Accounts Receivable,27864.63,0,Invoice INV-60417,AR,INV-60417
JE-001982,2026-03-10,2026-03,4010,Product Sales - Distributed,0,27864.63,Invoice INV-60417,AR,INV-60417
JE-001983,2026-03-10,2026-03,5000,COGS - Materials,20235.89,0,COGS,AR,INV-60417
JE-001984,2026-03-10,2026-03,1230,Inventory - Purchased for Resale,0,20235.89,Inventory relief,AR,INV-60417
JE-002504,2026-03-10,2026-03,1000,Operating Cash,22919.19,0,Customer payment,AR,KBD-CR00096
JE-002505,2026-03-10,2026-03,1100,Accounts Receivable,0,22919.19,Customer payment,AR,KBD-CR00096
JE-002524,"Mar 10, 2026",2026-03,1000,Operating Cash,2004.0,0,Customer payment,AR,KBD-CR00106
JE-002525,2026-03-10 ,2026-03,1100,Accounts Receivable,0,2004.0,Customer payment,AR,KBD-CR00106
JE-003046,2026-03-10,2026-03,1000,Operating Cash,4935.86,0,Customer payment,AR,KBD-CR00367
JE-003047,2026-03-10,2026-03,1100,Accounts Receivable,0,4935.86,Customer payment,AR,KBD-CR00367
JE-003125,2026-03-10,2026-03,2050,GR/IR Clearing (Received Not Invoiced),8805.0,0,Supplier inv 91928070,AP,91928070
JE-003126,2026-03-10,2026-03,2000,Accounts Payable,0,8805.0,Supplier inv 91928070,AP,91928070
JE-003244,2026-03-10,2026-03,2050,GR/IR Clearing (Received Not Invoiced),4868.6,0,Supplier inv 4562271,AP,4562271
JE-003245,2026-03-10,2026-03,2000,Accounts Payable,0,4868.6,Supplier inv 4562271,AP,4562271
JE-003444,2026-03-10,2026-03,2050,GR/IR Clearing (Received Not Invoiced),373304.05,0,Supplier inv 91551864,AP,91551864
JE-003445,2026-03-10,2026-03,2000,Accounts Payable,0,373304.05,Supplier inv 91551864,AP,91551864
JE-004180,2026-03-10,2026-03,1230,Inventory - Purchased for Resale,702560.39,0,PO receipt PO-31212,INV,RCV-40207
JE-004181,2026-03-10,2026-03,2050,GR/IR Clearing (Received Not Invoiced),0,702560.39,PO receipt PO-31212,INV,RCV-40207
JE-000187,11-Mar-2026,2026-03,1100,Accounts Receivable,4474.26,0,Invoice INV-60040,AR,INV-60040
JE-000188,2026-03-11 ,2026-03,4010,Product Sales - Distributed,0,4290.34,Invoice INV-60040,AR,INV-60040
JE-000189,2026-03-11,2026-03,4100,Freight Revenue,0,183.92,Freight billed,AR,INV-60040
JE-000190,"Mar 11, 2026",2026-03,5000,COGS - Materials,3002.44,0,COGS ,AR,INV-60040
JE-000191,2026-03-11,2026-03,1230,Inventory - Purchased for Resale,0,3002.44,Inventory relief,AR,INV-60040
JE-002232,2026-03-11,2026-03,1100,Accounts Receivable,4490.42,0,Invoice INV-60471,AR,INV-60471
JE-002233,2026-03-11,2026-03,4010,Product Sales - Distributed,0,4186.87,Invoice INV-60471,AR,INV-60471
JE-002234,11-Mar-2026,2026-03,2100,Accrued Expenses,0,303.55,Sales tax payable,AR,INV-60471
JE-002235,2026-03-11,2026-03,5000,COGS - Materials,2801.06,0,COGS,AR,INV-60471
JE-002236,2026-03-11,2026-03,1230,Inventory - Purchased for Resale,0,2801.06,Inventory relief,AR,INV-60471
JE-003272,2026-03-11,2026-03,2050,GR/IR Clearing (Received Not Invoiced),71898.5,0,Supplier inv 1177837,AP,1177837
JE-003273,2026-03-11,2026-03,5300,Freight In,104.51,0,Freight in,AP,1177837
JE-003274,2026-03-11,2026-03,2000,Accounts Payable,0,72003.01,Supplier inv 1177837,AP,1177837
JE-003996,03/11/26,2026-03,1230,Inventory - Purchased for Resale,26686.2,0,PO receipt PO-31117,INV,RCV-40115
JE-003997,2026-03-11,2026-03,2050,GR/IR Clearing (Received Not Invoiced),0,26686.2,PO receipt PO-31117,INV,RCV-40115
JE-000297,2026-03-12,2026-03,1100,Accounts Receivable,5693.19,0,Invoice INV-60063,AR,INV-60063
JE-000298,2026-03-12,2026-03,4010,Product Sales - Distributed,0,5693.19,Invoice INV-60063,AR,INV-60063
JE-000299,2026-03-12,2026-03,5000,COGS - Materials,4356.03,0,COGS,AR,INV-60063
JE-000300,12-Mar-2026,2026-03,1230,Inventory - Purchased for Resale,0,4356.03,Inventory relief,AR,INV-60063
JE-001618,03/12/26,2026-03,1100,Accounts Receivable,12849.9,0,Invoice INV-60340,AR,INV-60340
JE-001619,2026-03-12,2026-03,4010,Product Sales - Distributed,0,11981.26,Invoice INV-60340,AR,INV-60340
JE-001620,2026-03-12,2026-03,2100,Accrued Expenses,0,868.64,Sales tax payable,AR,INV-60340
JE-001621,03/12/26,2026-03,5000,COGS - Materials,8801.7,0,COGS,AR,INV-60340
JE-001622,2026-03-12,2026-03,1230,Inventory - Purchased for Resale,0,8801.7,Inventory relief,AR,INV-60340
JE-002556,2026-03-12,2026-03,1000,Operating Cash,16370.7,0,Customer payment,AR,KBD-CR00122
JE-002557,2026-03-12,2026-03,1100,Accounts Receivable,0,16370.7,Customer payment,AR,KBD-CR00122
JE-001289,2026-03-13,2026-03,1100,Accounts Receivable,4837.61,0,Invoice INV-60272,AR,INV-60272
JE-001290,2026-03-13,2026-03,4010,Product Sales - Distributed,0,4608.15,Invoice INV-60272,AR,INV-60272
JE-001291,2026-03-13,2026-03,4100,Freight Revenue,0,229.46,Freight billed,AR,INV-60272
JE-001292,2026-03-13,2026-03,5000,COGS - Materials,3374.2,0,COGS,AR,INV-60272
