labor_txn_id,work_order_id,operation,employee_id,clock_in,hours,labor_type,work_center_id
LT-000930,WO-70105,30,E037,2025-04-21T13:30:00,22.44,Setup,WC-INSP
LT-000931,WO-70105,30,E028,2025-04-30T10:45:00,7.48,Run,WC-INSP
LT-000932,WO-70105,40,E026,2025-04-24T07:45:00,25.13,Setup,WC-PACK
LT-000933,WO-70105,40,E033,2025-04-27T10:30:00,37.7,Setup,WC-PACK
LT-000934,WO-70106,10,E024,2026-03-31T13:15:00,33.9,Run,WC-DEBUR
LT-000935,WO-70106,20,E032,2026-04-04T10:00:00,10.63,Setup,WC-CNC1
LT-000936,WO-70107,10,E012,2025-06-27T11:00:00,6.39,Run,WC-DEBUR
LT-000937,WO-70107,10,E029,2025-07-01T10:00:00,4.26,Run,WC-DEBUR
LT-000938,WO-70107,20,E036,2025-06-30T06:45:00,3.21,Run,WC-SAW
LT-000939,WO-70107,20,E020,2025-06-26T07:00:00,2.14,Run,WC-SAW
LT-000940,WO-70107,30,E040,2025-06-26T11:30:00,13.64,Setup,WC-CNC2
LT-000941,WO-70107,30,E022,2025-06-25T14:45:00,4.55,Setup,WC-CNC2
LT-000942,WO-70107,40,E046,2025-07-03T07:45:00,6.09,Run,WC-ASSY
LT-000943,WO-70107,40,E023,2025-07-02T11:45:00,12.19,Setup,WC-ASSY
LT-000944,WO-70107,50,E021,2025-06-29T12:15:00,0.82,Run,WC-INSP
LT-000945,WO-70107,50,E015,2025-07-01T06:15:00,1.22,Setup,WC-INSP
LT-000946,WO-70107,50,E018,2025-07-04T08:00:00,0.82,Setup,WC-INSP
LT-000947,WO-70107,60,E043,2025-07-01T14:00:00,7.28,Setup,WC-PACK
LT-000948,WO-70107,60,E027,2025-06-27T14:15:00,7.28,Setup,WC-PACK
LT-000949,WO-70107,60,E023,2025-06-30T09:00:00,3.64,Run,WC-PACK
LT-000950,WO-70108,10,E010,2025-05-24T10:45:00,2.76,Run,WC-CNC2
LT-000951,WO-70108,10,E045,2025-05-24T08:45:00,5.52,Run,WC-CNC2
LT-000952,WO-70108,10,E049,2025-05-31T06:00:00,1.84,Run,WC-CNC2
LT-000953,WO-70108,20,E094,2025-05-23T08:00:00,2.49,Run,WC-ASSY
LT-000954,WO-70108,30,E051,2025-05-22T06:45:00,4.11,Run,WC-DEBUR
LT-000955,WO-70108,40,E053,2025-05-26T08:00:00,1.32,Run,WC-CNC1
LT-000956,WO-70108,50,E014,2025-05-27T09:00:00,2.32,Setup,WC-INSP
LT-000957,WO-70108,50,E027,2025-05-31T14:30:00,3.48,Setup,WC-INSP
LT-000958,WO-70108,50,E013,2025-05-22T11:15:00,3.48,Run,WC-INSP
LT-000959,WO-70108,60,E036,2025-05-25T09:00:00,5.46,Setup,WC-PACK
LT-000960,WO-70108,60,E094,2025-05-26T10:45:00,5.46,Setup,WC-PACK
LT-000961,WO-70109,10,E029,2025-09-14T13:45:00,11.01,Run,WC-SAW
LT-000962,WO-70109,20,E024,2025-09-18T09:45:00,95.4,Setup,WC-CNC1
LT-000963,WO-70109,20,E053,2025-09-19T12:00:00,95.4,Run,WC-CNC1
LT-000964,WO-70109,20,E015,2025-09-20T11:30:00,95.4,Run,WC-CNC1
LT-000965,WO-70109,30,E009,2025-09-19T14:30:00,26.85,Setup,WC-INSP
LT-000966,WO-70109,40,E051,2025-09-22T09:45:00,33.82,Setup,WC-PACK
LT-000967,WO-70109,40,E029,2025-09-22T13:00:00,67.63,Setup,WC-PACK
LT-000968,WO-70110,10,E019,2025-12-15T06:30:00,54.91,Run,WC-ASSY
LT-000969,WO-70110,10,E020,2025-12-14T12:00:00,109.81,Run,WC-ASSY
LT-000970,WO-70110,10,E035,2025-12-16T09:30:00,54.91,Run,WC-ASSY
LT-000971,WO-70110,20,E046,2025-12-06T09:15:00,4.13,Run,WC-SAW
LT-000972,WO-70110,20,E025,2025-12-16T14:45:00,6.2,Run,WC-SAW
LT-000973,WO-70110,30,E033,2025-12-15T10:00:00,45.95,Setup,WC-INSP
LT-000974,WO-70110,30,E031,2025-12-06T14:45:00,30.63,Setup,WC-INSP
LT-000975,WO-70110,40,E094,2025-12-13T06:15:00,16.88,Run,WC-PACK
LT-000976,WO-70110,40,E040,2025-12-15T13:30:00,50.64,Run,WC-PACK
LT-000977,WO-70111,40,E046,2025-07-05T13:45:00,9.12,Setup,WC-DEBUR
LT-000978,WO-70111,40,E038,2025-07-11T10:00:00,3.04,Run,WC-DEBUR
LT-000979,WO-70112,10,E016,2025-12-04T08:00:00,11.09,Run,WC-SAW
LT-000980,WO-70112,10,E033,2025-12-10T10:15:00,33.27,Run,WC-SAW
LT-000981,WO-70112,10,E026,2025-12-07T06:00:00,33.27,Run,WC-SAW
LT-000982,WO-70112,20,E036,2025-12-04T12:30:00,62.7,Setup,WC-CNC2
LT-000983,WO-70112,20,E010,2025-12-04T06:30:00,62.7,Run,WC-CNC2
LT-000984,WO-70112,30,E094,2025-12-05T10:45:00,35.85,Setup,WC-CNC1
LT-000985,WO-70112,30,E041,2025-11-30T08:15:00,53.77,Run,WC-CNC1
LT-000986,WO-70112,40,E010,2025-12-07T10:30:00,41.76,Setup,WC-ASSY
LT-000987,WO-70112,50,E042,2025-12-08T12:15:00,40.04,Run,WC-INSP
LT-000988,WO-70112,60,E017,2025-12-04T13:15:00,11.93,Run,WC-PACK
LT-000989,WO-70112,60,E043,2025-12-02T13:30:00,11.93,Run,WC-PACK
LT-000990,WO-70112,60,E050,2025-12-01T11:30:00,17.9,Run,WC-PACK
LT-000991,WO-70113,10,E010,2025-12-13T10:00:00,2.65,Setup,WC-CNC2
LT-000992,WO-70113,20,E011,2025-12-16T09:45:00,75.68,Setup,WC-DEBUR
LT-000993,WO-70113,20,E049,2025-12-09T13:45:00,25.23,Setup,WC-DEBUR
LT-000994,WO-70113,20,E015,2025-12-12T13:15:00,25.23,Setup,WC-DEBUR
LT-000995,WO-70113,30,E095,2025-12-11T07:30:00,17.65,Run,WC-INSP
LT-000996,WO-70113,30,E028,2025-12-13T14:30:00,17.65,Run,WC-INSP
LT-000997,WO-70113,30,E009,2025-12-16T07:30:00,11.76,Run,WC-INSP
LT-000998,WO-70113,40,E036,2025-12-08T08:45:00,2.65,Setup,WC-PACK
LT-000999,WO-70113,40,E013,2025-12-08T11:45:00,2.65,Run,WC-PACK
LT-001000,WO-70114,10,E017,2026-03-14T14:45:00,6.05,Setup,WC-DEBUR
LT-001001,WO-70114,20,E013,2026-03-09T06:30:00,7.02,Run,WC-SAW
LT-001002,WO-70114,20,E035,2026-03-12T09:00:00,21.07,Setup,WC-SAW
LT-001003,WO-70114,30,E041,2026-03-11T13:00:00,4.18,Run,WC-INSP
LT-001004,WO-70114,30,E024,2026-03-09T07:15:00,6.27,Run,WC-INSP
LT-001005,WO-70114,30,E049,2026-03-06T13:30:00,4.18,Run,WC-INSP
LT-001006,WO-70114,40,E046,2026-03-10T08:30:00,10.96,Run,WC-PACK
LT-001007,WO-70114,40,E015,2026-03-04T14:00:00,3.65,Run,WC-PACK
LT-001008,WO-70115,10,E025,2025-11-17T10:45:00,3.05,Setup,WC-SAW
LT-001009,WO-70115,10,E030,2025-11-17T08:45:00,4.58,Run,WC-SAW
LT-001010,WO-70115,20,E028,2025-11-17T07:00:00,4.98,Run,WC-DEBUR
LT-001011,WO-70115,20,E037,2025-11-18T07:15:00,3.32,Setup,WC-DEBUR
LT-001012,WO-70115,30,E043,2025-11-12T13:15:00,11.35,Run,WC-ASSY
LT-001013,WO-70115,30,E035,2025-11-11T11:15:00,3.78,Run,WC-ASSY
LT-001014,WO-70115,30,E022,2025-11-14T10:30:00,5.67,Setup,WC-ASSY
LT-001015,WO-70115,40,E049,2025-11-17T12:00:00,1.75,Setup,WC-INSP
LT-001016,WO-70115,50,E094,2025-11-14T13:15:00,4.4,Setup,WC-PACK
LT-001017,WO-70116,10,E011,2026-01-06T13:30:00,1.73,Run,WC-ASSY
LT-001018,WO-70116,20,E046,2026-01-13T13:45:00,1.78,Setup,WC-CNC1
LT-001019,WO-70116,20,E044,2026-01-14T08:00:00,1.78,Run,WC-CNC1
LT-001020,WO-70116,30,E036,2026-01-05T08:30:00,1.38,Run,WC-INSP
LT-001021,WO-70116,40,E012,2026-01-10T06:45:00,4.13,Run,WC-PACK
LT-001022,WO-70116,40,E010,2026-01-09T08:00:00,1.38,Run,WC-PACK
LT-001023,WO-70116,40,E048,2026-01-13T11:30:00,2.06,Run,WC-PACK
LT-001024,WO-70117,10,E009,2025-06-18T10:15:00,12.46,Setup,WC-SAW
LT-001025,WO-70117,10,E020,2025-06-20T06:45:00,12.46,Setup,WC-SAW
LT-001026,WO-70117,20,E043,2025-06-23T10:45:00,17.9,Setup,WC-CNC2
LT-001027,WO-70117,20,E036,2025-06-24T06:15:00,8.95,Run,WC-CNC2
LT-001028,WO-70117,20,E015,2025-06-19T11:30:00,8.95,Setup,WC-CNC2
LT-001029,WO-70117,30,E028,2025-06-24T06:45:00,5.97,Run,WC-CNC1
LT-001030,WO-70117,40,E046,2025-06-27T10:30:00,10.64,Setup,WC-ASSY
LT-001031,WO-70117,50,E017,2025-06-27T12:30:00,10.3,Run,WC-INSP
LT-001032,WO-70117,60,E053,2025-06-20T06:45:00,17.29,Run,WC-PACK
LT-001033,WO-70118,10,E023,2026-03-03T14:45:00,32.28,Run,WC-DEBUR
LT-001034,WO-70118,10,E038,2026-03-08T06:45:00,32.28,Setup,WC-DEBUR
LT-001035,WO-70118,20,E047,2026-02-27T11:45:00,32.95,Run,WC-SAW
LT-001036,WO-70118,20,E024,2026-03-01T12:30:00,98.84,Run,WC-SAW
LT-001037,WO-70118,30,E044,2026-02-28T14:45:00,28.54,Setup,WC-INSP
LT-001038,WO-70118,30,E023,2026-02-27T08:15:00,28.54,Run,WC-INSP
LT-001039,WO-70118,30,E044,2026-03-08T13:45:00,42.8,Run,WC-INSP
LT-001040,WO-70118,40,E036,2026-02-28T08:30:00,22.98,Run,WC-PACK
LT-001041,WO-70119,10,E094,2025-11-05T14:30:00,2.92,Setup,WC-SAW
LT-001042,WO-70119,10,E040,2025-11-04T13:00:00,2.92,Run,WC-SAW
LT-001043,WO-70119,10,E023,2025-10-29T06:45:00,2.92,Setup,WC-SAW
LT-001044,WO-70119,20,E013,2025-11-05T09:15:00,7.51,Setup,WC-CNC1
LT-001045,WO-70119,20,E044,2025-11-03T11:30:00,7.51,Setup,WC-CNC1
LT-001046,WO-70119,30,E038,2025-11-01T07:15:00,1.58,Run,WC-INSP
LT-001047,WO-70119,30,E014,2025-11-01T13:00:00,1.58,Run,WC-INSP
LT-001048,WO-70119,30,E027,2025-10-29T14:00:00,1.58,Run,WC-INSP
LT-001049,WO-70119,40,E021,2025-10-28T09:45:00,2.51,Run,WC-PACK
LT-001050,WO-70119,40,E038,2025-11-04T11:45:00,7.52,Setup,WC-PACK
LT-001051,WO-70120,10,E054,2025-06-22T10:00:00,6.74,Setup,WC-SAW
LT-001052,WO-70120,10,E034,2025-06-27T09:45:00,6.74,Setup,WC-SAW
LT-001053,WO-70120,10,E047,2025-07-01T13:00:00,13.47,Run,WC-SAW
LT-001054,WO-70120,20,E016,2025-06-29T14:00:00,11.29,Setup,WC-CNC2
LT-001055,WO-70120,20,E017,2025-06-24T09:30:00,7.52,Run,WC-CNC2
LT-001056,WO-70120,20,E014,2025-06-24T09:15:00,22.57,Run,WC-CNC2
LT-001057,WO-70120,30,E017,2025-06-21T13:15:00,6.97,Setup,WC-INSP
LT-001058,WO-70120,30,E029,2025-06-28T14:00:00,4.65,Setup,WC-INSP
LT-001059,WO-70120,40,E052,2025-06-30T13:15:00,27.65,Run,WC-PACK
LT-001060,WO-70121,10,E026,2025-09-14T13:00:00,3.81,Run,WC-SAW
LT-001061,WO-70121,10,E095,2025-09-18T10:45:00,1.27,Run,WC-SAW
LT-001062,WO-70121,10,E012,2025-09-18T14:15:00,1.27,Run,WC-SAW
LT-001063,WO-70121,20,E040,2025-09-17T07:45:00,10.73,Run,WC-CNC2
LT-001064,WO-70121,20,E041,2025-09-15T07:00:00,10.73,Run,WC-CNC2
LT-001065,WO-70121,40,E044,2025-09-11T11:45:00,12.6,Run,WC-ASSY
LT-001066,WO-70121,50,E011,2025-09-19T06:15:00,14.22,Run,WC-INSP
LT-001067,WO-70121,60,E042,2025-09-21T11:45:00,4.62,Setup,WC-PACK
LT-001068,WO-70122,10,E050,2025-06-29T08:00:00,18.64,Run,WC-CNC2
LT-001069,WO-70122,20,E019,2025-07-02T09:15:00,24.4,Run,WC-ASSY
LT-001070,WO-70122,20,E048,2025-07-01T06:30:00,12.2,Setup,WC-ASSY
LT-001071,WO-70122,30,E026,2025-06-23T11:45:00,12.91,Run,WC-DEBUR
LT-001072,WO-70122,40,E031,2025-07-03T08:45:00,5.73,Run,WC-CNC1
LT-001073,WO-70122,40,E053,2025-06-30T11:15:00,5.73,Setup,WC-CNC1
LT-001074,WO-70122,40,E024,2025-07-02T13:15:00,5.73,Setup,WC-CNC1
LT-001075,WO-70122,50,E009,2025-06-28T06:00:00,10.34,Run,WC-INSP
LT-001076,WO-70122,50,E051,2025-06-23T12:30:00,10.34,Run,WC-INSP
LT-001077,WO-70122,60,E041,2025-06-30T14:00:00,3.52,Run,WC-PACK
LT-001078,WO-70122,60,E030,2025-06-25T07:45:00,3.52,Setup,WC-PACK
LT-001079,WO-70123,10,E024,2025-10-03T10:00:00,3.35,Run,WC-ASSY
LT-001080,WO-70123,10,E036,2025-10-02T09:45:00,1.68,Run,WC-ASSY
LT-001081,WO-70123,10,E049,2025-09-26T10:15:00,3.35,Run,WC-ASSY
LT-001082,WO-70123,20,E022,2025-10-04T07:30:00,1.31,Run,WC-CNC1
LT-001083,WO-70123,20,E028,2025-09-25T13:30:00,3.94,Setup,WC-CNC1
LT-001084,WO-70123,20,E054,2025-10-02T14:45:00,1.97,Run,WC-CNC1
LT-001085,WO-70123,30,E048,2025-09-27T11:15:00,4.83,Run,WC-INSP
LT-001086,WO-70123,30,E042,2025-09-27T10:45:00,2.42,Setup,WC-INSP
LT-001087,WO-70123,30,E016,2025-09-27T14:00:00,4.83,Setup,WC-INSP
LT-001088,WO-70123,40,E017,2025-09-25T13:45:00,2.9,Run,WC-PACK
LT-001089,WO-70123,40,E017,2025-10-03T06:15:00,2.9,Run,WC-PACK
LT-001090,WO-70124,10,E031,2025-10-23T06:45:00,2.21,Setup,WC-SAW
LT-001091,WO-70124,20,E018,2025-10-17T08:30:00,5.23,Run,WC-CNC2
LT-001092,WO-70124,20,E046,2025-10-18T07:45:00,5.23,Setup,WC-CNC2
LT-001093,WO-70124,20,E049,2025-10-19T11:15:00,3.49,Run,WC-CNC2
LT-001094,WO-70124,30,E050,2025-10-16T14:00:00,3.22,Run,WC-INSP
LT-001095,WO-70124,40,E009,2025-10-21T12:00:00,6.83,Run,WC-PACK
LT-001096,WO-70124,40,E018,2025-10-17T10:00:00,6.83,Run,WC-PACK
LT-001097,WO-70125,10,E047,2026-02-23T14:15:00,7.2,Setup,WC-ASSY
LT-001098,WO-70125,10,E051,2026-02-24T11:45:00,7.2,Run,WC-ASSY
LT-001099,WO-70125,10,E044,2026-02-26T09:15:00,10.8,Setup,WC-ASSY
LT-001100,WO-70125,20,E095,2026-02-22T12:30:00,56.72,Run,WC-DEBUR
LT-001101,WO-70125,20,E020,2026-02-27T06:45:00,28.36,Run,WC-DEBUR
LT-001102,WO-70125,30,E040,2026-02-22T12:30:00,10.02,Setup,WC-INSP
LT-001103,WO-70125,30,E020,2026-02-26T07:15:00,20.03,Setup,WC-INSP
LT-001104,WO-70125,40,E034,2026-02-23T13:30:00,11.37,Run,WC-PACK
LT-001105,WO-70125,40,E051,2026-03-01T06:30:00,34.09,Run,WC-PACK
LT-001106,WO-70125,40,E040,2026-03-03T10:15:00,34.09,Run,WC-PACK
LT-001107,WO-70126,10,E044,2026-02-19T07:00:00,0.95,Run,WC-DEBUR
LT-001108,WO-70126,20,E045,2026-02-21T12:00:00,2.44,Setup,WC-CNC1
LT-001109,WO-70126,20,E034,2026-02-19T13:00:00,2.44,Run,WC-CNC1
LT-001110,WO-70126,30,E045,2026-02-19T06:00:00,1.72,Run,WC-SAW
LT-001111,WO-70126,30,E009,2026-02-17T07:00:00,1.72,Run,WC-SAW
LT-001112,WO-70126,30,E034,2026-02-19T09:00:00,3.45,Run,WC-SAW
LT-001113,WO-70126,40,E032,2026-02-20T12:00:00,6.45,Setup,WC-ASSY
LT-001114,WO-70126,40,E029,2026-02-20T09:30:00,2.15,Setup,WC-ASSY
LT-001115,WO-70126,50,E053,2026-02-18T07:15:00,7.87,Setup,WC-INSP
LT-001116,WO-70126,50,E022,2026-02-12T11:30:00,7.87,Run,WC-INSP
LT-001117,WO-70126,60,E041,2026-02-19T14:30:00,1.05,Setup,WC-PACK
LT-001118,WO-70126,60,E011,2026-02-16T14:30:00,1.05,Setup,WC-PACK
LT-001119,WO-70127,10,E040,2025-12-17T14:30:00,5.7,Run,WC-DEBUR
LT-001120,WO-70127,10,E054,2025-12-17T13:15:00,2.85,Run,WC-DEBUR
LT-001121,WO-70127,20,E043,2025-12-20T06:45:00,0.55,Run,WC-SAW
LT-001122,WO-70127,20,E029,2025-12-25T06:45:00,1.64,Run,WC-SAW
LT-001123,WO-70127,20,E028,2025-12-18T13:15:00,0.82,Run,WC-SAW
LT-001124,WO-70127,30,E034,2025-12-25T13:30:00,1.94,Run,WC-INSP
LT-001125,WO-70127,40,E031,2025-12-21T07:00:00,8.22,Setup,WC-PACK
LT-001126,WO-70128,40,E030,2025-04-12T06:30:00,2.6,Run,WC-CNC2
LT-001127,WO-70128,60,E046,2025-04-17T13:00:00,1.84,Run,WC-PACK
LT-001128,WO-70128,60,E042,2025-04-18T12:30:00,2.77,Run,WC-PACK
LT-001129,WO-70129,10,E050,2025-10-30T14:30:00,11.89,Run,WC-CNC1
LT-001130,WO-70129,10,E036,2025-10-21T14:30:00,7.93,Setup,WC-CNC1
LT-001131,WO-70129,10,E034,2025-10-22T07:45:00,11.89,Run,WC-CNC1
LT-001132,WO-70129,20,E038,2025-10-20T11:45:00,5.83,Run,WC-CNC2
LT-001133,WO-70129,20,E042,2025-10-29T13:30:00,1.94,Run,WC-CNC2
LT-001134,WO-70129,20,E021,2025-10-28T06:15:00,1.94,Run,WC-CNC2
LT-001135,WO-70129,30,E035,2025-10-23T11:30:00,5.01,Run,WC-ASSY
LT-001136,WO-70129,30,E051,2025-10-29T12:15:00,5.01,Run,WC-ASSY
LT-001137,WO-70129,30,E054,2025-10-29T11:30:00,1.67,Setup,WC-ASSY
LT-001138,WO-70129,40,E028,2025-10-30T10:15:00,52.7,Setup,WC-SAW
LT-001139,WO-70129,50,E033,2025-10-26T09:45:00,6.69,Run,WC-INSP
LT-001140,WO-70129,60,E039,2025-10-30T13:00:00,13.74,Run,WC-PACK
LT-001141,WO-70130,20,E023,2026-01-07T06:15:00,3.52,Run,WC-CNC2
LT-001142,WO-70130,20,E017,2026-01-01T08:45:00,1.76,Setup,WC-CNC2
LT-001143,WO-70130,20,E033,2026-01-10T13:15:00,1.76,Run,WC-CNC2
LT-001144,WO-70130,40,E032,2026-01-11T14:00:00,31.93,Run,WC-PACK
LT-001145,WO-70130,40,E048,2026-01-09T14:15:00,31.93,Run,WC-PACK
LT-001146,WO-70130,40,E025,2026-01-02T10:15:00,15.96,Run,WC-PACK
LT-001147,WO-70131,10,E032,2025-06-12T10:15:00,45.58,Setup,WC-DEBUR
LT-001148,WO-70131,10,E027,2025-06-15T07:30:00,45.58,Setup,WC-DEBUR
LT-001149,WO-70131,20,E023,2025-06-12T10:00:00,20.84,Run,WC-CNC1
LT-001150,WO-70131,20,E012,2025-06-12T12:15:00,41.69,Run,WC-CNC1
LT-001151,WO-70131,30,E025,2025-06-15T14:30:00,70.1,Setup,WC-ASSY
LT-001152,WO-70131,30,E046,2025-06-18T06:15:00,70.1,Run,WC-ASSY
LT-001153,WO-70131,40,E050,2025-06-16T07:45:00,11.93,Run,WC-SAW
LT-001154,WO-70131,40,E010,2025-06-12T12:00:00,17.89,Setup,WC-SAW
LT-001155,WO-70131,50,E045,2025-06-15T14:30:00,43.94,Run,WC-INSP
LT-001156,WO-70131,60,E052,2025-06-17T14:15:00,10.88,Setup,WC-PACK
LT-001157,WO-70131,60,E043,2025-06-10T13:15:00,10.88,Setup,WC-PACK
LT-001158,WO-70132,10,E049,2026-01-19T07:30:00,3.34,Run,WC-ASSY
LT-001159,WO-70132,10,E010,2026-01-16T06:00:00,3.34,Setup,WC-ASSY
LT-001160,WO-70132,10,E025,2026-01-20T14:30:00,1.67,Setup,WC-ASSY
LT-001161,WO-70132,20,E046,2026-01-20T12:15:00,2.67,Setup,WC-CNC1
LT-001162,WO-70132,20,E035,2026-01-15T11:45:00,1.78,Run,WC-CNC1
LT-001163,WO-70132,20,E094,2026-01-23T10:00:00,1.78,Run,WC-CNC1
LT-001164,WO-70132,30,E011,2026-01-24T09:30:00,1.93,Run,WC-INSP
LT-001165,WO-70132,40,E050,2026-01-17T13:45:00,2.26,Run,WC-PACK
LT-001166,WO-70132,40,E053,2026-01-19T12:45:00,2.26,Run,WC-PACK
LT-001167,WO-70132,40,E048,2026-01-19T07:00:00,4.52,Setup,WC-PACK
LT-001168,WO-70133,10,E028,2026-03-31T06:30:00,3.87,Setup,WC-CNC1
LT-001169,WO-70133,20,E051,2026-04-05T07:15:00,2.05,Setup,WC-ASSY
LT-001170,WO-70133,20,E052,2026-04-02T09:30:00,6.14,Run,WC-ASSY
LT-001171,WO-70133,20,E049,2026-03-28T13:00:00,3.07,Run,WC-ASSY
LT-001172,WO-70133,40,E042,2026-03-29T12:00:00,3.51,Run,WC-PACK
LT-001173,WO-70133,40,E028,2026-03-31T09:45:00,3.51,Run,WC-PACK
LT-001174,WO-70133,40,E033,2026-03-31T10:30:00,10.52,Setup,WC-PACK
LT-001175,WO-70134,10,E026,2025-08-29T09:30:00,27.02,Setup,WC-ASSY
LT-001176,WO-70134,10,E054,2025-08-23T12:45:00,27.02,Run,WC-ASSY
LT-001177,WO-70134,10,E042,2025-08-28T08:45:00,54.03,Setup,WC-ASSY
LT-001178,WO-70134,20,E034,2025-08-19T07:15:00,32.61,Run,WC-DEBUR
LT-001179,WO-70134,30,E023,2025-08-23T10:45:00,36.2,Run,WC-INSP
LT-001180,WO-70134,30,E034,2025-08-28T14:30:00,18.1,Setup,WC-INSP
LT-001181,WO-70134,30,E039,2025-08-19T10:00:00,18.1,Setup,WC-INSP
LT-001182,WO-70134,40,E040,2025-08-21T07:15:00,34.17,Run,WC-PACK
LT-001183,WO-70134,40,E040,2025-08-29T10:15:00,51.26,Run,WC-PACK
LT-001184,WO-70135,10,E017,2025-12-28T11:45:00,3.79,Run,WC-SAW
LT-001185,WO-70135,10,E019,2026-01-02T08:00:00,3.79,Run,WC-SAW
LT-001186,WO-70135,20,E022,2025-12-27T13:30:00,26.3,Setup,WC-CNC1
LT-001187,WO-70135,20,E039,2026-01-04T14:45:00,26.3,Run,WC-CNC1
LT-001188,WO-70135,30,E050,2025-12-30T09:45:00,5.9,Setup,WC-INSP
LT-001189,WO-70135,30,E095,2025-12-31T10:00:00,11.8,Setup,WC-INSP
LT-001190,WO-70135,40,E018,2025-12-31T09:45:00,8.9,Run,WC-PACK
LT-001191,WO-70135,40,E028,2026-01-02T12:15:00,8.9,Setup,WC-PACK
LT-001192,WO-70135,40,E042,2026-01-01T10:45:00,8.9,Run,WC-PACK
LT-001193,WO-70136,10,E025,2025-12-04T06:45:00,100.53,Run,WC-SAW
LT-001194,WO-70136,20,E046,2025-12-06T14:45:00,11.14,Setup,WC-CNC1
LT-001195,WO-70136,30,E044,2025-12-04T13:30:00,119.08,Run,WC-INSP
LT-001196,WO-70136,30,E037,2025-12-01T11:45:00,39.69,Setup,WC-INSP
LT-001197,WO-70136,40,E013,2025-12-01T11:15:00,50.66,Setup,WC-PACK
LT-001198,WO-70136,40,E020,2025-12-06T10:15:00,33.77,Setup,WC-PACK
LT-001199,WO-70137,10,E037,2025-06-13T11:30:00,3.14,Run,WC-ASSY
LT-001200,WO-70137,10,E048,2025-06-21T13:30:00,2.09,Run,WC-ASSY
LT-001201,WO-70137,10,E014,2025-06-18T08:45:00,6.28,Run,WC-ASSY
LT-001202,WO-70137,20,E013,2025-06-18T11:15:00,3.24,Run,WC-CNC1
LT-001203,WO-70137,30,E016,2025-06-17T09:00:00,2.6,Run,WC-INSP
LT-001204,WO-70137,30,E019,2025-06-22T08:00:00,5.19,Run,WC-INSP
LT-001205,WO-70137,30,E017,2025-06-19T06:30:00,2.6,Setup,WC-INSP
LT-001206,WO-70137,40,E050,2025-06-17T12:00:00,11.49,Setup,WC-PACK
LT-001207,WO-70138,10,E009,2025-04-30T10:30:00,8.93,Setup,WC-CNC1
LT-001208,WO-70138,10,E045,2025-05-01T12:00:00,13.39,Setup,WC-CNC1
LT-001209,WO-70138,10,E042,2025-04-23T12:30:00,8.93,Run,WC-CNC1
LT-001210,WO-70138,20,E036,2025-04-27T10:45:00,29.35,Setup,WC-ASSY
LT-001211,WO-70138,30,E019,2025-04-27T12:30:00,11.21,Run,WC-INSP
LT-001212,WO-70138,30,E037,2025-04-28T11:15:00,16.81,Run,WC-INSP
LT-001213,WO-70138,30,E012,2025-04-25T12:00:00,16.81,Run,WC-INSP
LT-001214,WO-70138,40,E052,2025-04-27T08:45:00,32.57,Setup,WC-PACK
LT-001215,WO-70138,40,E030,2025-04-24T10:30:00,32.57,Run,WC-PACK
LT-001216,WO-70138,40,E032,2025-04-22T11:45:00,65.14,Run,WC-PACK
LT-001217,WO-70139,10,E034,2025-09-20T09:00:00,52.88,Run,WC-SAW
LT-001218,WO-70139,20,E022,2025-09-27T09:30:00,75.67,Run,WC-CNC2
LT-001219,WO-70139,30,E017,2025-09-27T14:30:00,7.4,Run,WC-CNC1
LT-001220,WO-70139,30,E045,2025-09-27T11:45:00,4.93,Run,WC-CNC1
LT-001221,WO-70139,40,E053,2025-09-28T14:45:00,11.58,Run,WC-ASSY
LT-001222,WO-70139,50,E024,2025-09-26T10:15:00,47.17,Setup,WC-INSP
LT-001223,WO-70139,50,E022,2025-09-28T12:30:00,15.72,Run,WC-INSP
LT-001224,WO-70139,50,E024,2025-09-24T12:45:00,23.59,Run,WC-INSP
LT-001225,WO-70139,60,E032,2025-09-29T08:30:00,17.62,Run,WC-PACK
LT-001226,WO-70140,10,E014,2025-04-19T08:30:00,3.8,Run,WC-SAW
LT-001227,WO-70140,20,E039,2025-04-17T06:15:00,3.87,Setup,WC-CNC1
LT-001228,WO-70140,20,E009,2025-04-18T13:30:00,11.62,Setup,WC-CNC1
LT-001229,WO-70140,30,E048,2025-04-19T13:30:00,18.77,Run,WC-CNC2
LT-001230,WO-70140,30,E025,2025-04-18T12:00:00,6.26,Run,WC-CNC2
LT-001231,WO-70140,30,E050,2025-04-15T06:30:00,6.26,Setup,WC-CNC2
LT-001232,WO-70140,40,E047,2025-04-12T12:45:00,6.01,Run,WC-ASSY
LT-001233,WO-70140,40,E019,2025-04-12T14:15:00,18.04,Setup,WC-ASSY
LT-001234,WO-70140,40,E095,2025-04-13T12:00:00,6.01,Run,WC-ASSY
LT-001235,WO-70140,50,E044,2025-04-20T11:30:00,2.69,Setup,WC-INSP
LT-001236,WO-70140,50,E018,2025-04-11T09:00:00,5.39,Setup,WC-INSP
LT-001237,WO-70140,60,E024,2025-04-10T11:45:00,7.39,Setup,WC-PACK
LT-001238,WO-70140,60,E043,2025-04-16T07:45:00,7.39,Setup,WC-PACK
LT-001239,WO-70140,60,E046,2025-04-17T10:45:00,14.79,Setup,WC-PACK
