Invoice Number,Customer Id,So Number,Shipment Id,Customer Po Number,Invoice Date,Due Date,Payment Terms,Merchandise Total,Freight,Sales Tax,Invoice Total,Amount Paid,Balance,Status,Delivery Method,Gl Revenue Account
INV-60449,KBD-CUST0021,SO-26479,SH-50450,PO410444,2026-02-10,2026-03-12,2% 10 Net 30,4602.2,0.0,333.66,4935.86,4935.86,0.0,Paid,Email PDF,4010
INV-60450,KBD-CUST0020,SO-26480,SH-50451,PO239204,2026-03-25,2026-05-09,Net 45,26810.61,279.77,0.0,27090.38,0.0,27090.38,Open,Mail,4010
INV-60451,KBD-CUST0021,SO-26481,SH-50452,PUR-233569,2025-11-15,2025-12-15,2% 10 Net 30,25575.48,5932.97,1854.22,33362.67,33362.67,0.0,Paid,Email PDF,4010
INV-60452,KBD-CUST0001,SO-26482,SH-50453,PO140756,2025-05-22,2025-06-21,Net 30,3832.57,0.0,0.0,3832.57,3832.57,0.0,Paid,Mail,4010
INV-60453,KBD-CUST0006,SO-26483,SH-50454,4500943999,2025-06-22,2025-08-21,Net 60,703.78,72.19,51.02,826.99,826.99,0.0,Paid,Portal upload,4010
INV-60454,KBD-CUST0026,SO-26485,SH-50455,PUR-876502,2025-11-12,2025-11-12,COD,21799.9,0.0,0.0,21799.9,21799.9,0.0,Paid,EDI 810,4010
INV-60455,KBD-CUST0005,SO-26486,SH-50456,P155897,2025-10-22,2025-11-21,Net 30,2707.25,1325.96,0.0,4033.21,4033.21,0.0,Paid,Email PDF,4010
INV-60456,KBD-CUST0014,SO-26487,SH-50457,PUR-202971,2025-09-13,2025-10-13,2% 10 Net 30,437.89,0.0,0.0,437.89,437.89,0.0,Paid,EDI 810,4010
INV-60457,KBD-CUST0003,SO-26488,SH-50458,4500794103,2026-02-19,2026-03-21,Net 30,5804.04,0.0,0.0,5804.04,5804.04,0.0,Paid,EDI 810,4010
INV-60458,KBD-CUST0030,SO-26490,SH-50459,PO601362,2025-06-14,2025-07-14,Net 30,23478.24,0.0,0.0,23478.24,23478.24,0.0,Paid,Mail,4010
INV-60459,KBD-CUST0015,SO-26491,SH-50460,PUR-401279,2025-07-31,2025-08-30,Net 30,12431.18,5006.96,0.0,17438.14,17438.14,0.0,Paid,Email PDF,4010
INV-60460,KBD-CUST0019,SO-26492,SH-50461,PUR-483715,2025-08-21,2025-10-05,Net 45,28237.25,0.0,2047.2,30284.45,30284.45,0.0,Paid,Portal upload,4010
INV-60461,KBD-CUST0030,SO-26493,SH-50462,4500432840,2026-03-26,2026-04-25,Net 30,3140.83,0.0,0.0,3140.83,0.0,3140.83,Open,Portal upload,4010
INV-60462,KBD-CUST0005 ,SO-26494,SH-50463,P853436,2025-10-29,2025-11-28,Net 30,23254.99,268.62,0.0,23523.61,23523.61,0.0,Paid,Portal upload,4010
INV-60463,KBD-CUST0029,SO-26495,SH-50464,PUR-807625,2025-05-30,2025-06-29,Net 30 ,25743.3,206.31,0.0,25949.61,25949.61,0.0,Paid,Portal upload,4010
INV-60464,KBD-CUST0029,SO-26496 ,SH-50465,4500382574,2025-09-04 ,2025-10-04,Net 30,11273.96,345.71,0.0,11619.67,11619.67,0.0,Paid,Email PDF,4010
INV-60465,KBD-CUST0026,SO-26497,SH-50466,P695688,2026-02-23,2026-02-23,COD,15956.34,0.0,0.0,15956.34,0.0,15956.34,Past Due,Email PDF,4010
INV-60466,KBD-CUST0015,SO-26498,SH-50467,P150254,2025-10-14,2025-11-13,Net 30,27235.43,1688.55,0.0,28923.98,28923.98,0.0,Paid,Mail ,4010
INV-60467,KBD-CUST0023,SO-26499,SH-50468,P524965,2025-12-01,01/30/2026,Net 60,15010.88,344.9,0.0,15355.78,15355.78,0.0,Paid,Mail,4010
INV-60468,KBD-CUST0004,SO-26500,SH-50469,PO559787,2025-10-04,2025-12-03,Net 60 ,15175.92,7541.89,0.0,22717.81,22717.81,0.0,Paid,Portal upload,4010
INV-60469,KBD-CUST0007,SO-26501,SH-50470,P303017,2026-02-09,2026-03-11,Net 30,2701.19,0.0,0.0,2701.19,0.0,2701.19,Past Due,Mail,4010
INV-60470,KBD-CUST0028,SO-26502,SH-50471,P376043,2025-09-09,2025-10-24,Net 45,249.88,0.0,0.0,249.88,249.88,0.0,Paid,Email PDF,4010
INV-60471,KBD-CUST0019,SO-26503,SH-50472,4500955720,2026-03-11,2026-04-25,Net 45,4186.87,0.0,303.55,4490.42,0.0,4490.42,Open,Email PDF,4010
INV-60472,KBD-CUST0021,SO-26504,SH-50473,P228704,2026-01-21,2026-02-20,2% 10 Net 30,1624.8,0.0,117.8,1742.6,1742.6,0.0,Paid,EDI 810,4010
INV-60473,KBD-CUST0008,SO-26505,SH-50474,4500745159,2025-10-28,2025-12-27,Net 60,40163.71,0.0,0.0,40163.71,40163.71,0.0,Paid,Portal upload,4010
INV-60474,KBD-CUST0021,SO-26506,SH-50475,PO525039,"Jan 20, 2026",2026-02-19,2% 10 Net 30 ,2244.63,302.08,162.74,2709.45,2423.25,286.2,Short Paid,Email PDF,4010
INV-60475,KBD-CUST0028,SO-26507,SH-50476,PUR-766220,2025-09-07,22-Oct-2025,Net 45,3799.51,0.0,0.0,3799.51,3799.51,0.0,Paid ,Portal upload,4010
INV-60476,KBD-CUST0020,SO-26508,SH-50477,P467547,2025-11-02,12/17/25,Net 45,11788.41,0.0,0.0,11788.41,11571.13,217.28,Short Paid,Email PDF,4010
INV-60477,KBD-CUST0031,SO-26509,SH-50478 ,P912103,2025-07-20,2025-09-03,Net 45,12893.05,0.0,934.75,13827.8,13827.8,0.0,Paid,Portal upload,4010
INV-60478,KBD-CUST0010,SO-26510,SH-50479,4500276692,2026-02-27,03/29/26,Net 30,18935.82,2095.55,1372.85,22404.22,0.0,22404.22,Past Due,Email PDF,4010
INV-60479,KBD-CUST0031,SO-26512,SH-50480,PO639147,03/14/2026,2026-04-28,Net 45,51420.28,0.0,3727.97,55148.25,0.0,55148.25,Open,Mail,4010
INV-60480,KBD-CUST0027,SO-26513,SH-50481,P493373,2025-10-03,2025-11-02,Net 30,13739.09,0.0,0.0,13739.09,13739.09,0.0,Paid,EDI 810,4010
INV-60481,KBD-CUST0031,SO-26514,SH-50482,P528147,2025-09-24,2025-11-08,Net 45,14231.29,0.0,1031.77,15263.06,15263.06,0.0,Paid,Mail,4010
INV-60482,KBD-CUST0014,SO-26515,SH-50483,PO361070,04/21/25,2025-05-21,2% 10 Net 30,9214.75,0.0,0.0,9214.75,9214.75,0.0,Paid,Mail,4010
INV-60483,KBD-CUST0030,SO-26516,SH-50484,4500673478 ,2025-09-01,2025-10-01,Net 30,550.5,0.0,0.0,550.5,550.5,0.0,Paid,EDI 810,4010
INV-60484,KBD-CUST0024,SO-26517,SH-50485,P250059,2025-12-15 ,2026-01-29,Net 45,25406.92,0.0,1842.0,27248.92,27248.92,0.0,Paid,Portal upload,4010
INV-60485,KBD-CUST0010,SO-26518,SH-50486,PUR-810798,2025-06-09,2025-07-09,Net 30,21449.38,2277.05,1555.08,25281.51,25281.51,0.0,Paid,Email PDF,4010
INV-60486,KBD-CUST0023,SO-26519,SH-50487,PO859237,2025-08-19,2025-10-18,Net 60,33947.99,130.99,0.0,34078.98,34078.98,0.0,Paid,Email PDF,4010
INV-60487,KBD-CUST0012,SO-26520,SH-50488,PUR-606295,"Oct 12, 2025",2025-12-11,Net 60,860.06,178.4,0.0,1038.46,1038.46,0.0,Paid,Mail,4010
