Po Number,Line,Item Id,Description,Manufacturer Part Number,Ordered Qty,Uom,Price,Extended Cost,Need By Date,Promised Date,Received Qty,Line Status,Gl Account
PO-31223,4,GEAR-1067,Gear Reducer M6,P63847,151,EA,498.09000000000003,75211.59,2026-02-19,2026-02-19 ,151,Received,1230
PO-31224,1,MOUN-1008,Mounted Ball Bearing Unit #60,D34695,52,EA,71.79,3733.08,2025-12-27,2026-01-01,52,Received,1230
PO-31224,2,SHEA-1064,Sheave / Pulley M12 ,P15027,23,EA,135.68,3120.64,2025-12-07,2025-12-07,23,Received,1230
PO-31224,3,MOUN-1008,Mounted Ball Bearing Unit #60,D34695,52,EA,71.79,3733.08,2025-12-27,2025-12-29,52,Received,1230
PO-31225,1,KIM-G10,"KleenGuard G10 nitrile gloves, large, 100/bx",G10,50,BX,11.17,558.5,2026-03-29,2026-03-31,0,Open,6700
PO-31225,2,3M-SF401AF,SecureFit 400 safety glasses clear anti-fog,SF401AF,84,EA,4.05,340.2,2026-03-25,2026-03-30,0,Open,6700
PO-31226,1,SPRO-1011,Sprocket #60,B43448,148,EA,118.48,17535.04,2025-12-12,12-Dec-2025,148,Received,1230
PO-31227,1,AC-1033,AC Motor TEFC 3/4-10,L32810,142,EA,1093.27,155244.34,2025-12-30,2025-12-30,142,Received,1230
PO-31227,2,SPRO-1050,Sprocket 5/16-18,K95916,53,EA,13.11,694.83,2025-12-13,2025-12-13,53,Received,1230
PO-31228,1,AC-1048,AC Motor TEFC M6,F82120,100,EA,1745.47,174547.0,2026-02-14,2026-02-14,100,Received,1230
PO-31228,2,SHEA-1038,Sheave / Pulley 2.000,K77998,100,EA,295.28000000000003,29528.0,2026-02-05 ,2026-02-05,100,Received,1230
PO-31228,3,GEAR-1073,Gear Reducer 5/16-18,P40743,77,EA,1958.14,150776.78,2026-01-23,2026-01-25,77,Received,1230
PO-31228,4,SHEA-1038,Sheave / Pulley 2.000,K77998,250,EA,295.28000000000003,73820.0,2026-02-05,07-Feb-2026,250,Received,1230
PO-31229,1,SHEA-1088,Sheave / Pulley 1/4-20,L25703,91,EA,189.79,17270.89,2025-08-18,2025-08-18,91,Received,1230
PO-31229,2,SPRO-1027,Sprocket 1/4-20,K15825,183,EA,77.98,14270.34,2025-08-05,2025-08-07,183,Received,1230
PO-31229,3,SHEA-1088,Sheave / Pulley 1/4-20,L25703,500,EA,189.79,94895.0,2025-08-18,2025-08-23,0,Open,1230
PO-31230,1,MOUN-1008,Mounted Ball Bearing Unit #60,D34695,52,EA,71.79,3733.08,2025-07-07,2025-07-12,52,Received,1230
PO-31230,2,SHEA-1072,Sheave / Pulley 3/8-16 ,N55674,11,EA,101.96000000000001,1121.56,2025-07-01,2025-07-03,11,Received,1230
PO-31230,3,SPRO-1009,Sprocket size 8,A23051,172,EA,24.54,4220.88,2025-07-13,2025-07-18,172,Received,1230
PO-31231,1,SHEA-1038,Sheave / Pulley 2.000,K77998,10,EA,295.28000000000003,2952.8,2026-02-19,2026-02-21,10,Received,1230
PO-31231,2,SHEA-1038,Sheave / Pulley 2.000,K77998,101,EA,295.28000000000003,29823.28,2026-02-19,2026-02-19,0,Open,1230
PO-31231 ,3,AC-1063,AC Motor TEFC 3/4-10 ,G44462,199,EA,1677.24,333770.76,2026-02-09,2026-02-09,199,Received,1230
PO-31232,1,SHEA-1025,Sheave / Pulley size 4,B27918,10,EA,153.95000000000002,1539.5,08/04/25,2025-08-04,10,Received,1230 
PO-31232,2,TIMI-1000,Timing Belt 1.500,H44428,84,EA,43.53,3656.52,17-Aug-2025,2025-08-17,84,Received,1230
PO-31232,3,SHEA-1025,Sheave / Pulley size 4,B27918 ,500,EA,153.95000000000002,76975.0,2025-08-04,2025-08-04,500,Received,1230
PO-31232,4,TIMI-1000,Timing Belt 1.500,H44428,84,EA,43.53,3656.52,2025-08-17,"Aug 19, 2025",84,Received,1230
PO-31233 ,1,GAT-B62,Hi-Power II V-belt B62,B62,289,EA,12.7,3670.3,2025-08-10,2025-08-12,289,Received,1230
PO-31233,2,GEAR-1016,Gear Reducer size 6,R82188,122,EA,2265.26,276361.72,2025-09-05,2025-09-05,122,Received,1230
PO-31233,3,ROLL-1021,Roller Chain ANSI 5/16-18,H58619,101,EA,81.74,8255.74,2025-08-26,2025-08-26,101,Received,1230
PO-31233,4,SHEA-1035,Sheave / Pulley 1.000,D8005,10,EA,148.52,1485.2,2025-09-18,2025-09-20,10,Received,1230
PO-31234,1,GEAR-1010,Gear Reducer 1.375,A41776,85,EA,2784.15,236652.75,06-May-2025,2025-05-11,85,Received,1230
PO-31234,2,TIMI-1017,Timing Belt size 6,E16570,173,EA,50.69,8769.37,2025-05-13,2025-05-13,173,Received,1230
PO-31234,3,MOUN-1029,Mounted Ball Bearing Unit 1.500,R78423,103,EA,86.28,8886.84,2025-04-27,2025-04-27,103,Received,1230
PO-31234,4,MOUN-1029,Mounted Ball Bearing Unit 1.500,R78423,103,EA,86.28,8886.84,2025-04-27,2025-04-27,0,Open,1230
PO-31235,1,AC-1040,AC Motor TEFC #50,L98065,250,EA,609.44,152360.0,06/24/25,2025-06-24,250,Received,1230
PO-31235,2,AC-1040,AC Motor TEFC #50,L98065,171,EA,609.44,104214.24,2025-06-24,2025-06-24,171,Received,1230
PO-31235,3,SHEA-1028,Sheave / Pulley #80,H32923,44,EA,284.6,12522.4,2025-07-03,2025-07-03,0,Open,1230
PO-31235,4,TIMI-1071,Timing Belt 5/8-11,P52377,500,EA,74.85000000000001,37425.0,2025-06-11,2025-06-11,500,Received,1230
PO-31236,1,ROLL-1079 ,Roller Chain ANSI M8,N86806,50,EA,103.68,5184.0,2025-09-01,06-Sep-2025,50,Received,1230
PO-31237,1,SHEA-1088,Sheave / Pulley 1/4-20,L25703,91,EA,189.79,17270.89,2026-02-08,2026-02-13,91,Received,1230
PO-31237,2,SHEA-1037,Sheave / Pulley 1.375,R78752,130,EA,99.06,12877.8,2026-02-04,2026-02-04,130,Received,1230
PO-31237,3,SHEA-1037,Sheave / Pulley 1.375,R78752,100,EA,101.04,10104.0,2026-02-04,2026-02-04,100,Received,1230
PO-31238,1,TIMI-1014,Timing Belt 1.000,R36113,189,EA,49.480000000000004,9351.72,2026-04-28,2026-05-03,0,Open,1230
PO-31239,1,SKF-6205-2RS1,"Deep groove ball bearing 25x52x15, sealed",6205-2RS1,100,EA,3.55,355.0,08/16/2025,2025-08-18,100,Received,1230
PO-31239,2,TIMI-1032,Timing Belt size 6,M51589,500,EA,32.99,16495.0,08/21/2025,08/21/2025,500,Received,1230
PO-31240,1,GEAR-1067,Gear Reducer M6,P63847,500,EA,498.09000000000003,249045.0,2026-03-26,03/28/2026,500,Received,1230
PO-31240,2,SHEA-1019,Sheave / Pulley M8,H65670,10,EA,94.5,945.0,2026-03-05,2026-03-10,10,Received,1230
PO-31241,1,SHEA-1088,Sheave / Pulley 1/4-20,L25703,91,EA,189.79,17270.89,2026-03-14 ,2026-03-19,91,Received,1230
PO-31241,2,SPRO-1027,Sprocket 1/4-20,K15825,183,EA,77.98,14270.34,2026-03-01,2026-03-06,183,Received,1230
PO-31242,1,TIM-LM11949-LM11910,Tapered roller bearing set,LM11949/LM11910,338,EA,7.6,2568.8,2026-01-17,2026-01-17,338,Received,1230
PO-31242,2,GEAR-1084,Gear Reducer M6 ,R68710,250,EA,3628.8,907200.0,2026-01-06,2026-01-06,0,Open,1230
PO-31242,3,SKF-6308-2Z,"Deep groove ball bearing 40x90x23, shielded",6308-2Z,192,EA,10.46,2008.32,2026-01-14,2026-01-16,192,Received,1230
PO-31242,4,GEAR-1084,Gear Reducer M6,R68710,195,EA,3456.0,673920.0,01/06/2026,2026-01-06,195,Received,1230
PO-31243,1,KIM-G10,"KleenGuard G10 nitrile gloves, large, 100/bx",G10,25,BX,11.4,285.0,2026-01-23,2026-01-23,25,Received,6700
PO-31243,2,3M-SF401AF,SecureFit 400 safety glasses clear anti-fog,SF401AF,10,EA,4.05,40.5,2026-01-19,2026-01-19,10,Received,6700
PO-31243,3,3M-SF401AF ,SecureFit 400 safety glasses clear anti-fog,SF401AF,84,EA,4.05,340.2,2026-01-19,2026-01-19,84,Received,6700
PO-31244,1,SPRO-1004,Sprocket 3/8-16 ,P89761,177,EA,42.84,7582.68,2025-09-06,2025-09-06,177,Received,1230
PO-31244,2,SPRO-1004,Sprocket 3/8-16,P89761,177,EA,42.84,7582.68,2025-09-06,2025-09-06,177,Received,1230
PO-31244,3,SHEA-1068,Sheave / Pulley 1/4-20,E90491,105,EA,180.78,18981.9,2025-09-06,2025-09-06,105,Received,1230
PO-31245,1,SPRO-1009,Sprocket size 8,A23051,172,EA,24.54,4220.88,06/13/2025,2025-06-13,172,Received,1230
PO-31246,1,SPRO-1061,Sprocket #50,R9463,100,EA,87.28,8728.0,2025-10-26,2025-10-28,100,Received,1230
PO-31247,1,SPRO-1047,Sprocket #80,M59631,162,EA,13.77,2230.74,2025-10-21,2025-10-21,162,Received,1230
PO-31248,1,SPRO-1002,Sprocket 1/4-20,F15706,132,EA,65.84,8690.88,2026-01-14,01/14/26,132,Received,1230
PO-31248,2,SIG-SF18-80,Machine stretch wrap 18in x 1500ft 80ga,SF18-80,131,RL,24.6,3222.6,2026-01-04,2026-01-06,131,Received,1200
PO-31248,3,ROLL-1053,Roller Chain ANSI #80,F87862,109,EA,86.10000000000001,9384.9,2026-02-03,2026-02-05,109,Received,1230
PO-31249,1,SPRO-1004,Sprocket 3/8-16,P89761,10,EA,42.84,428.4,2025-08-12,2025-08-12,10,Received,1230
PO-31249,2,SHEA-1068,Sheave / Pulley 1/4-20,E90491,25,EA,180.78,4519.5,2025-08-12,2025-08-12,25,Received,1230
PO-31249,3,SHEA-1049,Sheave / Pulley size 4,G91354,250,EA,153.4,38350.0,2025-07-23,07/23/25 ,250,Received,1230
PO-31249,4,MOUN-1081,Mounted Ball Bearing Unit 5/8-11,E43749,130,EA,61.24,7961.2,2025-08-20,2025-08-25,130,Received,1230
PO-31250,1,MOUN-1008,Mounted Ball Bearing Unit #60,D34695,52,EA,71.79,3733.08,2026-01-18,2026-01-18,52,Received,1230
PO-31250,2,SHEA-1072,Sheave / Pulley 3/8-16,N55674,11,EA,101.96000000000001,1121.56,2026-01-12,2026-01-12 ,11,Received,1230
PO-31251,1,SPRO-1050,Sprocket 5/16-18 ,K95916,53,EA,12.85,681.05,2025-08-27,2025-09-01,53,Received,1230
PO-31251,2,SPRO-1050,Sprocket 5/16-18,K95916,53,EA,12.85,681.05,2025-08-27,2025-08-27,26,Partial,1230
PO-31251,3,AC-1033,AC Motor TEFC 3/4-10,L32810,142,EA ,1093.27,155244.34,2025-09-13,"Sep 13, 2025",142,Received,1230
PO-31252,1,ROLL-1026,Roller Chain ANSI #50,F48926,250,EA,129.92000000000002,32480.0,2025-11-06,11/06/2025,250,Received,1230
PO-31252,2,SHEA-1025,Sheave / Pulley size 4,B27918,186,EA,153.95000000000002,28634.7,2025-10-21,2025-10-21,186,Received,1230
PO-31253,1,BRI-HHCS-0500-13-200-G8,"Hex head cap screw 1/2-13 x 2 Gr 8 yellow zinc, 50/bx",HHCS-0500-13-200-G8,79,BX,44.75,3535.25,2025-07-29,2025-07-29,0,Open,1230
PO-31253 ,2,SPRO-1011,Sprocket #60,B43448,148,EA,118.48,17535.04,2025-08-03,2025-08-03,74,Partial,1230
PO-31253,3,BRI-HHCS-0500-13-200-G8,"Hex head cap screw 1/2-13 x 2 Gr 8 yellow zinc, 50/bx",HHCS-0500-13-200-G8,79,BX,46.54,3676.66,2025-07-29 ,2025-07-29 ,79,Received,1230
PO-31253 ,4,BRI-HHCS-0500-13-200-G8,"Hex head cap screw 1/2-13 x 2 Gr 8 yellow zinc, 50/bx",HHCS-0500-13-200-G8,79,BX,44.75,3535.25,2025-07-29,2025-07-29,0,Open,1230
PO-31254,1,SPRO-1087,Sprocket 1/2-13,N14465,167,EA,44.550000000000004,7439.85,2025-06-28,2025-06-28 ,167,Received,1230
PO-31254,2,SPRO-1087 ,Sprocket 1/2-13,N14465,167,EA,44.550000000000004,7439.85,2025-06-28,2025-07-03,167,Received,1230
PO-31255,1,TIMI-1020,Timing Belt 5/16-18,F27518,250,EA,52.03,13007.5,2025-09-21,2025-09-21,250,Received,1230
PO-31255,2,SHEA-1019,Sheave / Pulley M8,H65670,52,EA,94.5,4914.0,2025-09-29,2025-10-01,52,Received,1230
PO-31255,3,MOUN-1062,Mounted Ball Bearing Unit 1/2-13,D59850,250,EA,135.75,33937.5,2025-09-19,2025-09-24,250,Received,1230
PO-31256,1,AC-1040,AC Motor TEFC #50,L98065,171,EA,609.44,104214.24,2025-12-23,2025-12-25,171,Received,1230
PO-31256,2,AC-1040,AC Motor TEFC #50,L98065,500,EA,609.44,304720.0,2025-12-23 ,2025-12-25,500,Received,1230
PO-31257,1,AC-1074,AC Motor TEFC M8,D7447,130,EA,1663.14,216208.2,2025-09-11,2025-09-13,130,Received,1230
PO-31257,2,MOUN-1031,Mounted Ball Bearing Unit 1.500,L96395,153,EA,38.78,5933.34,2025-09-07,2025-09-09,153,Received,1230
PO-31257,3,TIM-LM11949-LM11910,Tapered roller bearing set,LM11949/LM11910 ,338,EA,7.45,2518.1,2025-09-05,2025-09-07 ,338,Received,1230
PO-31257,4,GEAR-1084,Gear Reducer M6,R68710,50,EA,3456.0,172800.0,2025-08-25,2025-08-25,50,Received,1230
PO-31258,1,GEAR-1016,Gear Reducer size 6,R82188,122,EA,2265.26,276361.72,11-Dec-2025,2025-12-11,122,Received,1230
PO-31258,2,GAT-B62,Hi-Power II V-belt B62 ,B62,289,EA,13.08,3780.12,2025-11-15,2025-11-15,289,Received,1230
PO-31259,1,GEAR-1010,Gear Reducer 1.375,A41776,85,EA,2867.67,243751.95,2026-01-31,2026-01-31,85,Received,1230
PO-31259,2,ROLL-1012,Roller Chain ANSI 2.000,L28546,500,EA ,47.52,23760.0,2026-01-27,2026-01-27,250,Partial,1230
PO-31259,3,SHEA-1077,Sheave / Pulley #60,K94269,28,EA,67.98,1903.44,2026-01-02,2026-01-02,28,Received,1230
PO-31259,4,ROLL-1044,Roller Chain ANSI #80,A27272,50,EA,140.68,7034.0,2026-02-05,2026-02-05,50,Received,1230
PO-31260,1,TIMI-1014,Timing Belt 1.000,R36113,10,EA,49.480000000000004,494.8,2025-11-06,2025-11-06,10,Received,1230
PO-31260,2,TIMI-1014,Timing Belt 1.000,R36113,189,EA,49.480000000000004,9351.72,2025-11-06,2025-11-11,189,Received,1230
PO-31260,3,TIMI-1058,Timing Belt M6,A87444,166,EA,84.45,14018.7,2025-11-09,2025-11-14,166,Received,1230
PO-31260,4,TIMI-1058,Timing Belt M6,A87444,166,EA,84.45,14018.7,"Nov 09, 2025",2025-11-09,166,Received,1230
PO-31261,1,GAT-B62,Hi-Power II V-belt B62,B62,100,EA,12.7,1270.0,2026-01-29,2026-01-29,100,Received,1230
PO-31262,1,SPRO-1015,Sprocket 3/8-16,C11163,160,EA ,74.58,11932.8,2025-10-14,2025-10-14,160,Received,1230
PO-31263,1,GEAR-1080,Gear Reducer #60,R61870,10,EA,1558.55,15585.5,2026-04-03,2026-04-03,0,Open,1230
PO-31264,1,SHEA-1077,Sheave / Pulley #60,K94269,50,EA,67.98,3399.0,2025-09-22,2025-09-22,0,Open,1230
PO-31264,2,GEAR-1010,Gear Reducer 1.375,A41776,50,EA,2728.47,136423.5,2025-10-21,10/21/2025,50,Received,1230
PO-31264,3,GEAR-1010,Gear Reducer 1.375,A41776,100,EA,2784.15,278415.0,2025-10-21,2025-10-21,100,Received,1230
PO-31265,1,AC-1033,AC Motor TEFC 3/4-10,L32810,142,EA,1093.27,155244.34,2025-08-09,2025-08-09,142,Received,1230
PO-31265,2,SPRO-1050,Sprocket 5/16-18,K95916,500,EA,12.85,6425.0,2025-07-23,2025-07-25,500,Received,1230
PO-31265,3,SPRO-1050,Sprocket 5/16-18,K95916,500,EA,12.85,6425.0,2025-07-23,2025-07-23,500,Received,1230
PO-31266,1,KIM-G10,"KleenGuard G10 nitrile gloves, large, 100/bx",G10,281,BX,11.4,3203.4,17-Jul-2025,07/17/2025,281,Received,6700
PO-31267,1,SHEA-1072,Sheave / Pulley 3/8-16,N55674 ,11,EA,101.96000000000001,1121.56,2025-04-22,2025-04-22,11,Received,1230
PO-31267,2,MOUN-1008,Mounted Ball Bearing Unit #60,D34695,52,EA,71.79,3733.08,2025-04-28,2025-05-03,52,Received,1230
PO-31268,1,ROLL-1079,Roller Chain ANSI M8,N86806,24,EA,102.65,2463.6,"Aug 31, 2025",2025-08-31,24,Received,1230
PO-31269,1,ROLL-1044,Roller Chain ANSI #80,A27272,136,EA,149.12,20280.32,"Sep 15, 2025",2025-09-17,136,Received,1230
PO-31269,2,SHEA-1077,Sheave / Pulley #60,K94269,50,EA,67.98,3399.0,2025-08-12,2025-08-12,50,Received,1230
PO-31270,1,TIMI-1017,Timing Belt size 6,E16570,173,EA,50.69,8769.37,2026-02-27,2026-03-01,0,Open,1230
PO-31270,2,TIMI-1017 ,Timing Belt size 6,E16570,173,EA,50.69,8769.37,2026-02-27,2026-02-27,173,Received,1230
PO-31270,3,ROLL-1044,Roller Chain ANSI #80,A27272,136,EA,146.31,19898.16,2026-02-25,2026-02-25,136,Received,1230
PO-31270,4,MOUN-1029,Mounted Ball Bearing Unit 1.500,R78423,100,EA,88.01,8801.0,2026-02-11,2026-02-16,100,Received,1230
PO-31271,1,SPRO-1055,Sprocket #50,P93505,500,EA,26.94,13470.0,2025-09-14,2025-09-14,500,Received ,1230
PO-31272,1,SHEA-1037,Sheave / Pulley 1.375,R78752,130,EA ,99.06,12877.8,2025-11-28,2025-11-28,130,Received,1230
PO-31273,1,MOUN-1008,Mounted Ball Bearing Unit #60,D34695,52,EA,71.79,3733.08,2026-03-04,2026-03-04,0,Open,1230
PO-31274 ,1,KIM-G10,"KleenGuard G10 nitrile gloves, large, 100/bx",G10,100,BX,11.4,1140.0,2025-04-24,2025-04-26,100,Received,6700
PO-31274,2,HEN-243,"Threadlocker 243 medium strength blue, 50 mL",243,240,EA,22.1,5304.0,2025-04-07,2025-04-09,240,Received,6700
PO-31275,1,TIMI-1030,Timing Belt 1/2-13,K11331,137,EA,66.14,9061.18,2025-06-14,2025-06-19,137,Received,1230
PO-31275,2,GEAR-1080,Gear Reducer #60,R61870,50,EA,1484.33,74216.5,06/05/2025,2025-06-05,50,Received,1230
PO-31275,3,GEAR-1080,Gear Reducer #60,R61870,179,EA,1484.33,265695.07,2025-06-05,2025-06-05,179,Received,1230
PO-31276,1,SPRO-1087,Sprocket 1/2-13,N14465,167,EA,44.550000000000004,7439.85,2026-03-21,2026-03-23,167,Received,1230
PO-31276,2,TIMI-1000,Timing Belt 1.500,H44428,84,EA,43.53,3656.52,2026-03-26,2026-03-28,84,Received,1230
PO-31277,1,SPRO-1002,Sprocket 1/4-20,F15706 ,250,EA,65.84,16460.0,07/24/25,2025-07-24,250,Received,1230
PO-31277,2,ULI-S-4123,"Corrugated box 12x12x12, 25/bd",S-4123,170,BD,31.0,5270.0,2025-07-24,2025-07-26,170,Received,1200
PO-31277,3,SPRO-1078,Sprocket M6,B96961,50,EA,70.64,3532.0,2025-07-28,2025-08-02,50,Received,1230
PO-31277,4,SIG-SF18-80,Machine stretch wrap 18in x 1500ft 80ga,SF18-80,131,RL,24.6,3222.6,2025-07-14,2025-07-14,131,Received,1200
PO-31278,1,AC-1033,AC Motor TEFC 3/4-10,L32810,250,EA,1093.27,273317.5,2025-09-12,2025-09-12,250,Received,1230
PO-31278,2,SPRO-1050,Sprocket 5/16-18,K95916,53,EA,12.85,681.05,2025-08-26,"Aug 31, 2025",53,Received,1230
PO-31278,3,AC-1033,AC Motor TEFC 3/4-10,L32810,142,EA,1093.27,155244.34,09/12/25,2025-09-12,142,Received,1230
PO-31279,1,SPRO-1050,Sprocket 5/16-18,K95916,53,EA,12.85,681.05,2025-12-31,01/02/26,53,Received,1230
PO-31279,2,AC-1033,AC Motor TEFC 3/4-10,L32810,142,EA ,1093.27,155244.34,2026-01-17,2026-01-17,142,Received,1230
PO-31279,3,AC-1033,AC Motor TEFC 3/4-10,L32810,500,EA,1093.27,546635.0,2026-01-17,2026-01-19,500,Received,1230
PO-31279,4,SPRO-1050,Sprocket 5/16-18,K95916,53,EA,12.85,681.05,2025-12-31,2026-01-02,53,Received,1230
PO-31280,1,GEAR-1016,Gear Reducer size 6,R82188,25,EA,2265.26,56631.5,2026-02-07,2026-02-12,25,Received,1230
PO-31280,2,GAT-B62,Hi-Power II V-belt B62,B62,25,EA,12.7,317.5,2026-01-12,2026-01-12,25,Received,1230
PO-31280,3,GAT-B62,Hi-Power II V-belt B62,B62,25,EA,12.7,317.5,2026-01-12,2026-01-14,12,Partial,1230
PO-31280,4,SHEA-1035,Sheave / Pulley 1.000,D8005,250,EA,148.52,37130.0,2026-02-20,2026-02-22,250,Received,1230
PO-31281,1,GEAR-1066,Gear Reducer 1.000,K84844,157,EA,1270.02,199393.14,2025-11-29,2025-12-04,157,Received,1230
PO-31281,2,BRI-HHCS-0500-13-200-G8,"Hex head cap screw 1/2-13 x 2 Gr 8 yellow zinc, 50/bx",HHCS-0500-13-200-G8,79,BX,44.75,3535.25,2025-11-03,2025-11-08,79,Received,1230
PO-31281,3,SPRO-1011,Sprocket #60,B43448,148,EA,118.48,17535.04,2025-11-08,2025-11-08,148,Received,1230
PO-31281,4,SPRO-1011,Sprocket #60,B43448,500,EA,118.48,59240.0,2025-11-08,2025-11-08,500,Received,1230
PO-31282,1,AC-1057,AC Motor TEFC M10,C68489,81,EA,693.95,56209.95,2025-10-23,2025-10-23,81,Received,1230
PO-31282,2,TIMI-1056,Timing Belt 5/16-18,M71128,500,EA,17.21,8605.0,2025-09-20,2025-09-25,500,Received,1230
PO-31282,3,MOUN-1018,Mounted Ball Bearing Unit M8,C66831,95,EA,109.13,10367.35,2025-10-09,2025-10-14,95,Received,1230
PO-31282,4,AC-1057,AC Motor TEFC M10,C68489,81,EA,687.08,55653.48,2025-10-23,2025-10-28,81,Received,1230
PO-31283,1,KIM-G10,"KleenGuard G10 nitrile gloves, large, 100/bx",G10,281,BX,11.4,3203.4,2026-04-19,2026-04-19,140,Partial,6700
PO-31283,2,3M-SF401AF,SecureFit 400 safety glasses clear anti-fog,SF401AF,84,EA,4.05,340.2,2026-04-15,2026-04-20,42,Partial,6700
PO-31283,3,3M-SF401AF,SecureFit 400 safety glasses clear anti-fog,SF401AF,50,EA,4.17,208.5,2026-04-15,2026-04-20 ,0,Open,6700
PO-31284,1,AC-1040,AC Motor TEFC #50,L98065,171,EA,609.44,104214.24,2025-09-12,2025-09-17,171,Received,1230
PO-31285,1,TIMI-1030,Timing Belt 1/2-13,K11331,137,EA,66.14,9061.18,2025-12-06 ,2025-12-06,137,Received,1230
PO-31285,2,GEAR-1080,Gear Reducer #60,R61870,179,EA,1484.33,265695.07,2025-11-27,2025-11-29,179,Received,1230
PO-31285,3,TIMI-1030,Timing Belt 1/2-13,K11331,137,EA,66.14,9061.18,2025-12-06,2025-12-08,137,Received,1230
PO-31286,1,SPRO-1050,Sprocket 5/16-18,K95916,500,EA,12.85,6425.0,2025-08-19,2025-08-21,500,Received,1230
PO-31286,2,SPRO-1050,Sprocket 5/16-18,K95916,53,EA,12.85,681.05,2025-08-19 ,2025-08-19,53,Received,1230
PO-31286 ,3,AC-1033,AC Motor TEFC 3/4-10,L32810,25,EA,1093.27,27331.75,2025-09-05,2025-09-10,25,Received,1230
PO-31287,1,SPRO-1055,Sprocket #50,P93505,38,EA,26.94,1023.72,2025-12-23,2025-12-25 ,0,Open,1230
PO-31288,1,TIMI-1014,Timing Belt 1.000,R36113,189,EA,49.480000000000004,9351.72,2026-02-21,2026-02-21,189,Received,1230
PO-31288,2,TIMI-1014,Timing Belt 1.000,R36113,189,EA,49.480000000000004,9351.72,2026-02-21,2026-02-26,189,Received,1230
PO-31288,3,TIMI-1014,Timing Belt 1.000,R36113,189,EA,49.480000000000004,9351.72,2026-02-21,2026-02-26,189,Received,1230
PO-31289,1,AC-1033,AC Motor TEFC 3/4-10 ,L32810,142,EA,1093.27,155244.34,2025-06-16,2025-06-16,142,Received,1230
PO-31289,2,SPRO-1050,Sprocket 5/16-18,K95916,25,EA,12.85,321.25,2025-05-30,2025-05-30,25,Received,1230
PO-31289,3,AC-1033,AC Motor TEFC 3/4-10,L32810,50,EA,1093.27,54663.5,06/16/25,2025-06-21,50,Received,1230
PO-31289,4,AC-1033,AC Motor TEFC 3/4-10,L32810,142,EA,1093.27,155244.34,2025-06-16,2025-06-16,142,Received,1230
PO-31290,1,SHEA-1007,Sheave / Pulley 2.000,R96896,250,EA,129.94,32485.0,"Nov 27, 2025",2025-11-29,250,Received,1230
PO-31291,1,AC-1057,AC Motor TEFC M10,C68489,81,EA,687.08,55653.48,2025-08-14,2025-08-19,81,Received,1230
PO-31291,2,SPRO-1061,Sprocket #50,R9463,163,EA,87.28,14226.64,2025-07-27,2025-07-27,163,Received,1230
PO-31292,1,HEN-243,"Threadlocker 243 medium strength blue, 50 mL",243,240,EA,22.1,5304.0,2025-08-21,2025-08-23,240,Received,6700
PO-31292,2,3M-SF401AF,SecureFit 400 safety glasses clear anti-fog,SF401AF,50,EA,4.05,202.5,09/03/2025,2025-09-03,50,Received,6700 
PO-31293,1,GAT-B62,Hi-Power II V-belt B62,B62,289,EA,12.7,3670.3,2025-07-20,2025-07-20,289,Received,1230
PO-31293,2,GAT-B62,Hi-Power II V-belt B62,B62,289,EA,13.21,3817.69,2025-07-20,2025-07-20,289,Received,1230
PO-31294,1,GAT-B62,Hi-Power II V-belt B62,B62,25,EA,12.7,317.5,2025-07-19,2025-07-24,0,Open,1230
PO-31294,2,GEAR-1016,Gear Reducer size 6,R82188,122,EA,2265.26,276361.72,2025-08-14,2025-08-14,122,Received,1230
PO-31294,3,ROLL-1021,Roller Chain ANSI 5/16-18,H58619,101,EA,84.19,8503.19,2025-08-04,2025-08-04,101,Received,1230
PO-31295,1,SHEA-1088,Sheave / Pulley 1/4-20,L25703,91,EA,189.79,17270.89,2025-10-22,2025-10-22,91,Received,1230
PO-31295,2,SHEA-1088,Sheave / Pulley 1/4-20,L25703,91,EA,189.79,17270.89,2025-10-22,2025-10-27,91,Received,1230
PO-31295,3,SHEA-1088,Sheave / Pulley 1/4-20,L25703,10,EA,189.79,1897.9,2025-10-22,2025-10-22,10,Received,1230
PO-31295,4,SHEA-1088,Sheave / Pulley 1/4-20,L25703,91,EA,189.79,17270.89,2025-10-22,2025-10-22,91,Received,1230
PO-31296,1,MOUN-1083,Mounted Ball Bearing Unit size 8,C68772,138,EA,87.77,12112.26,2025-11-12,2025-11-12,138,Received,1230
PO-31296,2,TIMI-1000,Timing Belt 1.500,H44428,84,EA,43.53,3656.52,2025-11-18,2025-11-18,84,Received,1230
PO-31296,3,TIMI-1000,Timing Belt 1.500,H44428,25,EA,43.53,1088.25,2025-11-18,2025-11-18,25,Received,1230
PO-31296,4,ROLL-1026,Roller Chain ANSI #50,F48926,39,EA,129.92000000000002,5066.88,2025-11-21,2025-11-21,39,Received,1230
PO-31297,1,GEAR-1080,Gear Reducer #60,R61870,179,EA,1484.33,265695.07,2025-06-30,2025-06-30,179,Received,1230
PO-31297,2,GEAR-1080,Gear Reducer #60,R61870,179,EA,1499.17,268351.43,2025-06-30,2025-06-30,179,Received,1230
PO-31297,3,GEAR-1080,Gear Reducer #60,R61870,179,EA,1484.33,265695.07,2025-06-30,2025-06-30,179,Received,1230
PO-31298,1,MOUN-1029,Mounted Ball Bearing Unit 1.500,R78423,103,EA,86.28,8886.84,2025-10-15,2025-10-20,103,Received,1230
